symbol,A2058,A2780,A375,CAOV3,HCT116,HT144,LOVO,MDAMB436,NCI-H460,NCIH1650,NCIH2122,NCIH23,OV90,OVCAR3,RKO,RPMI7951,SK-OV-3,SKMEL30,SKMES1,SW-620,SW837,T-47D,UACC62,VCAP
AZIN1,1,0,0,0,2,0,0,-1,0,1,-1,1,1,-1,2,1,0,0,0,0,0,1,1,1
AZIN2,0,0,0,-1,-1,-1,0,1,-1,0,-1,-1,0,-1,0,0,0,1,1,-1,0,-1,0,0
AZU1,0,0,0,-1,-1,-1,0,-1,-1,-1,-2,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,-1
B2M,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,-1,-1,0,0,0,0,-1,0
B3GALNT1,1,0,1,2,0,1,0,-1,0,0,0,1,0,1,-1,1,0,1,1,0,0,1,1,0
B3GALNT2,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,-1,0,1,1,0,0,1,1,0
B3GALT1,0,0,-2,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,-1,1,0,-1,1,0
B3GALT2,1,1,2,-1,2,0,0,1,1,1,1,0,-1,0,-1,0,0,1,1,0,0,1,1,0
B3GALT4,1,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,0,0,1,-1,0,-1,0,-1,1
B3GALT5,0,0,-1,-1,0,-1,0,-1,0,0,1,-1,1,2,0,-1,0,0,1,0,0,1,-1,1
B3GALT5-AS1,0,0,-1,-1,0,-1,0,-1,0,0,1,-1,1,2,0,-1,0,0,1,0,0,1,-1,1
B3GALT6,0,0,-1,-1,-1,-1,0,-1,-1,0,-1,1,0,2,1,0,0,1,1,-1,0,-1,0,1
B3GAT1,0,0,0,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,0,1,-1,-1,-1,1,1,2,-1,1
B3GAT2,0,0,-1,1,0,-1,0,-1,0,-1,-1,1,-1,0,-1,1,1,-1,1,0,0,1,-1,0
B3GAT3,0,0,-1,1,-1,-1,1,1,-1,0,-1,-1,1,-1,1,0,1,1,0,1,0,1,-1,0
B3GLCT,1,0,0,1,0,0,0,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0
B3GNT2,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,-1,1,0
B3GNT3,-1,0,1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,0,1
B3GNT4,0,0,0,1,0,0,1,0,1,0,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1
B3GNT5,1,0,-1,2,0,1,0,-1,-1,0,0,1,0,1,0,1,0,1,1,0,0,2,1,0
B3GNT6,0,0,0,1,-1,-1,1,-1,-1,0,-1,1,1,2,1,0,-1,-1,1,1,1,1,-1,1
B3GNT7,0,0,-1,-1,0,0,0,-1,1,0,1,0,1,-1,1,1,0,0,1,0,0,-1,1,0
B3GNT8,0,0,0,1,-1,0,0,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,0,1
B3GNT9,0,0,0,1,0,0,0,-1,1,1,-1,0,0,1,1,0,1,-1,1,2,0,-1,-1,-1
B3GNTL1,0,0,-1,2,1,0,0,-1,1,-1,0,0,0,-1,1,-1,0,1,1,1,0,1,0,1
B4GALNT1,0,0,0,-1,-1,0,1,-1,1,0,1,1,1,1,1,-1,0,0,-1,0,0,1,0,1
B4GALNT2,0,0,0,0,1,0,0,-1,1,0,1,0,1,0,0,-1,0,0,1,0,0,1,0,1
B4GALNT3,0,0,-1,2,0,0,1,1,1,0,-1,1,1,-1,1,-1,-1,0,-1,1,0,-1,0,1
B4GALNT4,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1
B4GALT1,0,0,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,1,0,0,-1,-1,-1,-1,0,-1,-1,1
B4GALT2,0,0,0,2,-1,-1,0,1,-1,0,-1,-1,0,-1,0,0,0,1,1,0,0,-1,0,0
B4GALT3,1,1,1,-1,0,0,0,1,1,0,1,1,0,0,0,-1,-1,1,1,0,0,1,0,0
B4GALT4,0,0,0,2,0,1,0,1,0,0,-1,1,0,1,-1,1,0,1,1,0,0,0,1,0
B4GALT5,0,0,1,-1,2,2,0,1,1,1,1,1,1,2,1,1,0,1,0,1,1,1,1,1
B4GALT6,0,0,-1,-1,0,-1,0,1,0,0,-1,-1,-1,-1,-2,-1,1,-1,1,-2,-1,-1,-1,0
B4GALT7,0,0,0,1,0,-1,1,1,1,0,1,1,0,1,1,-1,0,1,-1,0,1,0,-1,1
B9D1,0,0,-1,-1,0,0,0,0,1,0,1,-1,-1,1,0,-1,-1,-1,-1,0,-1,1,0,0
B9D2,0,0,0,1,-1,0,0,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,0,1
BAALC,1,0,0,0,2,0,0,1,0,1,-1,1,1,-1,2,1,0,0,0,0,0,1,1,1
BAALC-AS2,1,0,0,0,2,0,0,1,0,1,-1,1,1,-1,2,1,0,0,0,0,0,1,1,1
BAAT,0,0,1,-1,0,0,0,-1,1,1,-1,0,0,-1,1,1,1,-1,-1,0,0,-1,-1,0
BABAM1,-1,0,1,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,0,1
BABAM2,0,0,2,2,0,0,0,0,1,0,1,1,1,1,1,1,0,0,-1,0,0,-1,1,0
BACE1,-1,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,1,1,1,-1,1
BACE1-AS,-1,0,0,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,1,1,1,-1,1
BACE2,0,0,-1,-1,-1,-1,0,1,-1,0,0,-1,1,1,1,-1,0,0,1,-1,0,0,-1,1
BACH1,0,0,-1,-1,0,-1,0,1,0,0,-1,-1,0,1,-1,-1,0,0,1,0,0,1,0,1
BACH2,0,0,-1,1,0,-1,0,1,0,0,-1,-1,0,0,0,1,0,-1,1,0,-1,-1,-1,0
BAD,0,0,-1,1,-1,-1,1,1,-1,0,-1,-1,1,-1,1,0,2,1,0,1,0,1,-1,2
BAG1,0,0,0,-1,-1,-1,0,0,-1,0,-1,-1,-1,1,0,0,2,-1,-1,-1,0,-1,-1,1
BAG2,0,0,-1,1,0,0,0,-1,0,-1,-1,0,-1,1,-1,1,1,1,1,0,0,1,-1,0
BAG3,0,0,0,1,2,-1,0,1,1,0,0,-1,0,1,1,-1,0,0,-1,0,0,-1,-1,-1
BAG4,0,0,-1,-1,0,-1,0,-1,-1,-1,1,-1,-1,1,0,-1,0,0,-1,0,2,1,0,1
BAG5,0,0,-1,2,-1,-1,0,-1,1,0,-1,0,0,1,1,-1,0,-1,1,-1,1,1,0,0
BAG6,1,0,-1,2,-2,0,0,-1,-1,-1,-2,0,0,-1,1,-1,0,1,-1,0,-1,0,-1,0
BAGE,0,-1,0,-1,0,-1,0,1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1
BAGE2,0,-1,0,-1,0,-1,0,1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1
BAGE3,0,-1,0,-1,0,-1,0,1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1
BAGE4,0,-1,0,-1,0,-1,0,1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1
BAGE5,0,-1,0,-1,0,-1,0,1,0,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,1
BAHCC1,0,0,-1,2,1,0,0,-1,1,-1,0,0,0,-1,1,-1,2,1,1,1,0,1,0,1
BAHD1,0,0,-1,-1,0,-1,1,0,1,0,1,0,1,0,1,1,2,-1,0,0,0,0,-1,0
BAIAP2,0,0,-1,2,1,0,0,-1,1,-1,0,0,0,-1,1,-1,0,1,1,1,0,1,0,1
BAIAP2L1,1,0,0,1,0,0,1,1,1,0,1,1,1,-1,1,1,-1,0,-1,1,0,-1,1,1
BAIAP2L2,0,0,-1,0,-1,0,0,-1,-2,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,2,0
BAIAP3,0,0,-1,-1,-1,-1,0,-1,1,0,-1,-1,1,-1,1,-1,0,-1,0,-1,0,-1,-1,-1
BAK1,1,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,0,0,0,1,-1,0,-1,0,-1,1
BAMBI,0,0,-1,1,0,-1,0,1,-1,0,1,0,2,-1,1,1,0,0,-1,0,0,-1,-1,0
BANF1,0,0,0,1,-1,-1,1,1,-1,0,-1,-1,1,-1,1,0,2,1,0,1,0,1,-1,2
BANF2,0,0,0,1,0,-1,0,-1,1,0,0,1,1,1,1,1,0,1,-1,0,-1,1,1,1
BANK1,0,0,-1,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0
BANP,0,0,-1,-1,1,-1,0,-1,0,-1,-1,0,0,-1,1,0,0,-1,0,-1,0,1,-1,-2
BAP1,0,0,0,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,1
BARD1,0,0,-1,-1,0,0,0,-1,1,0,1,0,0,0,-1,1,0,0,1,0,0,-1,1,0
BARHL1,0,0,-1,-1,-1,-1,0,1,1,0,-1,-1,1,-1,2,-1,0,-1,-1,-1,0,1,-1,1
BARHL2,0,0,-1,0,0,-1,0,-1,-1,1,-1,0,0,0,0,1,-1,1,1,0,-1,-1,-1,0
BARX1,0,0,0,-1,0,-1,0,1,1,0,-1,0,1,-1,1,-1,0,-1,-1,0,0,-1,-1,0
BARX2,0,0,1,-1,0,-1,1,-1,-1,1,-1,-1,1,-1,0,1,-1,-1,-1,1,1,2,-1,1
BASP1,1,0,0,1,0,1,1,2,1,1,1,1,-1,0,0,-1,1,0,1,1,0,1,1,0
BASP1P1,1,0,1,-2,0,0,0,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0
BATF,0,0,-1,-1,0,0,0,-1,1,0,-1,0,0,1,0,-1,0,-1,1,0,0,1,0,0
BATF2,0,0,-1,1,-1,-1,1,1,-1,0,-1,-1,1,-1,1,0,2,1,0,1,0,1,-1,2
BATF3,1,1,1,-1,0,1,0,0,1,0,1,0,0,0,0,-1,0,1,1,0,0,1,1,0
BAX,0,0,0,-1,-1,0,0,-1,-1,1,1,-1,1,0,0,0,0,-1,-1,-1,0,-1,0,1
BAZ1A,0,0,-1,-1,0,0,0,-1,1,0,1,0,0,0,-2,-1,0,-1,1,0,0,1,0,0
BAZ1B,1,0,0,1,0,0,1,0,1,0,1,1,-1,-1,0,1,-1,0,1,1,0,1,1,1
BAZ2A,0,0,0,1,-1,0,1,-1,1,0,1,1,1,0,1,-1,0,0,-1,1,0,1,0,1
BAZ2B,0,0,-1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,-1,1,0,-1,1,0
BBC3,0,0,0,-1,-1,0,0,-1,-1,1,1,-1,1,0,0,0,0,-1,-1,-1,0,-1,0,1
BBIP1,0,0,0,1,1,-1,0,1,1,0,0,0,0,1,0,-1,0,0,-1,0,0,-1,-1,0
BBOF1,0,0,-1,-1,0,0,0,-1,1,0,-1,0,0,1,0,-1,0,-1,1,0,0,1,0,0
BBOX1,0,0,-1,-1,0,0,1,0,0,1,-1,-1,2,1,0,-1,1,-1,1,1,0,1,0,0
BBS1,0,0,0,1,-1,-1,1,1,-1,0,-1,-1,1,1,1,0,2,2,1,1,0,1,-1,2
BBS2,0,0,0,-1,-1,0,0,-1,1,1,-1,0,0,-1,1,0,2,-1,1,1,0,-1,-1,-1
BBS4,0,0,0,1,0,1,1,-2,1,0,1,0,1,-1,0,1,2,1,1,0,0,0,-1,1
BBS5,0,0,-2,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,2,1,0,-1,1,0
BBS7,0,0,-1,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0
BBS9,1,0,0,2,0,1,1,0,1,1,1,1,-1,0,0,1,-1,-1,1,1,0,1,1,0
BBS10,0,0,1,1,0,0,1,-1,1,1,1,1,1,0,0,-1,1,0,0,1,0,1,1,1
BBS12,0,0,-1,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0
BBX,0,0,1,2,0,1,0,1,0,0,0,1,1,1,-1,1,0,1,-1,0,0,1,1,0
BCAM,0,0,0,-1,-1,0,0,-1,-1,1,1,-1,1,0,0,0,0,-1,-1,-1,0,-1,0,1
BCAN,1,1,1,-1,0,0,0,1,1,0,1,1,0,0,1,-1,-1,1,1,0,0,1,0,0
BCAP29,1,0,1,1,0,1,1,1,1,0,-1,1,1,0,1,1,-1,0,-1,1,0,-1,1,1
BCAR1,0,0,0,-1,0,-1,0,-1,0,1,-1,1,0,-1,1,1,1,-1,1,2,0,0,-1,-1
BCAR3,0,0,-1,0,0,-1,0,-1,-1,1,-1,0,0,2,1,1,-1,1,1,0,-1,-1,-1,0
BCAR4,0,0,-1,-1,-1,-1,0,-1,1,1,-1,-1,0,-1,1,-1,0,-1,0,0,0,0,1,-1
BCAS1,0,0,1,1,0,2,0,1,1,1,1,2,0,1,-2,1,0,1,0,1,1,1,1,1
BCAS2,0,0,-1,1,0,-1,0,-1,-1,0,-1,0,0,1,1,1,0,1,1,0,-1,-1,1,0
BCAS3,0,1,1,2,2,0,0,-1,1,0,1,0,1,0,0,-1,0,0,1,1,0,1,1,0
BCAS4,0,0,1,2,-1,2,0,1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1
BCAT1,0,0,1,-1,0,0,1,1,0,0,-1,1,0,1,0,-1,2,0,-1,2,0,1,1,1
BCAT2,0,0,0,-1,-1,0,0,-1,-1,1,1,-1,1,0,0,0,0,-1,-1,-1,0,-1,0,1
BCCIP,0,0,0,1,2,-1,0,-1,1,0,0,-1,0,1,1,-1,0,0,-1,0,0,-1,-1,-1
BCDIN3D,0,0,0,1,-1,0,1,-1,1,0,-1,1,1,0,0,-1,0,0,-1,1,0,1,0,1
BCHE,1,-1,-2,2,1,1,0,-1,0,0,1,1,-1,0,-1,1,1,1,1,0,0,2,2,0
BCKDHA,0,0,0,1,-1,0,0,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,0,-1,0,1
BCKDHB,0,0,-1,2,0,-1,0,1,0,-1,-1,1,0,0,-1,1,1,-1,1,0,-1,-1,-1,0
BCKDK,0,0,-1,1,0,0,0,-1,1,0,-1,0,0,-1,0,-1,0,-1,1,0,0,0,-1,-1
BCL2,0,0,-1,-1,0,-1,0,-1,0,-1,-2,-1,-1,-1,0,-1,0,-1,1,-2,-1,-1,-1,0
BCL2A1,0,0,0,1,-1,0,1,-2,1,0,1,0,0,-1,1,1,0,1,1,0,0,0,-1,1
BCL2L1,0,0,-1,1,0,-1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1
BCL2L2,0,0,-1,0,0,0,0,1,1,-1,1,1,0,-1,0,-1,0,-1,0,0,0,-1,0,0
BCL2L2-PABPN1,0,0,-1,0,0,0,0,1,1,-1,1,1,0,-1,0,-1,0,-1,0,0,0,-1,0,0
BCL2L10,0,0,0,-1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
BCL2L11,0,0,-1,1,0,0,0,1,1,0,1,0,0,0,0,1,-1,0,-1,1,0,-1,1,0
BCL2L12,0,0,0,-1,-1,0,0,-1,-1,1,1,-1,1,0,0,0,0,-1,1,-1,0,-1,0,1
BCL2L13,0,0,-1,2,-1,0,1,-1,1,0,-1,-1,-1,1,-2,-1,0,0,-1,-1,2,-1,0,1
BCL2L14,0,0,0,1,0,0,1,2,-1,0,-1,1,1,0,1,-1,-1,-1,-1,1,0,-2,0,1
BCL2L15,0,0,-1,1,0,-1,0,-1,-1,0,-1,0,0,1,1,1,0,1,1,0,-1,-1,1,0
BCL3,0,0,0,-1,-1,0,0,-1,-1,1,1,-1,1,0,0,0,0,-1,-1,-1,0,-1,0,1
BCL6,1,0,-1,2,0,1,0,-1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0
BCL6B,-1,0,-1,-1,-1,-1,0,0,1,0,1,-1,0,-1,0,-1,-1,-1,-1,1,-1,-1,0,-1
BCL7A,0,0,0,1,0,0,1,0,1,0,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1
BCL7B,1,0,0,1,0,0,1,0,1,0,1,1,-1,-1,0,1,-1,0,1,1,0,1,1,1
BCL7C,0,0,-1,1,0,0,0,-1,1,0,-1,0,0,-1,0,-1,0,-1,1,0,0,0,-1,-1
BCL9,0,1,1,1,0,-1,0,1,1,0,1,1,0,0,-2,-1,0,1,1,0,0,1,1,0
BCL9L,-1,0,0,0,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,1,1,1,-1,1
BCL10,0,0,-1,2,0,-1,0,1,0,1,-1,0,0,0,0,1,-1,1,1,0,-1,-1,-1,0
BCL11A,0,0,1,1,0,0,0,1,1,0,1,1,1,0,-1,1,0,0,1,0,0,-1,1,0
BCL11B,0,0,-1,2,-1,-1,0,-1,1,0,-1,0,0,1,1,-1,0,-1,1,-1,1,1,0,0
BCLAF1,0,-2,-1,-1,0,-1,0,1,0,0,-1,0,0,0,-1,1,0,-1,-1,1,0,-1,-1,0
BCO1,0,0,0,-1,1,-1,0,-1,0,1,-1,1,0,-1,-2,0,0,-1,1,2,0,1,-1,-1
BCO2,0,0,-1,-1,0,-1,1,-1,-1,0,-1,-1,1,-1,0,1,-1,-1,-1,1,1,1,-1,1
BCR,0,0,-1,2,-1,-1,0,-1,-1,0,-1,-1,1,0,0,-1,0,0,-1,-1,-1,-1,0,0
BCRP2,0,0,-1,2,-1,-1,0,-1,-1,0,-1,-1,2,1,1,-1,2,0,-1,-1,2,-1,0,1
BCRP3,0,0,-1,2,-1,0,0,-1,-1,0,-1,-1,1,1,1,-1,0,0,-1,-1,1,-1,1,0
BCS1L,0,0,-1,-1,-1,0,0,-1,1,0,1,0,1,1,1,1,0,0,1,0,0,-1,0,0
BDH1,1,0,-1,2,0,1,0,-1,-1,0,-1,1,0,1,-2,1,0,1,1,1,0,2,1,0
BDH2,0,0,-1,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,-1,0,-1,0,-1,0,-1,-1,0
BDKRB1,0,0,-1,2,0,-1,0,-1,1,0,-1,0,0,1,1,-1,0,-1,1,-1,1,1,0,0
BDKRB2,0,0,-1,2,0,-1,0,-1,1,0,-1,0,0,1,1,-1,0,-1,1,-1,1,1,0,0
BDNF,0,0,-1,-1,0,0,1,0,0,1,-1,-1,2,1,0,-1,1,-1,1,1,0,1,0,0
BDP1,0,0,0,-1,0,1,1,-1,1,0,1,-1,0,0,0,-1,1,0,0,1,0,1,0,-1
BEAN1,0,0,0,-1,0,0,0,-1,1,1,-1,0,0,-1,1,0,1,-1,1,2,0,-1,-1,-1
BECN1,0,0,-1,-1,0,0,0,-1,1,-1,1,0,1,1,1,-1,1,-1,1,-1,0,1,0,-1
BEGAIN,0,0,-1,2,-1,-1,0,-1,1,0,-1,0,0,1,1,-1,0,-1,1,-1,1,1,0,0
BEND3,0,0,-1,-1,0,-1,0,1,0,-1,-1,-1,0,0,0,1,0,-1,1,0,-1,-1,-1,0
BEND4,0,0,0,-1,0,-1,0,-1,-1,-1,-1,1,-1,0,0,-1,-1,-1,1,0,0,-1,-1,1
BEND5,0,0,-1,2,0,-1,0,1,-1,0,-1,0,0,0,1,0,0,1,1,0,0,-1,1,0
BEND6,0,0,-1,1,0,0,0,-1,0,-1,-1,0,-1,1,-1,1,1,1,1,0,0,1,-1,0
BEND7,0,0,-1,1,0,-1,0,-1,-1,-1,0,0,-1,-1,1,1,0,0,-1,0,0,1,-1,0
BEST1,0,0,-1,1,-1,-1,1,1,-1,0,-1,-1,1,-1,1,0,1,1,0,1,0,1,-1,0
BEST2,0,0,1,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,1,-1,0,-1,-1,-1,0,-1,0,0
BEST3,0,0,0,-1,0,0,1,0,1,0,1,1,1,0,1,-1,1,0,0,0,0,1,1,1
BEST4,0,0,0,2,-1,-1,0,1,-1,0,-1,-1,0,-1,0,0,0,1,1,-1,0,-1,0,0
BET1,1,-1,1,2,0,1,1,0,0,0,2,1,1,0,1,1,-1,0,-1,1,0,-1,1,1
BET1L,0,0,-1,-1,0,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1
BFAR,0,0,0,-1,0,0,0,-1,1,1,-1,-1,0,-1,1,-1,0,-1,0,0,0,0,1,-1
BFSP1,0,0,0,1,0,-1,0,-1,1,0,0,1,1,1,1,1,0,1,-1,1,-1,1,1,1
BFSP2,0,0,0,1,0,1,0,1,-1,0,0,1,0,1,0,1,0,1,1,-1,0,0,2,0
BGLAP,1,1,1,-1,0,0,0,1,1,0,1,1,0,1,1,-1,-1,1,1,0,0,1,0,0
BHLHA9,-1,0,-1,-1,-1,-1,0,1,1,0,1,-1,0,-1,0,-1,-1,-1,-1,1,-1,-1,0,1
BHLHA15,1,0,0,1,0,0,1,1,1,0,1,1,1,-1,1,1,-1,0,-1,1,0,-1,1,1
BHLHE22,1,0,1,2,0,0,0,1,0,0,1,1,-1,0,1,1,0,0,0,0,0,1,1,1
BHLHE23,0,0,1,2,-1,2,0,-1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1
BHLHE40,0,0,0,1,0,1,0,1,-1,0,-1,-1,-1,0,0,1,0,-1,-1,0,-1,1,-1,1
BHLHE41,0,0,1,-1,0,0,1,1,0,0,-1,1,0,1,0,-1,2,0,-1,2,0,1,1,1
BHMT,0,0,0,1,0,1,1,1,1,0,1,-1,0,0,0,-1,0,0,0,1,1,1,0,1
BHMT2,0,0,0,1,0,1,1,1,1,0,1,-1,0,0,0,-1,0,0,0,1,1,1,0,1
BICC1,0,0,-1,1,1,-1,0,1,1,-1,1,0,0,1,0,-1,1,0,-1,1,0,1,-1,0
BICD1,0,0,1,1,0,0,1,1,-1,0,-1,1,1,1,0,-1,2,0,-1,1,0,1,1,1
BICD2,0,0,0,-1,0,-1,0,1,1,0,-1,0,1,-1,1,-1,0,-1,-1,0,0,-1,-1,0
BICDL1,0,0,0,1,0,0,1,0,1,0,1,1,1,-1,1,-1,0,0,1,0,0,1,0,1
BICDL2,0,0,-1,-1,0,1,0,-1,1,0,-1,-1,1,-1,1,-1,0,-1,0,-1,0,-1,-1,-1
BICRA,0,0,0,-1,-1,0,0,-1,-1,1,1,-1,1,0,0,0,0,-1,-1,-1,0,-1,0,1
BICRAL,-1,0,-1,2,-1,0,0,-1,-1,-1,-1,0,0,-1,0,0,0,1,-1,0,0,0,-1,0
BID,0,0,-1,2,-1,0,1,-1,1,0,-1,-1,-1,1,-2,-1,0,0,-1,-1,2,-1,0,1
BIK,0,0,-1,1,-1,0,0,0,-1,0,-1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,0,0
BIN1,0,0,-1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,-1,0,0,-1,1,0
BIN2,0,0,0,-1,-1,0,1,-1,1,0,-1,1,1,0,1,-1,0,0,-1,1,0,1,0,1
BIN3,0,0,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,1,0,-1,0,0,-1,0,-1,-1,0,-1
BIRC2,0,0,1,1,0,-1,1,-1,0,1,-1,-1,0,-1,-1,1,2,-1,-1,1,1,1,0,1
BIRC3,0,0,1,1,0,-1,1,-1,0,1,-1,-1,0,-1,-1,1,0,-1,-1,1,1,1,0,1
BIRC5,0,0,-1,0,1,0,0,-1,1,-1,0,0,0,0,1,-1,0,1,1,1,0,1,0,1
BIRC6,0,0,0,-1,0,0,0,0,1,0,1,1,0,0,-1,1,0,0,-1,0,0,-1,1,0
BIRC7,0,0,1,2,-1,2,0,-1,1,1,1,2,1,1,1,1,0,1,0,1,1,1,1,1
BIRC8,0,0,0,1,0,0,0,1,-1,1,1,-1,1,1,0,1,0,-1,1,0,0,-1,1,1
BIVM,1,0,0,-1,0,-1,0,2,0,-1,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,1
BIVM-ERCC5,1,0,0,-1,0,-1,0,2,0,-1,-1,-1,1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,1
BLCAP,0,0,1,-1,0,1,0,-1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
BLID,0,0,1,-1,0,-1,1,-1,-1,0,-1,-1,0,-1,0,1,-1,-1,-1,1,1,2,-1,1
BLK,0,0,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,0,-1
BLM,0,0,0,1,-1,1,1,0,1,0,1,0,0,-1,1,1,0,1,1,0,0,-1,0,1
BLMH,0,0,0,-1,0,0,0,-1,1,0,1,0,1,1,0,-1,0,0,-1,0,0,1,0,1
BLNK,-1,0,0,1,0,-1,0,-1,1,0,0,0,-1,0,0,-1,-1,0,-1,0,0,1,-1,0
BLOC1S1,0,0,0,1,-1,0,1,-1,1,0,1,1,1,0,1,-1,0,0,-1,1,0,1,0,1
BLOC1S2,-1,0,0,1,1,-1,0,-1,1,0,0,0,0,1,0,-1,-1,0,-1,0,0,1,-1,0
BLOC1S3,0,0,0,-1,-1,0,0,-1,-1,1,1,-1,1,0,0,0,0,-1,-1,-1,0,-1,0,1
BLOC1S4,0,0,-1,-1,-1,-1,0,1,-2,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,0,0,-1,0
BLOC1S5,1,0,-1,2,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,-1,0,0,0,-1,-2
BLOC1S5-TXNDC5,1,0,-1,2,0,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,1,-1,0,0,0,-1,-2
BLOC1S6,0,0,0,-1,0,1,1,0,1,0,1,0,1,0,0,1,-1,-1,0,0,0,0,-1,0
BLVRA,1,0,0,2,0,1,1,-1,1,1,1,1,-1,-1,0,1,-1,-1,1,1,0,1,1,1
BLVRB,0,0,0,1,-1,0,0,-1,-1,1,1,-1,1,2,0,0,0,-1,-1,-1,0,-1,0,1
BLZF1,1,1,1,-1,0,0,0,0,1,0,-1,0,0,0,0,-1,0,1,1,0,0,1,1,0
BMF,0,0,0,-1,0,-1,1,0,1,0,1,0,1,0,1,1,2,-1,1,0,0,0,-1,0
BMI1,0,0,-1,1,0,-1,0,1,-1,-1,1,0,-1,-1,1,1,0,0,-1,0,0,-1,-1,0
BMP1,0,0,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,1,0,-1,0,0,-1,0,-1,-1,0,-1
BMP2,0,0,1,1,0,-1,0,-1,1,0,1,0,1,-1,1,2,1,1,-1,2,-1,1,1,1
BMP2K,0,0,-1,-1,0,-1,0,-1,0,0,-1,0,-1,0,-1,-1,0,-1,1,0,0,-1,-1,1
BMP3,0,0,-1,-1,0,-1,0,-1,0,0,-1,0,-1,0,1,-1,0,-1,1,0,0,-1,-1,1
BMP4,0,0,-1,-1,0,0,0,-1,1,0,1,0,0,1,0,-1,0,-1,1,0,0,1,1,0
BMP5,0,0,-1,1,0,0,0,-1,0,-1,-1,0,0,1,-1,1,1,1,1,0,0,1,-1,0
BMP6,1,0,-1,2,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,1,-1,0,0,0,-1,-2
