From,To,Hop,SignalingPath,SpNotation,Attention
1,418,hop1,ErbB signaling pathway,sp9,1.0
4,1615,hop1,AMPK signaling pathway,sp2,0.037633365078125
4,1615,hop1,Glucagon signaling pathway,sp13,0.022468132625
4,1615,hop1,Insulin signaling pathway,sp20,0.095584850421875
4,1616,hop1,AMPK signaling pathway,sp2,0.043381828265625
4,1616,hop1,Glucagon signaling pathway,sp13,0.0259711420625
4,1616,hop1,Insulin signaling pathway,sp20,0.109803684796875
4,1617,hop1,AMPK signaling pathway,sp2,0.036056770328125
4,1617,hop1,Glucagon signaling pathway,sp13,0.0212721525
4,1617,hop1,Insulin signaling pathway,sp20,0.102701789953125
4,1618,hop1,Glucagon signaling pathway,sp13,0.023448411546875
4,1618,hop1,Insulin signaling pathway,sp20,0.099438585671875
4,1622,hop1,AMPK signaling pathway,sp2,0.038039900390625
4,1622,hop1,Glucagon signaling pathway,sp13,0.0182595863125
4,1622,hop1,Insulin signaling pathway,sp20,0.278433106640625
4,1623,hop1,AMPK signaling pathway,sp2,0.035270008390625
4,1623,hop1,Glucagon signaling pathway,sp13,0.01963493459375
4,1623,hop1,Insulin signaling pathway,sp20,0.180496683296875
4,1624,hop1,Insulin signaling pathway,sp20,0.13354132640625
6,1563,hop1,PPAR signaling pathway,sp29,0.016091394046875
6,1794,hop1,PPAR signaling pathway,sp29,0.01555527415625
6,1795,hop1,PPAR signaling pathway,sp29,0.014503248609375
7,1562,hop1,PPAR signaling pathway,sp29,0.0236590721875
7,1794,hop1,PPAR signaling pathway,sp29,0.0102361515265625
7,1795,hop1,PPAR signaling pathway,sp29,0.0080733244234375
8,1562,hop1,PPAR signaling pathway,sp29,0.0222646634375
8,1563,hop1,PPAR signaling pathway,sp29,0.01381206040625
8,1794,hop1,PPAR signaling pathway,sp29,0.01334004103125
8,1795,hop1,PPAR signaling pathway,sp29,0.0125086100546875
9,1562,hop1,PPAR signaling pathway,sp29,0.020614589515625
9,1563,hop1,PPAR signaling pathway,sp29,0.017457168125
9,1794,hop1,PPAR signaling pathway,sp29,0.0168783878046875
9,1795,hop1,PPAR signaling pathway,sp29,0.015709194640625
10,1562,hop1,PPAR signaling pathway,sp29,0.022237638671875
10,1563,hop1,PPAR signaling pathway,sp29,0.0136530281171875
10,1794,hop1,PPAR signaling pathway,sp29,0.013006036984375
10,1795,hop1,PPAR signaling pathway,sp29,0.01177504215625
11,1562,hop1,PPAR signaling pathway,sp29,0.02338231603125
11,1794,hop1,PPAR signaling pathway,sp29,0.0103840315828125
11,1795,hop1,PPAR signaling pathway,sp29,0.008531093521875
12,1562,hop1,PPAR signaling pathway,sp29,0.020531844421875
12,1794,hop1,PPAR signaling pathway,sp29,0.0160172602421875
12,1795,hop1,PPAR signaling pathway,sp29,0.014920150679687499
13,1562,hop1,PPAR signaling pathway,sp29,0.0230574919375
13,1794,hop1,PPAR signaling pathway,sp29,0.011638056703125
13,1795,hop1,PPAR signaling pathway,sp29,0.009864529584375
14,1562,hop1,PPAR signaling pathway,sp29,0.02353560084375
14,1794,hop1,PPAR signaling pathway,sp29,0.010504742259375
14,1795,hop1,PPAR signaling pathway,sp29,0.008273338415625
15,1562,hop1,PPAR signaling pathway,sp29,0.02288033896875
15,1794,hop1,PPAR signaling pathway,sp29,0.011893171625
15,1795,hop1,PPAR signaling pathway,sp29,0.010368260503125
16,1562,hop1,PPAR signaling pathway,sp29,0.021198124796875
16,1794,hop1,PPAR signaling pathway,sp29,0.0145430294296875
16,1795,hop1,PPAR signaling pathway,sp29,0.01326978471875
19,340,hop1,Rap1 signaling pathway,sp33,0.0105884044171875
19,1316,hop1,Oxytocin signaling pathway,sp27,0.005296556336764922
19,1317,hop1,Oxytocin signaling pathway,sp27,0.000403507764953125
19,1318,hop1,Oxytocin signaling pathway,sp27,0.03425212665625
19,1468,hop1,Rap1 signaling pathway,sp33,0.0200942259578125
19,1469,hop1,Rap1 signaling pathway,sp33,0.167911005178125
19,1470,hop1,Rap1 signaling pathway,sp33,0.116480418859375
19,1998,hop1,Thyroid hormone signaling pathway,sp41,0.0016155460618750002
19,2085,hop1,Rap1 signaling pathway,sp33,0.09581301475
21,24,hop1,TGF-beta signaling pathway,sp39,0.018598623625
21,177,hop1,TGF-beta signaling pathway,sp39,0.019477509265625
21,178,hop1,TGF-beta signaling pathway,sp39,0.0172977155625
21,180,hop1,TGF-beta signaling pathway,sp39,0.0155697027734375
21,994,hop1,TGF-beta signaling pathway,sp39,0.016180014195312502
21,1228,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.092833463421875
21,1229,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.041958792765625
21,1230,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.060795445921874997
21,1742,hop1,TGF-beta signaling pathway,sp39,0.023739858153125
21,1875,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.062305731375
21,1875,hop1,TGF-beta signaling pathway,sp39,0.0164048454140625
21,1876,hop1,TGF-beta signaling pathway,sp39,0.0135694505546875
21,1877,hop1,TGF-beta signaling pathway,sp39,0.017763444765625
21,1879,hop1,TGF-beta signaling pathway,sp39,0.017754565421875
22,993,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.10585466553125
22,994,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.100000698578125
22,995,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.112654254453125
22,1876,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.10202113909375
22,1876,hop1,TGF-beta signaling pathway,sp39,0.0205120885
22,1877,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.14797080203125
22,1877,hop1,TGF-beta signaling pathway,sp39,0.029306561875
23,993,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.09798789209375
23,994,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.08641006790625
23,995,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.09524182953125
23,1876,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.087876468875
23,1876,hop1,TGF-beta signaling pathway,sp39,0.026150560078125
23,1877,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.1166831823125
23,1877,hop1,TGF-beta signaling pathway,sp39,0.033823486546875
24,21,hop1,TGF-beta signaling pathway,sp39,0.019905445296875
24,184,hop1,TGF-beta signaling pathway,sp39,0.02311592325
24,185,hop1,TGF-beta signaling pathway,sp39,0.019069929375
24,993,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.097504224515625
24,993,hop1,TGF-beta signaling pathway,sp39,0.0233843406875
24,994,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.08601719365625
24,994,hop1,TGF-beta signaling pathway,sp39,0.020906077640625
24,995,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.105570093703125
24,995,hop1,TGF-beta signaling pathway,sp39,0.02833518228125
24,1364,hop1,TGF-beta signaling pathway,sp39,0.028154468859375
24,1876,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.081832594265625
24,1877,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.110213620734375
27,753,hop1,Apelin signaling pathway,sp4,0.017984217703125
27,754,hop1,Apelin signaling pathway,sp4,0.0265801723359375
27,760,hop1,Apelin signaling pathway,sp4,0.0123312231459375
27,761,hop1,Apelin signaling pathway,sp4,0.01161586956046875
27,762,hop1,Apelin signaling pathway,sp4,0.0159103683046875
27,763,hop1,Apelin signaling pathway,sp4,0.03101457078125
27,764,hop1,Apelin signaling pathway,sp4,0.007599119559375
27,765,hop1,Apelin signaling pathway,sp4,0.01099681675625
27,766,hop1,Apelin signaling pathway,sp4,0.010827985775
27,767,hop1,Apelin signaling pathway,sp4,0.0253782153125
27,768,hop1,Apelin signaling pathway,sp4,0.02062602371875
27,769,hop1,Apelin signaling pathway,sp4,0.0114987170109375
27,770,hop1,Apelin signaling pathway,sp4,0.2893857006890625
27,771,hop1,Apelin signaling pathway,sp4,0.01622013509375
27,772,hop1,Apelin signaling pathway,sp4,0.0084415733203125
27,773,hop1,Apelin signaling pathway,sp4,0.004382477059375
27,774,hop1,Apelin signaling pathway,sp4,0.031902768312499996
27,775,hop1,Apelin signaling pathway,sp4,0.031031530796874998
28,753,hop1,Apelin signaling pathway,sp4,0.0176625575
28,754,hop1,Apelin signaling pathway,sp4,0.0315031356890625
28,760,hop1,Apelin signaling pathway,sp4,0.015508887665625
28,761,hop1,Apelin signaling pathway,sp4,0.016097218703125
28,762,hop1,Apelin signaling pathway,sp4,0.018098788453125
28,763,hop1,Apelin signaling pathway,sp4,0.02242782990625
28,764,hop1,Apelin signaling pathway,sp4,0.0147584222578125
28,765,hop1,Apelin signaling pathway,sp4,0.016715737046875
28,766,hop1,Apelin signaling pathway,sp4,0.016211568265625
28,767,hop1,Apelin signaling pathway,sp4,0.01994945675
28,768,hop1,Apelin signaling pathway,sp4,0.019135715234375
28,769,hop1,Apelin signaling pathway,sp4,0.0167408324296875
28,770,hop1,Apelin signaling pathway,sp4,0.291277591359375
28,771,hop1,Apelin signaling pathway,sp4,0.018243812890625
28,772,hop1,Apelin signaling pathway,sp4,0.015104231421875
28,773,hop1,Apelin signaling pathway,sp4,0.0115047058984375
28,774,hop1,Apelin signaling pathway,sp4,0.022988665796875
28,775,hop1,Apelin signaling pathway,sp4,0.020719395625
29,227,hop1,Rap1 signaling pathway,sp33,0.001038286441875
29,227,hop1,cAMP signaling pathway,sp45,0.000265580971
29,228,hop1,Rap1 signaling pathway,sp33,0.23055117354586718
29,228,hop1,cAMP signaling pathway,sp45,0.23041964562883283
29,229,hop1,Rap1 signaling pathway,sp33,0.10355344624496875
29,229,hop1,cAMP signaling pathway,sp45,0.10310527870019844
29,230,hop1,Rap1 signaling pathway,sp33,0.106168842640625
29,230,hop1,cAMP signaling pathway,sp45,0.02515776671875
29,231,hop1,Rap1 signaling pathway,sp33,0.0796162023125
29,231,hop1,cAMP signaling pathway,sp45,0.0192753154375
29,232,hop1,Rap1 signaling pathway,sp33,0.10839500978125
29,232,hop1,cAMP signaling pathway,sp45,0.025702103484375
29,237,hop1,cAMP signaling pathway,sp45,0.00120082660328125
29,238,hop1,cAMP signaling pathway,sp45,0.000962389070625
29,239,hop1,cAMP signaling pathway,sp45,0.011560742459375
29,240,hop1,cAMP signaling pathway,sp45,0.00181733586625
29,753,hop1,Apelin signaling pathway,sp4,0.0175167578984375
29,753,hop1,Chemokine signaling pathway,sp8,0.005816422296875
29,753,hop1,Oxytocin signaling pathway,sp27,0.04168211628125
29,753,hop1,Relaxin signaling pathway,sp35,0.0182514215625
29,753,hop1,cAMP signaling pathway,sp45,0.01513194890625
29,754,hop1,Apelin signaling pathway,sp4,0.0269571356890625
29,754,hop1,Chemokine signaling pathway,sp8,0.025264607470781252
29,754,hop1,Oxytocin signaling pathway,sp27,0.1253869263546875
29,754,hop1,Relaxin signaling pathway,sp35,0.0025922639746875
29,754,hop1,cAMP signaling pathway,sp45,0.00216156662234375
29,757,hop1,Oxytocin signaling pathway,sp27,0.2191299079046875
29,759,hop1,Relaxin signaling pathway,sp35,0.33336241390625
29,760,hop1,Apelin signaling pathway,sp4,0.01251505173125
29,761,hop1,Apelin signaling pathway,sp4,0.012026628341718752
29,762,hop1,Apelin signaling pathway,sp4,0.0160492141875
29,763,hop1,Apelin signaling pathway,sp4,0.031465583359375
29,764,hop1,Apelin signaling pathway,sp4,0.0070823510921875
29,765,hop1,Apelin signaling pathway,sp4,0.0109779136140625
29,766,hop1,Apelin signaling pathway,sp4,0.010452355075
29,767,hop1,Apelin signaling pathway,sp4,0.025660298249999998
29,768,hop1,Apelin signaling pathway,sp4,0.02093847528125
29,769,hop1,Apelin signaling pathway,sp4,0.011625636475
29,770,hop1,Apelin signaling pathway,sp4,0.28938783096875
29,771,hop1,Apelin signaling pathway,sp4,0.0164215051484375
29,772,hop1,Apelin signaling pathway,sp4,0.0077330630468750005
29,773,hop1,Apelin signaling pathway,sp4,0.004124131703125
29,774,hop1,Apelin signaling pathway,sp4,0.032371884546875
29,775,hop1,Apelin signaling pathway,sp4,0.031183273578125
29,1619,hop1,Chemokine signaling pathway,sp8,0.00124086394328125
29,1620,hop1,Chemokine signaling pathway,sp8,0.0014413527178124999
30,227,hop1,Calcium signaling pathway,sp7,0.00011417781053125
30,227,hop1,Rap1 signaling pathway,sp33,0.000256524474859375
30,227,hop1,cAMP signaling pathway,sp45,6.5452443125e-05
30,228,hop1,Calcium signaling pathway,sp7,0.2303929055621236
30,228,hop1,Rap1 signaling pathway,sp33,0.2304157883524875
30,228,hop1,cAMP signaling pathway,sp45,0.23038560199675046
30,229,hop1,Calcium signaling pathway,sp7,0.10303707404016875
30,229,hop1,Rap1 signaling pathway,sp33,0.10314863027888438
30,229,hop1,cAMP signaling pathway,sp45,0.10300376930819688
30,230,hop1,Calcium signaling pathway,sp7,0.047941208046875
30,230,hop1,Rap1 signaling pathway,sp33,0.106922475734375
30,230,hop1,cAMP signaling pathway,sp45,0.025461099546875
30,231,hop1,Calcium signaling pathway,sp7,0.03636783134375
30,231,hop1,Rap1 signaling pathway,sp33,0.080430162015625
30,231,hop1,cAMP signaling pathway,sp45,0.01958198490625
30,232,hop1,Calcium signaling pathway,sp7,0.048966940828125
30,232,hop1,Rap1 signaling pathway,sp33,0.109174656875
30,232,hop1,cAMP signaling pathway,sp45,0.026014816
30,233,hop1,Calcium signaling pathway,sp7,0.041638509171875
30,237,hop1,cAMP signaling pathway,sp45,0.000489998915
30,238,hop1,cAMP signaling pathway,sp45,0.000314315421265625
30,239,hop1,cAMP signaling pathway,sp45,0.011701952775
30,240,hop1,cAMP signaling pathway,sp45,0.00068298573375
30,753,hop1,Apelin signaling pathway,sp4,0.01787009209375
30,753,hop1,Chemokine signaling pathway,sp8,0.0058794640046875
30,753,hop1,Oxytocin signaling pathway,sp27,0.042698379078125
30,753,hop1,Relaxin signaling pathway,sp35,0.01865294859375
30,753,hop1,cAMP signaling pathway,sp45,0.015488751859375
30,754,hop1,Apelin signaling pathway,sp4,0.02569991445484375
30,754,hop1,Chemokine signaling pathway,sp8,0.0248016337140625
30,754,hop1,Oxytocin signaling pathway,sp27,0.1224234773671875
30,754,hop1,Relaxin signaling pathway,sp35,0.0012426364840625
30,754,hop1,cAMP signaling pathway,sp45,0.0010030037171875
30,757,hop1,Oxytocin signaling pathway,sp27,0.2161969966296875
30,759,hop1,Relaxin signaling pathway,sp35,0.3333400971875
30,760,hop1,Apelin signaling pathway,sp4,0.01144666777734375
30,761,hop1,Apelin signaling pathway,sp4,0.01074759692421875
30,762,hop1,Apelin signaling pathway,sp4,0.0162255119140625
30,763,hop1,Apelin signaling pathway,sp4,0.03171449665625
30,764,hop1,Apelin signaling pathway,sp4,0.006955455225
30,765,hop1,Apelin signaling pathway,sp4,0.0110080664875
30,766,hop1,Apelin signaling pathway,sp4,0.0103888284875
30,767,hop1,Apelin signaling pathway,sp4,0.025909522921875
30,768,hop1,Apelin signaling pathway,sp4,0.021132704328125
30,769,hop1,Apelin signaling pathway,sp4,0.0117211678765625
30,770,hop1,Apelin signaling pathway,sp4,0.288750600209375
30,771,hop1,Apelin signaling pathway,sp4,0.016571877914062498
30,772,hop1,Apelin signaling pathway,sp4,0.00772302374375
30,773,hop1,Apelin signaling pathway,sp4,0.003533821925
30,774,hop1,Apelin signaling pathway,sp4,0.032617859078125
30,775,hop1,Apelin signaling pathway,sp4,0.031641964421875
30,1619,hop1,Chemokine signaling pathway,sp8,0.00092862062359375
30,1620,hop1,Chemokine signaling pathway,sp8,0.001208664205625
31,227,hop1,Rap1 signaling pathway,sp33,0.00156579301171875
31,227,hop1,cAMP signaling pathway,sp45,0.0003882443796875
31,228,hop1,Rap1 signaling pathway,sp33,0.23057501131723437
31,228,hop1,cAMP signaling pathway,sp45,0.2304252940524797
31,229,hop1,Rap1 signaling pathway,sp33,0.10366152162829688
31,229,hop1,cAMP signaling pathway,sp45,0.10312964939376562
31,230,hop1,Rap1 signaling pathway,sp33,0.106548793765625
31,230,hop1,cAMP signaling pathway,sp45,0.023814194921875
31,231,hop1,Rap1 signaling pathway,sp33,0.08032502453125
31,231,hop1,cAMP signaling pathway,sp45,0.0183637242265625
31,232,hop1,Rap1 signaling pathway,sp33,0.108795681984375
31,232,hop1,cAMP signaling pathway,sp45,0.02433271765625
31,237,hop1,cAMP signaling pathway,sp45,0.00193097437828125
31,238,hop1,cAMP signaling pathway,sp45,0.0017171066609375
31,239,hop1,cAMP signaling pathway,sp45,0.012401127
31,240,hop1,cAMP signaling pathway,sp45,0.00335651265
31,753,hop1,Apelin signaling pathway,sp4,0.020175095375
31,753,hop1,Chemokine signaling pathway,sp8,0.0066177549390625
31,753,hop1,Oxytocin signaling pathway,sp27,0.0493413964375
31,753,hop1,Relaxin signaling pathway,sp35,0.0208429019375
31,753,hop1,cAMP signaling pathway,sp45,0.017202393609375
31,754,hop1,Apelin signaling pathway,sp4,0.029348989328125
31,754,hop1,Chemokine signaling pathway,sp8,0.0260281342234375
31,754,hop1,Oxytocin signaling pathway,sp27,0.1313986321640625
31,754,hop1,Relaxin signaling pathway,sp35,0.005041620203125
31,754,hop1,cAMP signaling pathway,sp45,0.0041728780875
31,757,hop1,Oxytocin signaling pathway,sp27,0.2243116157390625
31,759,hop1,Relaxin signaling pathway,sp35,0.3333623990625
31,760,hop1,Apelin signaling pathway,sp4,0.0139375657203125
31,761,hop1,Apelin signaling pathway,sp4,0.0140402954546875
31,762,hop1,Apelin signaling pathway,sp4,0.0160958573671875
31,763,hop1,Apelin signaling pathway,sp4,0.028175549546875
31,764,hop1,Apelin signaling pathway,sp4,0.0109162606328125
31,765,hop1,Apelin signaling pathway,sp4,0.012834340484375
31,766,hop1,Apelin signaling pathway,sp4,0.012218907484375
31,767,hop1,Apelin signaling pathway,sp4,0.02310257553125
31,768,hop1,Apelin signaling pathway,sp4,0.019417489859375
31,769,hop1,Apelin signaling pathway,sp4,0.013708038125
31,770,hop1,Apelin signaling pathway,sp4,0.29018713509375
31,771,hop1,Apelin signaling pathway,sp4,0.015764091375
31,772,hop1,Apelin signaling pathway,sp4,0.011073596090625
31,773,hop1,Apelin signaling pathway,sp4,0.0082221771390625
31,774,hop1,Apelin signaling pathway,sp4,0.028939710703125
31,775,hop1,Apelin signaling pathway,sp4,0.02885665709375
31,1619,hop1,Chemokine signaling pathway,sp8,0.002398445425
31,1620,hop1,Chemokine signaling pathway,sp8,0.002631306659375
32,227,hop1,Rap1 signaling pathway,sp33,0.00238962907109375
32,227,hop1,cAMP signaling pathway,sp45,0.000569737136875
32,228,hop1,Rap1 signaling pathway,sp33,0.23071950188135937
32,228,hop1,cAMP signaling pathway,sp45,0.23045671509150156
32,229,hop1,Rap1 signaling pathway,sp33,0.10422185454096874
32,229,hop1,cAMP signaling pathway,sp45,0.10325230402604688
32,230,hop1,Rap1 signaling pathway,sp33,0.10290132065625
32,230,hop1,cAMP signaling pathway,sp45,0.023342423171875
32,231,hop1,Rap1 signaling pathway,sp33,0.0780633925
32,231,hop1,cAMP signaling pathway,sp45,0.0179600884375
32,232,hop1,Rap1 signaling pathway,sp33,0.105031165609375
32,232,hop1,cAMP signaling pathway,sp45,0.02383579996875
32,237,hop1,cAMP signaling pathway,sp45,0.00271432820265625
32,238,hop1,cAMP signaling pathway,sp45,0.0022967799290625
32,239,hop1,cAMP signaling pathway,sp45,0.0120375025953125
32,240,hop1,cAMP signaling pathway,sp45,0.0042022950015625
32,753,hop1,Apelin signaling pathway,sp4,0.01804540353125
32,753,hop1,Chemokine signaling pathway,sp8,0.006091149928125
32,753,hop1,Oxytocin signaling pathway,sp27,0.044505156375
32,753,hop1,Relaxin signaling pathway,sp35,0.018588446828125
32,753,hop1,cAMP signaling pathway,sp45,0.0155855803671875
32,754,hop1,Apelin signaling pathway,sp4,0.030100807459375
32,754,hop1,Chemokine signaling pathway,sp8,0.0263787085234375
32,754,hop1,Oxytocin signaling pathway,sp27,0.13332256471875
32,754,hop1,Relaxin signaling pathway,sp35,0.0058462664890625
32,754,hop1,cAMP signaling pathway,sp45,0.0049592147671875
32,757,hop1,Oxytocin signaling pathway,sp27,0.2265191420625
32,759,hop1,Relaxin signaling pathway,sp35,0.3333818715625
32,760,hop1,Apelin signaling pathway,sp4,0.014740131931249999
32,761,hop1,Apelin signaling pathway,sp4,0.014905793989062499
32,762,hop1,Apelin signaling pathway,sp4,0.0154865750078125
32,763,hop1,Apelin signaling pathway,sp4,0.02801628371875
32,764,hop1,Apelin signaling pathway,sp4,0.0115766938734375
32,765,hop1,Apelin signaling pathway,sp4,0.013055665109375
32,766,hop1,Apelin signaling pathway,sp4,0.013115417921875
32,767,hop1,Apelin signaling pathway,sp4,0.023060276765625
32,768,hop1,Apelin signaling pathway,sp4,0.01868735621875
32,769,hop1,Apelin signaling pathway,sp4,0.013089938109375
32,770,hop1,Apelin signaling pathway,sp4,0.290878665015625
32,771,hop1,Apelin signaling pathway,sp4,0.0154241615
32,772,hop1,Apelin signaling pathway,sp4,0.011774739421875
32,773,hop1,Apelin signaling pathway,sp4,0.009058210428125
32,774,hop1,Apelin signaling pathway,sp4,0.02884601171875
32,775,hop1,Apelin signaling pathway,sp4,0.027735955484375
32,1619,hop1,Chemokine signaling pathway,sp8,0.0028625503890625
32,1620,hop1,Chemokine signaling pathway,sp8,0.00312754670625
33,227,hop1,Rap1 signaling pathway,sp33,0.001076339385
33,227,hop1,cAMP signaling pathway,sp45,0.000274496970125
33,228,hop1,Rap1 signaling pathway,sp33,0.23053162857551093
33,228,hop1,cAMP signaling pathway,sp45,0.2304150980130875
33,229,hop1,Rap1 signaling pathway,sp33,0.10358556950973438
33,229,hop1,cAMP signaling pathway,sp45,0.10311182754540625
33,230,hop1,Rap1 signaling pathway,sp33,0.104191728484375
33,230,hop1,cAMP signaling pathway,sp45,0.0243320725
33,231,hop1,Rap1 signaling pathway,sp33,0.078926935734375
33,231,hop1,cAMP signaling pathway,sp45,0.018861720953125
33,232,hop1,Rap1 signaling pathway,sp33,0.10640254959375
33,232,hop1,cAMP signaling pathway,sp45,0.024865951734375
33,237,hop1,cAMP signaling pathway,sp45,0.00147007280203125
33,238,hop1,cAMP signaling pathway,sp45,0.0011982954990625
33,239,hop1,cAMP signaling pathway,sp45,0.0116818793
33,240,hop1,cAMP signaling pathway,sp45,0.002369063509375
33,753,hop1,Apelin signaling pathway,sp4,0.01978484915625
33,753,hop1,Chemokine signaling pathway,sp8,0.006472203621875
33,753,hop1,Oxytocin signaling pathway,sp27,0.04738016675
33,753,hop1,Relaxin signaling pathway,sp35,0.020496299359375
33,753,hop1,cAMP signaling pathway,sp45,0.0169178544453125
33,754,hop1,Apelin signaling pathway,sp4,0.0278038886375
33,754,hop1,Chemokine signaling pathway,sp8,0.0254851318121875
33,754,hop1,Oxytocin signaling pathway,sp27,0.1274618277
33,754,hop1,Relaxin signaling pathway,sp35,0.003408229825
33,754,hop1,cAMP signaling pathway,sp45,0.0027830340265625
33,757,hop1,Oxytocin signaling pathway,sp27,0.2214055352421875
33,759,hop1,Relaxin signaling pathway,sp35,0.33335962875
33,760,hop1,Apelin signaling pathway,sp4,0.0130904234078125
33,761,hop1,Apelin signaling pathway,sp4,0.0126686641265625
33,762,hop1,Apelin signaling pathway,sp4,0.0158157961484375
33,763,hop1,Apelin signaling pathway,sp4,0.029146994859375
33,764,hop1,Apelin signaling pathway,sp4,0.0094628273109375
33,765,hop1,Apelin signaling pathway,sp4,0.0120065528828125
33,766,hop1,Apelin signaling pathway,sp4,0.011689657825
33,767,hop1,Apelin signaling pathway,sp4,0.0239599291875
33,768,hop1,Apelin signaling pathway,sp4,0.019580127578125
33,769,hop1,Apelin signaling pathway,sp4,0.0127759233078125
33,770,hop1,Apelin signaling pathway,sp4,0.289755219003125
33,771,hop1,Apelin signaling pathway,sp4,0.0156236435546875
33,772,hop1,Apelin signaling pathway,sp4,0.009848543846875
33,773,hop1,Apelin signaling pathway,sp4,0.006168281775
33,774,hop1,Apelin signaling pathway,sp4,0.02995626378125
33,775,hop1,Apelin signaling pathway,sp4,0.029800230203125
33,1619,hop1,Chemokine signaling pathway,sp8,0.0017598314640625
33,1620,hop1,Chemokine signaling pathway,sp8,0.00199705940703125
34,227,hop1,Rap1 signaling pathway,sp33,0.00210296804140625
34,227,hop1,cAMP signaling pathway,sp45,0.00050474826375
34,228,hop1,Rap1 signaling pathway,sp33,0.23065777486726563
34,228,hop1,cAMP signaling pathway,sp45,0.2304434568310094
34,229,hop1,Rap1 signaling pathway,sp33,0.1040118869724375
34,229,hop1,cAMP signaling pathway,sp45,0.10320908122632812
34,230,hop1,Rap1 signaling pathway,sp33,0.08960235903125
34,230,hop1,cAMP signaling pathway,sp45,0.020829502453125
34,231,hop1,Rap1 signaling pathway,sp33,0.082103098296875
34,231,hop1,cAMP signaling pathway,sp45,0.019131019546875
34,232,hop1,Rap1 signaling pathway,sp33,0.091494213484375
34,232,hop1,cAMP signaling pathway,sp45,0.021276060546875
34,237,hop1,cAMP signaling pathway,sp45,0.002605868684375
34,238,hop1,cAMP signaling pathway,sp45,0.0022420807254687498
34,239,hop1,cAMP signaling pathway,sp45,0.01445096509375
34,240,hop1,cAMP signaling pathway,sp45,0.0044124647046875
34,753,hop1,Apelin signaling pathway,sp4,0.021319479203125002
34,753,hop1,Chemokine signaling pathway,sp8,0.0074916311671875
34,753,hop1,Oxytocin signaling pathway,sp27,0.053267914609375
34,753,hop1,Relaxin signaling pathway,sp35,0.02238057696875
34,753,hop1,cAMP signaling pathway,sp45,0.019157661875
34,754,hop1,Apelin signaling pathway,sp4,0.030412224759375002
34,754,hop1,Chemokine signaling pathway,sp8,0.026520843403124997
34,754,hop1,Oxytocin signaling pathway,sp27,0.134263025125
34,754,hop1,Relaxin signaling pathway,sp35,0.0062493748546875
34,754,hop1,cAMP signaling pathway,sp45,0.0053584225484375
34,757,hop1,Oxytocin signaling pathway,sp27,0.227114244015625
34,759,hop1,Relaxin signaling pathway,sp35,0.33337403890625
34,760,hop1,Apelin signaling pathway,sp4,0.01474630406875
34,761,hop1,Apelin signaling pathway,sp4,0.0150348038859375
34,762,hop1,Apelin signaling pathway,sp4,0.0173744972421875
34,763,hop1,Apelin signaling pathway,sp4,0.0219889869375
34,764,hop1,Apelin signaling pathway,sp4,0.0132139223203125
34,765,hop1,Apelin signaling pathway,sp4,0.01508384996875
34,766,hop1,Apelin signaling pathway,sp4,0.014664576328125
34,767,hop1,Apelin signaling pathway,sp4,0.02027068078125
34,768,hop1,Apelin signaling pathway,sp4,0.018872988875
34,769,hop1,Apelin signaling pathway,sp4,0.0153468927578125
34,770,hop1,Apelin signaling pathway,sp4,0.2907688071015625
34,771,hop1,Apelin signaling pathway,sp4,0.017073854984375
34,772,hop1,Apelin signaling pathway,sp4,0.013551894859375
34,773,hop1,Apelin signaling pathway,sp4,0.010146972065625
34,774,hop1,Apelin signaling pathway,sp4,0.022434016828125
34,775,hop1,Apelin signaling pathway,sp4,0.02730387303125
34,1619,hop1,Chemokine signaling pathway,sp8,0.0033146617734375
34,1620,hop1,Chemokine signaling pathway,sp8,0.003650937840625
35,227,hop1,Calcium signaling pathway,sp7,0.00050512950115625
35,227,hop1,Rap1 signaling pathway,sp33,0.00119804212546875
35,227,hop1,cAMP signaling pathway,sp45,0.000289622339265625
35,228,hop1,Calcium signaling pathway,sp7,0.2304419058516953
35,228,hop1,Rap1 signaling pathway,sp33,0.23053558631305468
35,228,hop1,cAMP signaling pathway,sp45,0.23041415010565156
35,229,hop1,Calcium signaling pathway,sp7,0.103210209965375
35,229,hop1,Rap1 signaling pathway,sp33,0.10358349413585938
35,229,hop1,cAMP signaling pathway,sp45,0.10310487124186406
