From,To,Hop,SignalingPath,SpNotation,Attention
547,1226,hop1,MAPK signaling pathway,sp22,0.006463123534375
547,1227,hop1,MAPK signaling pathway,sp22,0.0030791266375
547,1228,hop1,MAPK signaling pathway,sp22,0.0025615802921875
547,1229,hop1,MAPK signaling pathway,sp22,0.00594395804375
547,1230,hop1,MAPK signaling pathway,sp22,0.014953615171875
547,1237,hop1,MAPK signaling pathway,sp22,0.012922850328125
548,1875,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.0641002439375
549,84,hop1,Wnt signaling pathway,sp44,0.0066156792140625
549,150,hop1,Wnt signaling pathway,sp44,0.0081505582578125
549,434,hop1,Hippo signaling pathway,sp17,0.0023864196296875
549,439,hop1,Wnt signaling pathway,sp44,0.006497058846875
549,440,hop1,Wnt signaling pathway,sp44,0.006445151159375
549,441,hop1,Wnt signaling pathway,sp44,0.01395082934375
549,442,hop1,Wnt signaling pathway,sp44,0.00707504176984375
549,494,hop1,Wnt signaling pathway,sp44,0.00704442165
549,550,hop1,Hippo signaling pathway,sp17,0.006758389175
549,688,hop1,Wnt signaling pathway,sp44,0.0122067451015625
549,700,hop1,Hippo signaling pathway,sp17,0.0141730477265625
549,700,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.030235157734375
549,700,hop1,Wnt signaling pathway,sp44,0.0128782390859375
549,700,hop1,mTOR signaling pathway,sp47,0.0293776955625
549,701,hop1,Hippo signaling pathway,sp17,0.01531131571875
549,701,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.03167403234375
549,701,hop1,Wnt signaling pathway,sp44,0.013879504460937499
549,701,hop1,mTOR signaling pathway,sp47,0.030788700765625
549,702,hop1,Hippo signaling pathway,sp17,0.0134695865625
549,702,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.028882226578125
549,702,hop1,Wnt signaling pathway,sp44,0.0122751791796875
549,702,hop1,mTOR signaling pathway,sp47,0.028046855171875
549,703,hop1,Hippo signaling pathway,sp17,0.0111100596796875
549,703,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.029536757875
549,703,hop1,Wnt signaling pathway,sp44,0.0101507434453125
549,703,hop1,mTOR signaling pathway,sp47,0.028709844109375
549,704,hop1,Hippo signaling pathway,sp17,0.0132268632890625
549,704,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.029300061703125
549,704,hop1,Wnt signaling pathway,sp44,0.0120236496640625
549,704,hop1,mTOR signaling pathway,sp47,0.028466208015625
549,705,hop1,Hippo signaling pathway,sp17,0.0138777390390625
549,705,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.029586329046875
549,705,hop1,Wnt signaling pathway,sp44,0.01286147225
549,705,hop1,mTOR signaling pathway,sp47,0.028628086296875
549,706,hop1,Hippo signaling pathway,sp17,0.013302640609375
549,706,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.029236700671875
549,706,hop1,Wnt signaling pathway,sp44,0.0122069709296875
549,706,hop1,mTOR signaling pathway,sp47,0.028352347828125
549,707,hop1,Hippo signaling pathway,sp17,0.0132166184765625
549,707,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.028700036109375
549,707,hop1,Wnt signaling pathway,sp44,0.012060229625
549,707,hop1,mTOR signaling pathway,sp47,0.027862791984375
549,708,hop1,Hippo signaling pathway,sp17,0.0135227017734375
549,708,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.02963067034375
549,708,hop1,Wnt signaling pathway,sp44,0.01230189303125
549,708,hop1,mTOR signaling pathway,sp47,0.028781142109375
549,1184,hop1,mTOR signaling pathway,sp47,0.0271860219375
549,1352,hop1,Wnt signaling pathway,sp44,0.0097247107109375
549,1353,hop1,Wnt signaling pathway,sp44,0.008171587484375
549,1369,hop1,Notch signaling pathway,sp26,0.031636507671875
549,1370,hop1,Notch signaling pathway,sp26,0.02917779334375
549,1371,hop1,Notch signaling pathway,sp26,0.0273909135
549,1611,hop1,Wnt signaling pathway,sp44,0.009585924621875
549,1612,hop1,Wnt signaling pathway,sp44,0.0103922706484375
549,1613,hop1,Wnt signaling pathway,sp44,0.013059822171874999
549,1686,hop1,Wnt signaling pathway,sp44,0.326736788734375
549,1687,hop1,Wnt signaling pathway,sp44,0.0132419278203125
549,2083,hop1,Wnt signaling pathway,sp44,0.0146643138671875
550,84,hop1,Wnt signaling pathway,sp44,0.0066051594171875
550,150,hop1,Wnt signaling pathway,sp44,0.00813411161875
550,434,hop1,Hippo signaling pathway,sp17,0.003264812659375
550,439,hop1,Wnt signaling pathway,sp44,0.0069198351390625
550,440,hop1,Wnt signaling pathway,sp44,0.0064444645203125
550,441,hop1,Wnt signaling pathway,sp44,0.01389754378125
550,442,hop1,Wnt signaling pathway,sp44,0.008085195787343749
550,494,hop1,Wnt signaling pathway,sp44,0.0070397076671875
550,549,hop1,Hippo signaling pathway,sp17,0.0023439184921875
550,688,hop1,Wnt signaling pathway,sp44,0.0121653571796875
550,700,hop1,Hippo signaling pathway,sp17,0.01389313259375
550,700,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.025074768078125
550,700,hop1,Wnt signaling pathway,sp44,0.012833615453125
550,700,hop1,mTOR signaling pathway,sp47,0.024331179578125
550,701,hop1,Hippo signaling pathway,sp17,0.015002920359375
550,701,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.026959781046875
550,701,hop1,Wnt signaling pathway,sp44,0.01382820878125
550,701,hop1,mTOR signaling pathway,sp47,0.0261755321875
550,702,hop1,Hippo signaling pathway,sp17,0.0132130645625
550,702,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.023955787375
550,702,hop1,Wnt signaling pathway,sp44,0.012236454921875
550,702,hop1,mTOR signaling pathway,sp47,0.023228032953125
550,703,hop1,Hippo signaling pathway,sp17,0.010901781515625
550,703,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.01988909203125
550,703,hop1,Wnt signaling pathway,sp44,0.0101214945078125
550,703,hop1,mTOR signaling pathway,sp47,0.019275765078125
550,704,hop1,Hippo signaling pathway,sp17,0.01296784265625
550,704,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.023431280203124998
550,704,hop1,Wnt signaling pathway,sp44,0.0119825273125
550,704,hop1,mTOR signaling pathway,sp47,0.02273374975
550,705,hop1,Hippo signaling pathway,sp17,0.01366362971875
550,705,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.025442849359375
550,705,hop1,Wnt signaling pathway,sp44,0.0128438428046875
550,705,hop1,mTOR signaling pathway,sp47,0.02456669928125
550,706,hop1,Hippo signaling pathway,sp17,0.013069013515625
550,706,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.02397004775
550,706,hop1,Wnt signaling pathway,sp44,0.0121776381171875
550,706,hop1,mTOR signaling pathway,sp47,0.0232018313125
550,707,hop1,Hippo signaling pathway,sp17,0.0129684371796875
550,707,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.02357019415625
550,707,hop1,Wnt signaling pathway,sp44,0.012023961453125
550,707,hop1,mTOR signaling pathway,sp47,0.022846384
550,708,hop1,Hippo signaling pathway,sp17,0.0132601805390625
550,708,hop1,Signaling pathways regulating pluripotency of stem cells,sp36,0.02398232771875
550,708,hop1,Wnt signaling pathway,sp44,0.012260782734375
550,708,hop1,mTOR signaling pathway,sp47,0.023263266578125
550,1184,hop1,mTOR signaling pathway,sp47,0.020510616
550,1352,hop1,Wnt signaling pathway,sp44,0.00970126559375
550,1353,hop1,Wnt signaling pathway,sp44,0.0081577360125
550,1369,hop1,Notch signaling pathway,sp26,0.031054820953125
550,1370,hop1,Notch signaling pathway,sp26,0.028955116625
550,1371,hop1,Notch signaling pathway,sp26,0.0269650180625
550,1611,hop1,Wnt signaling pathway,sp44,0.0095608680859375
550,1612,hop1,Wnt signaling pathway,sp44,0.010361633382812499
550,1613,hop1,Wnt signaling pathway,sp44,0.0130121423671875
550,1686,hop1,Wnt signaling pathway,sp44,0.327423229140625
550,1687,hop1,Wnt signaling pathway,sp44,0.0131998030109375
550,2083,hop1,Wnt signaling pathway,sp44,0.01461100215625
552,1876,hop1,TGF-beta signaling pathway,sp39,0.0183065655
552,1877,hop1,TGF-beta signaling pathway,sp39,0.026973872453125
552,1878,hop1,TGF-beta signaling pathway,sp39,0.0296534446875
556,557,hop1,NF-kappa B signaling pathway,sp23,0.49053942703125003
556,558,hop1,NF-kappa B signaling pathway,sp23,0.5094606021875
557,556,hop1,NF-kappa B signaling pathway,sp23,0.49103075015625
558,556,hop1,NF-kappa B signaling pathway,sp23,0.50048722421875
560,43,hop1,cAMP signaling pathway,sp45,0.0127792880390625
560,362,hop1,cAMP signaling pathway,sp45,0.01193460189375
560,531,hop1,cAMP signaling pathway,sp45,0.02883394015625
560,718,hop1,cAMP signaling pathway,sp45,0.3049649514921875
560,739,hop1,cAMP signaling pathway,sp45,0.03284608328125
560,830,hop1,cAMP signaling pathway,sp45,0.0332414624375
560,831,hop1,cAMP signaling pathway,sp45,0.034222474
560,878,hop1,cAMP signaling pathway,sp45,0.030003863171875
560,879,hop1,cAMP signaling pathway,sp45,0.030388927515625
560,880,hop1,cAMP signaling pathway,sp45,0.033222849609375
560,881,hop1,cAMP signaling pathway,sp45,0.02496270409375
560,1917,hop1,cAMP signaling pathway,sp45,0.028617191187500002
560,1918,hop1,cAMP signaling pathway,sp45,0.0219162588125
561,43,hop1,cAMP signaling pathway,sp45,0.016944940296875
561,362,hop1,cAMP signaling pathway,sp45,0.0158548758671875
561,531,hop1,cAMP signaling pathway,sp45,0.026726363078125
561,718,hop1,cAMP signaling pathway,sp45,0.3060152115265625
561,739,hop1,cAMP signaling pathway,sp45,0.030261008875
561,830,hop1,cAMP signaling pathway,sp45,0.030737303265625
561,831,hop1,cAMP signaling pathway,sp45,0.031677013703125
561,878,hop1,cAMP signaling pathway,sp45,0.027735870640625
561,879,hop1,cAMP signaling pathway,sp45,0.028096111328125
561,880,hop1,cAMP signaling pathway,sp45,0.030783867171875
561,881,hop1,cAMP signaling pathway,sp45,0.0246588935625
561,1917,hop1,cAMP signaling pathway,sp45,0.0266361444375
561,1918,hop1,cAMP signaling pathway,sp45,0.022598269828125
562,43,hop1,cAMP signaling pathway,sp45,0.016311199421875
562,362,hop1,cAMP signaling pathway,sp45,0.0152781781640625
562,531,hop1,cAMP signaling pathway,sp45,0.0274283559375
562,718,hop1,cAMP signaling pathway,sp45,0.306056585553125
562,739,hop1,cAMP signaling pathway,sp45,0.031177397671875
562,830,hop1,cAMP signaling pathway,sp45,0.03159278478125
562,831,hop1,cAMP signaling pathway,sp45,0.032537074515625
562,878,hop1,cAMP signaling pathway,sp45,0.028485530859375
562,879,hop1,cAMP signaling pathway,sp45,0.028883747859375
562,880,hop1,cAMP signaling pathway,sp45,0.031597870828125
562,881,hop1,cAMP signaling pathway,sp45,0.02388681390625
562,1917,hop1,cAMP signaling pathway,sp45,0.02721566596875
562,1918,hop1,cAMP signaling pathway,sp45,0.0216479446875
563,748,hop1,cGMP-PKG signaling pathway,sp46,0.238070080421875
563,749,hop1,cGMP-PKG signaling pathway,sp46,0.146644830453125
563,751,hop1,Calcium signaling pathway,sp7,0.029933495328125
563,758,hop1,Calcium signaling pathway,sp7,0.082904976078125
568,601,hop1,PI3K-Akt signaling pathway,sp28,0.0096472505546875
568,604,hop1,MAPK signaling pathway,sp22,0.011809363275
568,604,hop1,PI3K-Akt signaling pathway,sp28,0.0118996347421875
568,605,hop1,MAPK signaling pathway,sp22,0.0087631852765625
568,605,hop1,PI3K-Akt signaling pathway,sp28,0.008828166740625
568,660,hop1,MAPK signaling pathway,sp22,0.006980610875
568,660,hop1,PI3K-Akt signaling pathway,sp28,0.007029536946875
568,660,hop1,Rap1 signaling pathway,sp33,0.0079611167546875
568,660,hop1,Ras signaling pathway,sp34,0.0070400231921875
568,661,hop1,MAPK signaling pathway,sp22,0.0063558042546875
568,661,hop1,PI3K-Akt signaling pathway,sp28,0.0064020323593750005
568,661,hop1,Rap1 signaling pathway,sp33,0.0072602346125
568,661,hop1,Ras signaling pathway,sp34,0.006415008021875
568,662,hop1,MAPK signaling pathway,sp22,0.0682165423359375
568,662,hop1,PI3K-Akt signaling pathway,sp28,0.0682456397265625
568,662,hop1,Rap1 signaling pathway,sp33,0.0687712402953125
568,662,hop1,Ras signaling pathway,sp34,0.067113277109375
568,672,hop1,MAPK signaling pathway,sp22,0.0113161602546875
568,672,hop1,PI3K-Akt signaling pathway,sp28,0.0113994232578125
568,672,hop1,Ras signaling pathway,sp34,0.011437998414062501
568,673,hop1,MAPK signaling pathway,sp22,0.014869461875
568,673,hop1,PI3K-Akt signaling pathway,sp28,0.0149879679765625
568,673,hop1,Ras signaling pathway,sp34,0.015066866859375
568,926,hop1,MAPK signaling pathway,sp22,0.010395055703125
568,926,hop1,PI3K-Akt signaling pathway,sp28,0.0104671078828125
568,926,hop1,Ras signaling pathway,sp34,0.010487993390625
568,1081,hop1,MAPK signaling pathway,sp22,0.0150166118359375
568,1081,hop1,PI3K-Akt signaling pathway,sp28,0.0151390841640625
568,1081,hop1,Rap1 signaling pathway,sp33,0.0172292495859375
568,1081,hop1,Ras signaling pathway,sp34,0.015226227328125
568,1396,hop1,MAPK signaling pathway,sp22,0.015920159890625
568,1396,hop1,PI3K-Akt signaling pathway,sp28,0.0160474381875
568,1396,hop1,Ras signaling pathway,sp34,0.016133392578125
568,1451,hop1,MAPK signaling pathway,sp22,0.0131405438984375
568,1451,hop1,PI3K-Akt signaling pathway,sp28,0.013244526421875
568,1451,hop1,Rap1 signaling pathway,sp33,0.0150631792421875
568,1451,hop1,Ras signaling pathway,sp34,0.01331101434375
569,601,hop1,PI3K-Akt signaling pathway,sp28,0.0125748093984375
569,604,hop1,MAPK signaling pathway,sp22,0.0131139959375
569,604,hop1,PI3K-Akt signaling pathway,sp28,0.013137651515625
569,605,hop1,MAPK signaling pathway,sp22,0.0121328883671875
569,605,hop1,PI3K-Akt signaling pathway,sp28,0.0121545591015625
569,660,hop1,MAPK signaling pathway,sp22,0.011136921046875
569,660,hop1,PI3K-Akt signaling pathway,sp28,0.01115609896875
569,660,hop1,Rap1 signaling pathway,sp33,0.012355373328125
569,660,hop1,Ras signaling pathway,sp34,0.011217192234375
569,661,hop1,MAPK signaling pathway,sp22,0.010804824453125
569,661,hop1,PI3K-Akt signaling pathway,sp28,0.0108236898515625
569,661,hop1,Rap1 signaling pathway,sp33,0.011993441109375
569,661,hop1,Ras signaling pathway,sp34,0.0108831385625
569,662,hop1,MAPK signaling pathway,sp22,0.0721826993328125
569,662,hop1,PI3K-Akt signaling pathway,sp28,0.07219608139375
569,662,hop1,Rap1 signaling pathway,sp33,0.0730330496203125
569,662,hop1,Ras signaling pathway,sp34,0.071094095553125
569,672,hop1,MAPK signaling pathway,sp22,0.01295227415625
569,672,hop1,PI3K-Akt signaling pathway,sp28,0.012975417234375
569,672,hop1,Ras signaling pathway,sp34,0.01306143028125
569,673,hop1,MAPK signaling pathway,sp22,0.0137691528203125
569,673,hop1,PI3K-Akt signaling pathway,sp28,0.0137942138671875
569,673,hop1,Ras signaling pathway,sp34,0.0138884757890625
569,926,hop1,MAPK signaling pathway,sp22,0.0125697677734375
569,926,hop1,PI3K-Akt signaling pathway,sp28,0.012591914328125
569,926,hop1,Ras signaling pathway,sp34,0.012673155203125
569,1081,hop1,MAPK signaling pathway,sp22,0.0140353708828125
569,1081,hop1,PI3K-Akt signaling pathway,sp28,0.014061188906250001
569,1081,hop1,Rap1 signaling pathway,sp33,0.015609517765625
569,1081,hop1,Ras signaling pathway,sp34,0.014158796890625
569,1396,hop1,MAPK signaling pathway,sp22,0.01404501921875
569,1396,hop1,PI3K-Akt signaling pathway,sp28,0.0140706695390625
569,1396,hop1,Ras signaling pathway,sp34,0.0141673864453125
569,1451,hop1,MAPK signaling pathway,sp22,0.01342749334375
569,1451,hop1,PI3K-Akt signaling pathway,sp28,0.0134518825625
569,1451,hop1,Rap1 signaling pathway,sp33,0.0149282371796875
569,1451,hop1,Ras signaling pathway,sp34,0.0135434728828125
570,601,hop1,PI3K-Akt signaling pathway,sp28,0.009633760425
570,604,hop1,MAPK signaling pathway,sp22,0.01194295371875
570,604,hop1,PI3K-Akt signaling pathway,sp28,0.0120370327859375
570,605,hop1,MAPK signaling pathway,sp22,0.0086657645546875
570,605,hop1,PI3K-Akt signaling pathway,sp28,0.008731429428125
570,660,hop1,MAPK signaling pathway,sp22,0.006312620275
570,660,hop1,PI3K-Akt signaling pathway,sp28,0.0063551195125
570,660,hop1,Rap1 signaling pathway,sp33,0.0072039371328125
570,660,hop1,Ras signaling pathway,sp34,0.0063634369609375
570,661,hop1,MAPK signaling pathway,sp22,0.0057757058328125
570,661,hop1,PI3K-Akt signaling pathway,sp28,0.00581680519375
570,661,hop1,Rap1 signaling pathway,sp33,0.006611131615625
570,661,hop1,Ras signaling pathway,sp34,0.0058307281796874996
570,662,hop1,MAPK signaling pathway,sp22,0.067417331734375
570,662,hop1,PI3K-Akt signaling pathway,sp28,0.067440600425
570,662,hop1,Rap1 signaling pathway,sp33,0.0678655385890625
570,662,hop1,Ras signaling pathway,sp34,0.06630708891406249
570,672,hop1,MAPK signaling pathway,sp22,0.0113252298125
570,672,hop1,PI3K-Akt signaling pathway,sp28,0.011410817340625
570,672,hop1,Ras signaling pathway,sp34,0.01147211303125
570,673,hop1,MAPK signaling pathway,sp22,0.0149832422890625
570,673,hop1,PI3K-Akt signaling pathway,sp28,0.0151059965390625
570,673,hop1,Ras signaling pathway,sp34,0.0152171580859375
570,926,hop1,MAPK signaling pathway,sp22,0.01016437696875
570,926,hop1,PI3K-Akt signaling pathway,sp28,0.0102354520546875
570,926,hop1,Ras signaling pathway,sp34,0.010270698515625
570,1081,hop1,MAPK signaling pathway,sp22,0.015120361234375001
570,1081,hop1,PI3K-Akt signaling pathway,sp28,0.015246440671875
570,1081,hop1,Rap1 signaling pathway,sp33,0.017432410578124998
570,1081,hop1,Ras signaling pathway,sp34,0.0153634221640625
570,1396,hop1,MAPK signaling pathway,sp22,0.01604555771875
570,1396,hop1,PI3K-Akt signaling pathway,sp28,0.016177583546875
570,1396,hop1,Ras signaling pathway,sp34,0.01629831303125
570,1451,hop1,MAPK signaling pathway,sp22,0.013235476640625
570,1451,hop1,PI3K-Akt signaling pathway,sp28,0.01334307121875
570,1451,hop1,Rap1 signaling pathway,sp33,0.0152488880859375
570,1451,hop1,Ras signaling pathway,sp34,0.013437589390625001
571,601,hop1,PI3K-Akt signaling pathway,sp28,0.010814603210937499
571,604,hop1,MAPK signaling pathway,sp22,0.011786607773437499
571,604,hop1,PI3K-Akt signaling pathway,sp28,0.0118453710625
571,605,hop1,MAPK signaling pathway,sp22,0.010458722328125
571,605,hop1,PI3K-Akt signaling pathway,sp28,0.010510027046875
571,660,hop1,MAPK signaling pathway,sp22,0.0095900691890625
571,660,hop1,PI3K-Akt signaling pathway,sp28,0.0096350383359375
571,660,hop1,Rap1 signaling pathway,sp33,0.01075751071875
571,660,hop1,Ras signaling pathway,sp34,0.0096203486640625
571,661,hop1,MAPK signaling pathway,sp22,0.0092995398078125
571,661,hop1,PI3K-Akt signaling pathway,sp28,0.0093437021875
571,661,hop1,Rap1 signaling pathway,sp33,0.0104389036953125
571,661,hop1,Ras signaling pathway,sp34,0.0093295259875
571,662,hop1,MAPK signaling pathway,sp22,0.0711067178046875
571,662,hop1,PI3K-Akt signaling pathway,sp28,0.07113757748749999
571,662,hop1,Rap1 signaling pathway,sp33,0.071925536221875
571,662,hop1,Ras signaling pathway,sp34,0.0699793472984375
571,672,hop1,MAPK signaling pathway,sp22,0.0115591840859375
571,672,hop1,PI3K-Akt signaling pathway,sp28,0.0116153296328125
571,672,hop1,Ras signaling pathway,sp34,0.0116135473671875
571,673,hop1,MAPK signaling pathway,sp22,0.014242293515625
571,673,hop1,PI3K-Akt signaling pathway,sp28,0.0143164534375
571,673,hop1,Ras signaling pathway,sp34,0.0143320253125
571,926,hop1,MAPK signaling pathway,sp22,0.0113258603359375
571,926,hop1,PI3K-Akt signaling pathway,sp28,0.011379423953125
571,926,hop1,Ras signaling pathway,sp34,0.0113708499296875
571,1081,hop1,MAPK signaling pathway,sp22,0.0144197654921875
571,1081,hop1,PI3K-Akt signaling pathway,sp28,0.014496947125
571,1081,hop1,Rap1 signaling pathway,sp33,0.0162420755703125
571,1081,hop1,Ras signaling pathway,sp34,0.014519638289062501
571,1396,hop1,MAPK signaling pathway,sp22,0.015249713515625
571,1396,hop1,PI3K-Akt signaling pathway,sp28,0.015329412015625
571,1396,hop1,Ras signaling pathway,sp34,0.015347776234375
571,1451,hop1,MAPK signaling pathway,sp22,0.012606653265625
571,1451,hop1,PI3K-Akt signaling pathway,sp28,0.0126715457109375
571,1451,hop1,Rap1 signaling pathway,sp33,0.0141848285234375
571,1451,hop1,Ras signaling pathway,sp34,0.0126819613828125
572,601,hop1,PI3K-Akt signaling pathway,sp28,0.0101626912734375
572,604,hop1,MAPK signaling pathway,sp22,0.011928882453125
572,604,hop1,PI3K-Akt signaling pathway,sp28,0.012004860546875
572,605,hop1,MAPK signaling pathway,sp22,0.0097797739125
572,605,hop1,PI3K-Akt signaling pathway,sp28,0.0098419353125
572,660,hop1,MAPK signaling pathway,sp22,0.0083193320703125
572,660,hop1,PI3K-Akt signaling pathway,sp28,0.0083712228953125
572,660,hop1,Rap1 signaling pathway,sp33,0.009435979546875
572,660,hop1,Ras signaling pathway,sp34,0.008372280425
572,661,hop1,MAPK signaling pathway,sp22,0.007887159025
572,661,hop1,PI3K-Akt signaling pathway,sp28,0.0079374505703125
572,661,hop1,Rap1 signaling pathway,sp33,0.00895460651875
572,661,hop1,Ras signaling pathway,sp34,0.0079400436828125
572,662,hop1,MAPK signaling pathway,sp22,0.0698649575
572,662,hop1,PI3K-Akt signaling pathway,sp28,0.0698999661890625
572,662,hop1,Rap1 signaling pathway,sp33,0.0706108410671875
572,662,hop1,Ras signaling pathway,sp34,0.0687561199609375
572,672,hop1,MAPK signaling pathway,sp22,0.0116903972265625
572,672,hop1,PI3K-Akt signaling pathway,sp28,0.01176355934375
572,672,hop1,Ras signaling pathway,sp34,0.01177191709375
572,673,hop1,MAPK signaling pathway,sp22,0.0144645816484375
572,673,hop1,PI3K-Akt signaling pathway,sp28,0.0145581896171875
572,673,hop1,Ras signaling pathway,sp34,0.0145849190625
572,926,hop1,MAPK signaling pathway,sp22,0.011422827078125
572,926,hop1,PI3K-Akt signaling pathway,sp28,0.0114926991875
572,926,hop1,Ras signaling pathway,sp34,0.01149218234375
572,1081,hop1,MAPK signaling pathway,sp22,0.0145702303515625
572,1081,hop1,PI3K-Akt signaling pathway,sp28,0.0146648620546875
572,1081,hop1,Rap1 signaling pathway,sp33,0.0165533063671875
572,1081,hop1,Ras signaling pathway,sp34,0.014697606296875
572,1396,hop1,MAPK signaling pathway,sp22,0.015486475421875
572,1396,hop1,PI3K-Akt signaling pathway,sp28,0.0155870006875
572,1396,hop1,Ras signaling pathway,sp34,0.0156172305234375
572,1451,hop1,MAPK signaling pathway,sp22,0.012834326625
572,1451,hop1,PI3K-Akt signaling pathway,sp28,0.0129173230390625
572,1451,hop1,Rap1 signaling pathway,sp33,0.014583399296875
572,1451,hop1,Ras signaling pathway,sp34,0.012938157609375
573,425,hop1,JAK-STAT signaling pathway,sp21,0.0067981808421875
573,426,hop1,JAK-STAT signaling pathway,sp21,0.006962237009375
573,428,hop1,JAK-STAT signaling pathway,sp21,0.00685292428125
573,574,hop1,HIF-1 signaling pathway,sp15,0.08451714721875
573,601,hop1,PI3K-Akt signaling pathway,sp28,0.0128212148984375
573,604,hop1,Calcium signaling pathway,sp7,0.019376909796875
573,604,hop1,MAPK signaling pathway,sp22,0.0133722511640625
573,604,hop1,PI3K-Akt signaling pathway,sp28,0.0133969734453125
573,605,hop1,Calcium signaling pathway,sp7,0.017897838984375
573,605,hop1,MAPK signaling pathway,sp22,0.0123598156796875
573,605,hop1,PI3K-Akt signaling pathway,sp28,0.0123824153828125
573,660,hop1,Calcium signaling pathway,sp7,0.01636442365625
573,660,hop1,MAPK signaling pathway,sp22,0.0113280814375
573,660,hop1,PI3K-Akt signaling pathway,sp28,0.0113480549609375
573,660,hop1,Rap1 signaling pathway,sp33,0.012570278953125
573,660,hop1,Ras signaling pathway,sp34,0.0113898585546875
573,661,hop1,Calcium signaling pathway,sp7,0.015878923984375
573,661,hop1,MAPK signaling pathway,sp22,0.010992002859375
573,661,hop1,PI3K-Akt signaling pathway,sp28,0.011011631046875
573,661,hop1,Rap1 signaling pathway,sp33,0.0122038828046875
573,661,hop1,Ras signaling pathway,sp34,0.011052502328125
573,662,hop1,Calcium signaling pathway,sp7,0.01879680999375
573,662,hop1,MAPK signaling pathway,sp22,0.0722959018453125
573,662,hop1,PI3K-Akt signaling pathway,sp28,0.0723097400625
573,662,hop1,Rap1 signaling pathway,sp33,0.07315984116875
573,662,hop1,Ras signaling pathway,sp34,0.0711922247296875
573,672,hop1,MAPK signaling pathway,sp22,0.013200797953125
573,672,hop1,PI3K-Akt signaling pathway,sp28,0.0132249736484375
573,672,hop1,Ras signaling pathway,sp34,0.0132907774375
573,673,hop1,MAPK signaling pathway,sp22,0.0140464343671875
573,673,hop1,PI3K-Akt signaling pathway,sp28,0.0140726423125
573,673,hop1,Ras signaling pathway,sp34,0.01414686296875
573,912,hop1,JAK-STAT signaling pathway,sp21,0.006606458578125
573,913,hop1,JAK-STAT signaling pathway,sp21,0.00675928503125
573,917,hop1,JAK-STAT signaling pathway,sp21,0.009532639225
573,918,hop1,JAK-STAT signaling pathway,sp21,0.012222597326562501
573,923,hop1,JAK-STAT signaling pathway,sp21,0.006873394159375
573,926,hop1,MAPK signaling pathway,sp22,0.0127976475703125
573,926,hop1,PI3K-Akt signaling pathway,sp28,0.0128207468828125
573,926,hop1,Ras signaling pathway,sp34,0.0128810276875
573,934,hop1,JAK-STAT signaling pathway,sp21,0.0068757999765625
573,935,hop1,JAK-STAT signaling pathway,sp21,0.0067902798453125
573,937,hop1,JAK-STAT signaling pathway,sp21,0.0071968769984375
573,940,hop1,JAK-STAT signaling pathway,sp21,0.006876921353125
573,941,hop1,JAK-STAT signaling pathway,sp21,0.0066811422953125
573,943,hop1,JAK-STAT signaling pathway,sp21,0.00672840896875
573,944,hop1,JAK-STAT signaling pathway,sp21,0.0068833071546875
573,964,hop1,JAK-STAT signaling pathway,sp21,0.006767088703125
573,965,hop1,JAK-STAT signaling pathway,sp21,0.0070679304390625
573,967,hop1,JAK-STAT signaling pathway,sp21,0.0066782670609375
573,969,hop1,JAK-STAT signaling pathway,sp21,0.0070586295671875
573,970,hop1,JAK-STAT signaling pathway,sp21,0.0071465332234375
573,972,hop1,JAK-STAT signaling pathway,sp21,0.0070718089390625
573,975,hop1,JAK-STAT signaling pathway,sp21,0.0068460643843749995
573,976,hop1,JAK-STAT signaling pathway,sp21,0.007010306403125
573,977,hop1,JAK-STAT signaling pathway,sp21,0.0068024025171875
573,978,hop1,JAK-STAT signaling pathway,sp21,0.006855141721875
573,980,hop1,JAK-STAT signaling pathway,sp21,0.0068142355890625
573,982,hop1,JAK-STAT signaling pathway,sp21,0.0080985111328125
573,984,hop1,JAK-STAT signaling pathway,sp21,0.00702516809375
573,986,hop1,JAK-STAT signaling pathway,sp21,0.0065136052328125
573,987,hop1,JAK-STAT signaling pathway,sp21,0.0072889984296875
573,989,hop1,JAK-STAT signaling pathway,sp21,0.0068776050796875
573,1081,hop1,MAPK signaling pathway,sp22,0.0140565822109375
573,1081,hop1,PI3K-Akt signaling pathway,sp28,0.014082915890625
573,1081,hop1,Phospholipase D signaling pathway,sp30,0.046052138421875
