symbol,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,EKVX,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62,UO-31
RNASEL,2,1,1,0,1,1,1,1,1,1,0,0,1,4,0,0,3,0,2,0,2,0,2,0,0,0,0,0,2,3,1,1,1,1,2,1,0,3,3,1,1,1
RNF125,0,0,0,0,0,1,0,5,3,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,28,19,15,0,0,0,0,0,0,1,6,0
RNF152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
RNF31,2,1,2,3,1,3,5,5,5,4,6,2,4,3,5,5,9,4,4,7,4,4,6,3,4,3,3,2,2,4,10,3,4,4,5,9,2,4,3,5,5,3
ROCK1,3,9,7,9,3,11,12,10,9,8,4,9,5,7,9,10,7,10,9,8,4,25,5,5,8,7,5,4,9,5,8,4,5,14,5,11,7,7,7,3,3,9
ROCK2,5,25,13,7,4,6,9,14,9,12,7,9,9,7,8,9,5,11,11,14,6,14,7,4,9,10,3,3,8,11,9,9,12,10,12,6,15,3,7,5,8,8
ROR1,1,8,4,1,2,5,1,0,0,5,9,7,1,0,0,0,0,16,5,1,0,0,1,2,0,2,2,5,0,5,1,1,2,1,6,0,0,0,2,1,5,5
ROR2,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,1,0,5,0,0,0,0,0,5,0,3,0,0,0,0,1,12,0,5,0,0,0,0
RPRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,5,0,0,0
RPS6,479,395,337,553,531,243,204,769,527,440,315,192,534,447,1120,970,383,283,243,139,442,506,446,317,469,173,474,143,336,244,361,260,313,167,256,444,833,287,404,259,410,337
RPS6KA1,8,4,15,6,7,11,6,6,21,6,4,1,20,12,9,2,6,7,17,7,8,7,6,13,9,13,12,6,9,2,5,5,6,17,6,16,8,8,5,7,8,10
RPS6KA2,4,0,0,1,3,9,0,3,3,0,5,20,0,0,1,0,4,3,5,0,0,0,3,14,0,0,9,8,0,0,12,1,0,1,13,0,1,0,6,0,1,6
RPS6KA4,8,12,19,15,14,52,13,13,12,15,22,12,13,7,6,35,10,41,23,16,12,12,14,15,28,34,9,34,22,11,8,5,14,23,16,17,18,18,8,22,13,12
RPS6KA5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,0,0,0,2,0,0
RPS6KB1,4,14,7,4,8,7,10,15,6,7,6,2,9,8,8,5,120,7,5,9,6,18,8,3,11,7,6,3,13,6,5,3,9,5,4,11,9,8,14,4,5,4
RPS6KB2,3,5,2,6,7,9,12,4,11,6,9,3,8,10,10,6,16,8,15,17,5,8,6,8,9,13,17,8,5,4,2,2,3,5,5,10,8,17,5,7,6,6
RRAGA,101,56,33,91,46,36,34,26,33,45,27,38,32,19,20,45,32,43,30,14,28,31,43,34,30,22,19,32,49,52,57,37,40,35,73,66,27,38,51,31,58,34
RRAGC,3,3,3,6,8,2,8,1,3,3,4,3,2,5,1,2,2,4,6,1,1,9,3,3,2,2,1,9,3,6,5,4,4,3,8,8,2,3,4,5,3,4
RRAGD,1,0,2,0,0,1,0,8,5,1,1,1,0,0,0,0,0,1,2,0,0,10,3,1,5,0,0,8,0,9,18,13,15,2,5,4,3,0,9,6,5,0
RRAS,28,33,22,32,45,27,61,23,27,35,133,90,24,6,10,95,6,42,11,28,9,14,9,40,34,29,5,37,42,26,7,4,5,30,41,4,3,25,15,3,11,61
RRAS2,26,18,19,25,39,16,18,17,17,22,12,15,53,10,11,21,4,25,10,10,8,19,18,24,17,10,0,34,9,8,1,8,5,45,11,0,15,5,7,3,9,63
RRM2,14,50,27,59,19,70,22,28,80,64,19,33,65,45,31,60,47,66,75,117,98,68,49,17,39,53,36,35,88,44,22,62,48,38,53,124,11,38,39,105,39,4
RRM2B,18,15,15,13,21,6,11,29,6,8,8,6,9,10,7,14,20,5,4,10,4,3,6,7,3,8,8,2,6,6,5,4,10,6,6,5,5,11,7,7,12,44
RSPO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSPO2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSPO3,0,55,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
RSPO4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RUVBL1,11,19,13,23,20,16,10,14,8,22,17,11,17,11,11,20,16,13,12,37,39,13,42,18,21,11,21,15,17,12,11,13,14,13,9,9,13,17,7,12,41,9
RXFP3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RXRA,8,3,1,4,2,5,2,5,9,4,9,1,5,2,0,1,15,6,6,1,7,3,5,1,5,1,6,4,5,7,2,2,4,7,10,0,3,13,4,1,2,2
RXRB,6,4,7,9,10,7,8,17,20,16,10,17,8,14,11,19,8,21,15,9,5,19,11,11,16,8,13,13,10,15,17,10,8,12,11,12,12,15,10,13,8,16
RXRG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,0,0,0,0,0,0,24,19,0
RYK,5,7,9,8,13,7,6,13,11,10,9,12,6,2,8,10,3,5,11,13,4,9,46,12,7,5,4,6,6,11,8,20,7,13,8,3,12,8,8,6,13,14
RYR1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RYR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1,0
S100A9,0,0,0,4,0,4,16,0,0,0,0,0,0,1,0,0,16,0,1016,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
S1PR1,0,0,3,7,1,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,20,2,0,20,4,0,8,1,5,0,0,0,0,2,98,0,0,1,0,0,5
S1PR2,1,0,0,0,0,1,0,2,3,0,1,3,1,1,0,0,0,0,5,0,0,3,2,4,0,0,1,0,1,1,6,1,1,1,3,0,1,0,1,3,7,0
S1PR3,5,9,0,6,1,0,2,0,0,9,0,5,0,0,0,0,7,0,3,0,0,2,2,1,1,2,0,1,12,1,0,0,0,0,3,0,0,1,3,0,0,0
S1PR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,26,0,0,0,0,0,0
S1PR5,1,0,0,0,0,1,1,1,0,3,0,0,0,0,0,1,1,0,5,1,1,7,1,4,4,1,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0
SAV1,2,5,5,4,3,22,6,13,7,6,6,2,11,6,6,5,4,10,10,6,10,4,12,6,17,8,1,3,2,5,6,3,4,7,6,6,8,5,7,3,5,9
SCD,165,158,131,267,38,120,276,188,366,323,260,117,38,262,36,182,426,27,116,6,224,31,76,84,48,57,95,150,65,504,89,115,117,17,226,64,133,233,117,74,42,227
SCD5,0,2,2,7,1,4,14,8,22,2,0,4,6,0,5,3,5,4,14,2,2,8,36,41,10,2,8,8,1,3,0,4,4,8,4,2,3,0,9,3,2,3
SCP2,9,9,9,10,11,5,28,6,9,20,10,17,8,11,13,5,8,15,13,5,5,16,11,14,8,15,9,6,10,14,6,10,8,15,14,6,6,13,9,11,9,12
SCRIB,17,11,15,22,15,28,14,21,21,20,20,21,23,19,14,26,33,17,18,20,15,31,23,33,33,25,17,26,12,10,21,10,25,19,12,20,18,27,16,27,21,18
SEC13,20,21,12,41,22,13,14,10,17,32,18,38,17,36,14,14,29,24,16,14,17,12,13,31,26,29,19,34,32,21,22,19,23,26,32,14,11,19,13,19,18,18
SEH1L,2,5,5,8,7,10,2,8,11,14,4,3,7,8,5,6,4,10,15,16,6,11,13,5,13,10,7,11,5,2,5,2,4,7,2,9,14,3,3,5,4,3
SENP2,3,5,3,5,6,7,5,7,7,6,11,4,4,11,6,6,7,8,6,3,4,15,13,6,6,8,10,3,5,8,9,8,9,4,6,8,18,17,7,5,5,6
SERPINE1,116,371,4,31,511,0,95,28,0,403,371,1803,3,1,0,268,0,184,3,3,2,0,0,238,308,27,1,1141,240,161,4,2,0,44,15,5,23,0,93,1,6,526
SERPINF1,0,1,0,0,0,0,0,0,0,0,0,0,11,29,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,21,17,0,0,0,45,3,0,44,31,0
SESN1,2,2,6,1,4,0,1,3,1,1,2,0,4,3,1,4,8,1,2,2,1,2,1,0,0,1,5,1,1,1,2,1,4,2,2,1,2,1,0,3,8,6
SESN2,16,2,16,3,15,4,1,25,17,2,12,12,10,86,23,21,14,3,5,5,2,5,4,13,4,1,4,4,3,4,4,1,7,4,5,8,20,7,42,7,5,9
SESN3,1,1,0,1,0,0,0,2,0,0,0,1,6,1,0,0,1,0,1,0,4,0,2,0,1,0,0,0,0,0,2,4,1,0,12,0,5,0,12,6,11,0
SETD7,9,14,7,2,7,7,12,13,11,9,7,6,2,1,11,6,13,10,8,3,12,2,5,3,7,4,7,6,15,3,0,3,4,4,4,12,3,7,8,2,4,6
SFN,45,66,3,0,3,252,22,75,148,8,61,24,144,0,54,0,46,62,218,27,67,0,2,56,180,143,9,0,1,0,0,0,0,78,0,6,38,57,1,0,0,25
SFRP1,0,12,0,13,0,6,0,0,0,19,0,0,0,0,0,0,0,0,46,2,0,0,3,5,0,0,0,0,1,0,0,97,7,4,37,0,0,0,257,12,31,0
SFRP2,0,0,0,29,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0
SFRP4,7,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,1,0,0,1
SFRP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
SGK1,1,3,3,12,3,1,11,0,0,2,0,8,3,2,0,18,0,4,3,21,2,0,0,1,1,2,0,6,5,1,19,78,35,1,9,0,0,0,0,44,72,0
SGK2,8,1,3,0,3,0,0,2,0,0,0,0,4,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,4
SGK3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,1,0,0,4,0,3,3,0
SH2B1,6,2,8,6,4,6,8,6,13,4,4,2,5,8,9,6,7,4,6,3,6,9,4,8,4,2,11,4,8,7,9,8,4,6,4,13,7,9,8,5,4,9
SH2B2,1,0,1,1,0,2,1,2,2,0,3,1,3,0,0,0,1,0,2,0,1,3,0,9,0,2,10,1,1,0,1,0,1,0,0,4,2,0,2,0,2,2
SH2B3,3,1,16,3,11,9,1,7,8,14,13,6,4,24,11,35,0,17,1,7,14,1,1,1,9,4,2,7,20,11,29,50,26,7,7,0,9,1,17,23,65,15
SH2D2A,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,0,0,0,1,25,0,0,0,1,1,7,0,0,0,0,0,0,0,0,91,2,0,0,0,0,1
SHARPIN,18,7,6,15,15,22,11,11,17,17,17,15,8,14,13,13,19,17,13,9,6,15,11,26,18,31,9,14,7,14,11,7,9,15,12,12,8,24,13,14,10,15
SHC2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,2
SHC4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,10,7,0,6,0,0,0,1,7,1,0
SHH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SHISA5,18,17,20,50,20,35,23,18,30,26,73,27,30,18,15,29,26,32,12,19,23,18,26,13,21,40,30,31,31,40,35,17,24,15,55,42,11,26,24,10,14,45
SHOC2,13,14,14,6,13,11,12,16,7,5,7,8,10,5,15,9,11,9,8,6,8,10,14,7,5,5,5,6,7,7,13,5,5,13,8,11,9,25,9,4,5,10
SIAH1,2,2,2,2,3,2,1,4,4,2,0,0,1,2,3,1,1,1,2,1,1,3,1,2,1,0,1,1,2,0,3,1,2,1,1,2,5,1,4,1,1,4
SIK1,4,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SIK2,3,2,3,6,1,5,12,4,3,3,3,3,4,5,4,5,2,5,8,4,4,7,5,5,6,2,5,6,9,2,3,2,9,6,5,2,11,7,23,8,3,9
SIN3A,5,7,4,6,2,9,8,7,9,7,4,3,5,6,4,9,13,6,5,10,5,10,5,3,6,3,14,5,5,6,7,4,5,8,5,13,5,8,12,4,4,4
SIPA1,6,2,3,5,5,8,11,10,3,7,5,4,8,9,0,20,1,7,3,6,3,3,4,5,10,6,8,2,2,5,8,2,4,9,5,64,5,6,3,13,10,8
SIPA1L1,0,0,3,4,0,6,2,5,7,5,7,7,4,3,6,10,13,7,3,3,1,6,8,6,1,12,3,2,4,4,6,1,3,3,11,23,4,4,8,1,3,3
SIVA1,6,9,8,13,9,20,7,6,10,15,6,4,14,6,22,10,18,19,10,13,19,12,12,13,14,21,10,36,17,9,9,7,12,12,12,12,8,16,6,10,14,3
SKAP1,0,0,6,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,36,5,0,0,0,6
SKP1,16,23,14,23,44,15,14,11,15,28,24,12,16,16,14,9,25,20,16,13,16,11,18,27,18,13,13,12,33,19,19,17,13,26,16,16,15,19,18,13,14,12
SKP2,9,8,9,15,5,20,11,7,14,12,8,9,46,24,15,10,5,11,13,18,24,13,16,10,22,12,9,48,11,11,3,8,11,11,15,21,10,13,10,11,14,5
SLC25A31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A4,1,4,4,3,11,2,7,3,6,5,6,6,10,10,11,2,5,8,7,2,6,6,8,18,6,5,3,6,2,3,10,13,16,11,6,8,6,5,6,14,6,3
SLC27A1,1,0,0,0,1,0,0,6,3,1,3,5,1,1,1,2,1,1,3,0,0,1,0,2,1,1,0,1,1,4,12,8,2,1,2,1,1,2,7,4,5,3
SLC27A4,7,14,5,12,4,24,17,10,11,6,14,4,18,5,9,14,25,15,10,10,18,10,14,8,13,13,12,17,7,8,18,9,20,22,18,11,12,14,8,14,15,3
SLC2A1,108,34,20,7,11,44,45,21,33,37,120,101,64,12,11,44,23,175,43,12,65,10,17,45,12,49,24,82,30,87,10,30,5,69,70,55,147,7,78,8,20,21
SLC2A4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC38A9,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,1,1,1,2,4,1,2,1,3,0,2,1,3,1,1,1,1,3,3,3,2,1,1,2
SLC3A2,166,227,38,61,68,31,117,78,109,60,42,103,58,95,68,58,248,54,63,27,78,44,91,46,37,35,57,74,65,41,45,71,73,132,85,34,76,46,68,106,37,23
SLC7A5,358,464,72,78,78,84,277,200,138,55,67,244,132,120,74,99,476,118,72,47,94,95,125,68,52,33,66,98,48,59,159,109,147,312,159,135,149,46,229,195,54,22
SLC8A1,0,0,2,1,0,0,0,0,0,0,0,2,5,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
SLC8A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC8A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMAD1,2,1,2,4,2,3,2,3,3,1,1,0,2,0,2,2,1,0,6,0,2,2,4,1,1,0,3,1,1,1,1,1,1,3,1,1,3,1,4,0,1,2
SMAD2,1,3,1,2,2,2,8,4,3,1,2,1,2,1,1,2,1,2,2,3,3,4,2,2,1,1,2,1,1,1,3,1,2,3,1,2,1,1,1,2,1,3
SMAD3,21,32,32,8,26,25,15,10,7,44,21,13,21,7,2,30,7,27,7,26,3,1,10,7,7,14,1,16,23,19,7,5,7,15,8,18,14,1,25,3,7,11
SMAD4,2,3,5,5,3,3,5,8,8,2,4,4,3,4,3,5,1,3,0,3,3,7,3,1,4,2,5,3,4,2,5,2,4,6,3,4,0,3,3,2,2,4
SMAD5,6,9,8,12,7,7,6,18,10,10,8,5,7,11,11,11,6,9,8,7,9,9,8,7,12,4,5,5,12,8,13,7,9,10,8,15,5,7,19,8,8,8
SMAD6,4,5,1,8,2,2,8,0,2,3,0,1,5,1,3,0,0,1,2,1,2,4,15,6,1,1,0,0,6,1,1,1,1,14,4,0,4,0,2,1,1,1
SMAD7,9,7,9,8,11,1,14,1,12,3,6,7,1,1,0,2,2,6,2,1,0,1,14,5,3,0,4,2,5,3,2,3,1,19,6,0,2,2,0,1,4,7
SMAD9,2,0,0,4,1,1,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,3,2,0,1,0,0,0,1,1,0,2,2,3,0,0,0,0,1,1,2,0
SMO,10,5,6,3,13,5,13,4,0,8,0,3,12,0,0,0,0,0,0,2,5,31,6,5,3,4,0,16,8,5,0,5,14,11,9,0,0,5,12,7,1,6
SMPD2,5,5,3,4,10,4,8,3,6,2,4,1,6,5,10,4,5,2,8,5,3,4,4,3,2,3,3,4,3,2,8,7,5,8,3,3,3,3,2,12,7,3
SMURF1,20,9,14,9,5,12,8,10,7,9,15,6,17,8,8,9,12,15,10,12,6,13,8,11,9,9,2,7,17,5,11,7,12,6,11,7,9,3,8,7,7,12
SMURF2,2,10,20,13,9,17,5,59,7,21,12,7,11,5,5,49,7,43,5,20,1,14,36,7,59,13,1,13,18,4,5,2,4,11,4,1,9,5,12,2,6,20
SOCS1,0,0,0,0,1,0,0,1,1,0,0,0,0,6,0,0,0,2,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,143,0,0,2,0,0,2
SOCS2,1,1,3,2,0,6,1,3,2,1,0,0,0,39,1,7,0,0,0,10,1,8,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,23,1,5,1
SOCS3,5,6,5,6,8,10,4,14,1,24,11,8,6,13,1,36,3,15,3,5,16,14,12,8,3,7,1,16,12,15,0,1,21,3,16,357,3,0,27,0,4,5
SOCS4,2,8,7,7,3,10,6,13,7,6,3,2,7,5,10,7,8,6,5,15,8,7,19,6,7,9,4,2,5,6,13,7,7,8,6,6,14,6,8,6,7,5
SOCS5,4,15,5,6,5,3,7,9,5,9,5,8,4,2,3,5,2,4,12,10,3,8,4,4,4,5,3,5,7,3,6,6,4,5,6,2,4,2,16,3,6,4
SOCS6,6,16,4,8,7,3,23,16,5,2,5,2,3,2,6,4,2,7,5,7,3,7,1,1,2,6,0,3,7,2,9,9,6,8,4,0,3,2,5,7,5,6
SOCS7,4,3,3,2,2,6,5,14,12,5,3,3,5,6,9,7,3,3,4,9,3,16,4,2,2,1,3,4,8,2,7,4,6,9,3,4,7,7,14,5,4,2
SOD2,12,5,7,99,96,4,13,5,5,5,6,3,8,9,7,21,3,4,7,5,6,6,4,6,2,3,4,6,4,5,5,3,5,12,15,9,5,4,5,3,4,122
SORBS1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,5,5,8,0,8,0,0,0,7,5,1,1
SORT1,0,4,7,4,3,9,20,8,19,6,12,11,8,28,6,0,17,18,43,3,0,11,24,12,16,10,5,38,2,7,108,85,19,15,28,1,10,20,29,54,7,31
SOS1,3,8,6,8,3,5,6,7,6,7,4,7,6,9,9,7,6,5,14,5,4,16,7,5,4,4,4,3,5,4,6,4,4,9,4,4,7,3,8,4,4,7
SOS2,2,6,4,6,1,11,7,6,3,6,4,3,3,6,5,4,5,7,5,5,2,7,7,5,3,4,3,2,3,4,4,3,4,7,8,7,7,7,7,3,3,6
SOST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOX17,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,34,38,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,6
SOX9,3,5,0,10,2,4,20,60,73,11,27,1,4,0,28,8,0,21,34,2,4,0,5,1,1,14,0,4,14,2,0,0,2,0,6,0,67,8,90,1,0,7
SP1,10,11,15,11,7,15,12,27,48,10,8,6,15,21,17,15,18,12,15,15,11,13,19,12,14,9,11,9,11,12,15,11,15,24,12,20,24,23,17,9,9,17
SPHK1,22,2,0,0,5,4,7,0,1,1,3,11,0,6,1,53,2,2,1,12,1,6,1,12,15,11,2,6,16,5,10,3,22,4,9,0,0,1,1,2,10,1
SPHK2,2,1,1,1,2,2,1,1,4,1,2,1,2,1,4,2,2,2,2,1,2,1,1,3,1,1,1,3,4,2,3,4,2,2,2,3,2,2,3,4,3,1
SPOP,8,9,10,5,10,11,5,12,9,10,6,4,6,9,12,13,14,8,5,4,5,12,9,5,12,8,10,6,13,7,7,4,5,9,7,8,8,14,10,5,6,6
SPOPL,3,4,5,6,3,3,5,15,4,5,3,3,4,1,6,5,14,5,8,7,3,7,7,5,3,3,2,2,3,3,3,4,2,5,3,3,3,4,8,2,3,4
SRC,50,23,4,11,15,6,4,6,8,8,10,6,6,2,18,6,2,5,5,5,32,5,10,1,8,13,0,4,3,5,7,9,3,8,9,2,6,12,5,6,1,13
SREBF1,14,10,14,13,7,4,19,27,28,22,31,5,12,17,12,21,33,10,15,8,20,5,9,7,5,9,25,10,8,17,6,5,14,2,14,26,13,22,33,3,14,9
SRF,21,7,12,19,10,21,14,12,15,20,11,17,23,20,10,24,14,34,17,30,8,23,11,27,11,10,7,23,13,14,12,6,10,17,27,23,13,10,13,14,10,10
SRSF1,73,126,83,80,95,116,73,103,96,99,55,21,96,64,94,73,128,76,89,103,110,110,121,63,106,75,93,65,117,74,79,61,74,84,64,138,131,94,94,84,82,51
SSTR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SSTR5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STAM2,4,6,6,4,4,4,5,7,4,4,3,6,3,3,4,5,6,4,5,5,3,6,2,3,2,4,1,3,5,5,6,3,4,5,5,5,4,4,6,5,5,8
STAT1,37,43,256,16,151,40,27,29,21,21,12,108,13,13,5,21,31,20,41,44,19,37,15,16,14,20,10,32,20,282,51,77,17,34,122,85,19,15,18,22,15,45
STAT2,7,3,10,3,7,11,9,13,15,9,8,12,7,15,9,14,9,9,8,6,2,8,9,9,4,9,15,8,6,66,25,12,16,8,32,29,8,13,12,16,9,18
STAT3,20,29,16,36,11,43,33,16,15,18,13,11,23,41,4,18,9,15,39,31,5,21,8,14,7,0,6,14,25,21,13,6,24,34,24,55,7,25,42,11,18,14
STAT5A,0,0,1,0,0,2,0,0,2,3,2,2,0,49,0,0,0,2,3,0,0,0,0,1,1,0,3,0,0,0,3,3,0,1,2,7,0,0,1,9,3,2
STAT5B,9,8,9,6,4,10,9,2,15,14,10,9,6,57,7,9,5,6,6,5,7,25,3,8,4,0,5,10,17,4,10,5,11,21,5,24,12,12,15,9,8,8
STAT6,25,8,49,8,29,15,9,13,21,12,21,11,19,10,26,42,1,15,9,11,26,1,2,14,7,8,20,0,0,26,24,11,15,26,0,24,11,21,0,25,24,42
STEAP3,26,14,36,6,10,13,13,13,7,16,52,19,5,3,2,42,7,18,18,13,17,1,1,1,11,11,1,31,18,82,1,0,7,5,31,21,8,6,7,8,10,18
STIM1,20,6,10,4,8,8,17,5,14,6,8,8,4,19,2,5,2,16,11,3,4,9,10,6,4,9,9,17,7,17,10,11,8,16,17,9,21,4,14,4,5,9
STIM2,4,3,3,4,2,4,3,10,4,2,1,1,5,4,7,2,3,3,3,4,3,6,4,2,2,3,3,1,9,2,4,6,3,6,4,2,3,2,1,5,7,2
STK11,6,2,4,8,4,6,3,9,14,6,4,4,7,13,5,9,5,8,5,4,3,5,4,2,5,4,8,6,8,5,7,4,5,10,6,9,4,6,12,5,6,8
STK3,2,2,2,6,2,2,3,5,3,3,2,4,2,2,3,2,4,2,3,1,1,0,4,4,3,0,0,1,1,2,2,1,2,3,2,3,1,1,1,2,2,2
STK4,4,6,6,14,4,7,6,11,8,5,6,3,8,10,13,13,6,10,6,25,9,8,10,5,9,4,14,9,7,8,14,6,11,7,7,5,18,8,7,11,7,8
STMN1,17,26,32,155,50,47,30,22,51,76,52,29,84,141,50,61,29,103,132,66,28,88,31,74,105,43,61,119,39,50,63,31,35,63,66,59,45,43,69,46,33,30
STRADB,10,10,16,4,10,4,11,7,4,11,16,4,6,10,5,5,3,10,4,4,10,11,4,5,1,7,1,12,5,5,13,12,9,12,7,8,7,2,7,54,17,13
SUFU,2,1,2,3,2,3,3,4,4,3,4,1,4,1,1,2,2,2,2,1,1,3,4,0,3,1,1,2,2,1,5,3,2,1,3,3,2,4,3,1,1,3
SUGT1,3,4,4,3,7,3,2,5,2,3,3,1,6,3,9,5,3,3,3,4,4,1,2,3,9,3,2,2,5,2,2,2,3,3,4,4,3,2,2,4,2,3
SYK,7,0,0,0,0,1,0,1,10,0,0,0,0,13,12,0,2,0,9,0,0,0,16,2,0,3,25,0,0,0,0,0,0,3,0,1,23,4,0,4,0,0
TAB1,5,2,3,6,3,6,7,5,8,5,6,5,6,6,7,4,4,4,7,3,5,9,4,6,6,3,7,6,5,4,9,7,8,8,6,6,9,7,8,5,6,5
TAB2,13,12,18,16,19,8,17,24,16,19,13,10,19,14,13,17,12,16,17,29,4,13,12,12,13,9,7,15,20,17,18,10,7,23,24,30,11,20,17,5,10,25
