symbol,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,EKVX,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62,UO-31
TACR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
TACR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TACR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TANK,8,8,9,5,12,2,7,16,6,8,5,4,2,8,14,7,6,4,11,5,7,4,6,7,3,4,5,2,5,6,5,4,3,6,6,13,7,3,5,5,6,7
TAOK1,6,11,11,7,4,11,9,10,9,10,5,6,9,6,8,10,7,7,6,10,5,12,15,3,7,3,3,4,12,6,9,8,6,14,8,9,7,9,20,5,7,11
TAOK2,6,5,7,8,5,9,11,9,10,5,5,5,12,11,9,6,13,7,6,7,8,11,3,8,7,4,6,7,13,9,9,8,8,9,6,8,7,14,10,6,7,9
TAOK3,3,3,3,1,1,7,1,2,2,2,3,3,0,7,4,9,4,6,7,1,2,2,2,2,1,2,2,3,5,4,9,6,5,2,4,5,1,5,3,11,6,4
TBC1D1,5,3,10,5,9,8,6,8,7,8,5,5,3,1,4,7,1,5,10,4,3,4,7,3,7,5,6,10,4,4,8,2,4,8,4,0,5,3,9,4,6,13
TBC1D4,4,6,6,9,1,5,5,12,27,6,9,5,0,2,7,7,2,7,5,6,6,2,1,0,11,4,8,5,1,4,5,12,11,0,6,0,1,2,1,16,5,3
TBC1D7,4,2,1,1,3,1,2,0,1,3,1,1,1,6,2,1,3,1,3,1,1,6,2,9,2,1,4,2,2,3,9,16,43,2,3,1,1,3,1,35,7,1
TBK1,7,17,17,10,10,9,6,11,7,6,3,3,11,8,14,10,14,7,6,16,12,7,6,6,4,6,9,4,9,11,7,9,12,8,6,17,8,13,10,8,13,13
TBKBP1,4,1,3,2,4,1,4,5,2,4,4,3,2,4,0,7,4,1,1,3,1,13,4,1,2,2,5,0,2,1,1,1,3,2,1,0,3,3,3,2,4,3
TBL1XR1,14,7,15,8,19,11,7,29,12,22,8,7,11,13,21,12,4,9,14,10,5,11,26,10,7,10,24,4,9,21,15,11,8,17,12,13,13,18,18,5,14,26
TBX3,1,3,0,16,0,1,1,1,18,9,0,9,0,0,6,1,1,0,0,2,2,0,0,0,0,19,0,1,17,5,0,2,3,0,2,1,1,2,6,2,4,6
TBXA2R,1,0,0,2,0,2,0,0,0,0,1,1,0,5,0,2,0,0,0,1,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,0,0,0,0,1,1,1
TCF3,12,5,14,19,7,43,12,24,30,17,13,14,19,18,18,20,11,15,17,23,15,31,20,6,21,12,21,19,20,9,14,6,6,25,12,26,34,11,22,10,13,17
TCF7,3,0,0,3,0,1,0,2,2,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,7,2,0,0,1,1,3,0,2,0,2,0,0,0
TCF7L1,1,1,0,1,0,1,6,3,2,1,0,5,7,0,0,0,0,0,9,2,0,14,4,4,2,1,0,3,0,0,1,1,2,4,2,0,0,11,2,1,1,0
TCF7L2,3,5,3,2,5,5,5,47,7,2,4,1,8,0,9,5,2,4,4,3,4,6,5,3,3,2,0,3,2,5,3,2,6,7,4,0,13,3,8,2,2,3
TCL1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
TCL1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEAD1,21,32,15,18,13,33,39,18,14,33,10,16,17,6,8,29,8,32,11,22,15,22,25,10,31,10,19,35,22,14,21,36,21,24,19,8,29,7,35,17,22,28
TEAD2,17,6,4,33,6,8,17,10,7,10,2,9,19,5,0,12,6,5,13,5,5,19,21,34,5,25,0,6,4,8,7,1,5,13,13,0,3,11,6,4,7,8
TEAD3,4,1,5,4,3,9,4,11,16,12,7,19,3,6,6,6,7,20,32,3,2,11,12,19,13,5,1,8,3,9,3,1,2,10,8,28,4,25,3,2,2,5
TEAD4,7,13,25,12,13,13,13,6,16,12,8,5,20,7,6,27,4,6,14,54,16,19,10,11,36,5,12,34,6,4,9,4,9,8,3,11,26,19,2,10,10,7
TEC,1,0,2,0,1,2,1,2,1,1,1,0,0,4,2,0,0,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,3,0,4,0,0,0,1,0,1
TEK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TELO2,9,4,18,11,8,10,5,6,11,8,7,4,12,12,8,9,18,9,9,9,14,12,7,7,17,7,13,11,17,7,9,8,9,13,5,10,5,20,8,16,12,9
TF,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
TFDP1,27,31,41,63,29,56,35,37,52,37,39,14,43,28,40,34,19,47,91,40,44,15,26,50,72,53,53,86,56,72,16,29,38,43,63,61,44,33,15,76,18,20
TFF1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,169,0,2825,3,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0
TFRC,32,63,38,77,63,60,61,33,25,72,55,58,98,55,39,49,51,70,63,71,84,73,55,51,19,79,60,58,57,73,57,58,85,51,54,42,31,245,19,58,44,70
TGFA,45,2,39,0,14,15,2,20,10,1,13,0,0,0,1,0,1,25,9,0,0,1,3,5,0,16,8,0,0,0,6,7,2,9,2,0,20,3,35,1,61,15
TGFB1,15,15,11,14,7,42,23,15,25,41,20,52,0,35,4,35,15,15,7,13,15,6,2,5,23,14,16,22,78,74,6,1,6,9,18,35,26,0,35,6,23,20
TGFB3,0,0,0,1,0,0,3,0,3,0,3,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,2,0,6,0,0,31,4,1,8,0
TGFBR1,6,24,5,19,4,6,5,10,5,8,7,8,5,12,3,4,2,22,9,17,8,8,9,6,4,3,1,7,4,18,17,23,27,5,14,4,5,12,8,8,7,7
TGIF1,8,11,13,4,10,7,10,23,13,10,4,5,6,7,9,7,4,6,16,16,3,14,8,7,4,4,1,5,3,1,6,5,8,10,4,3,7,1,10,9,10,7
TGIF2,1,2,2,11,3,2,10,5,9,6,5,1,12,6,8,8,13,8,2,10,4,24,18,18,5,4,10,5,3,7,11,6,4,5,4,9,16,9,9,7,2,7
TH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
THBD,2,8,0,0,3,1,19,0,0,0,3,0,0,0,0,0,3,9,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,19,0,4,0,0,0,0,0,2
THBS1,20,26,321,300,64,9,251,0,7,292,82,317,0,0,0,1,25,296,55,31,0,0,17,89,70,109,0,207,110,168,7,5,7,198,283,0,0,29,60,6,25,13
THBS3,14,1,20,13,11,3,8,5,8,2,6,9,2,3,6,2,3,1,3,7,4,16,15,2,7,5,3,1,3,3,6,2,3,5,15,2,4,15,6,1,5,15
THBS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
THEM4,3,5,3,1,4,7,4,9,4,4,2,1,1,8,6,4,4,3,4,7,7,4,5,1,1,2,2,0,1,1,10,18,39,2,4,10,11,5,2,7,11,3
THPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
THRA,7,3,2,1,3,3,7,4,8,4,5,4,1,6,2,6,1,3,1,0,4,7,1,1,2,1,8,4,7,8,8,2,4,9,7,1,4,9,10,4,5,2
THRB,2,0,0,0,3,0,2,0,0,0,0,0,0,5,3,0,1,0,3,0,0,0,1,4,0,1,0,0,0,1,0,0,0,3,1,0,0,3,1,0,1,2
TIAM1,0,0,0,2,0,3,0,14,1,1,0,0,0,0,0,1,3,1,7,2,0,7,5,2,3,1,0,3,0,0,0,4,3,1,9,11,1,2,3,3,3,1
TICAM1,6,1,3,6,5,16,6,11,8,3,6,7,6,4,2,5,2,6,7,8,4,1,3,5,6,7,7,4,7,5,6,4,4,7,5,8,7,5,8,5,4,6
TIRAP,1,1,1,1,1,2,1,3,3,1,2,1,2,2,2,0,2,2,3,1,3,5,1,1,0,1,2,1,1,1,1,1,2,3,2,4,2,10,3,2,1,2
TLE1,13,13,8,6,13,13,12,6,8,9,16,1,14,0,6,4,17,21,13,7,0,5,23,22,15,5,1,9,0,9,23,11,10,35,15,0,0,9,15,7,8,12
TLE2,0,0,0,1,0,9,19,9,11,1,0,0,3,14,1,0,6,0,7,3,0,12,2,1,4,2,1,2,0,0,2,1,0,4,1,0,0,9,0,0,0,0
TLE3,2,0,1,0,1,3,3,4,3,5,4,5,8,3,2,1,8,6,24,3,4,5,4,1,0,1,7,3,1,1,3,2,1,1,2,21,9,6,6,3,2,2
TLE4,11,3,4,18,2,0,4,0,0,0,0,2,0,0,0,15,0,0,8,0,1,0,0,0,1,1,0,6,4,5,0,0,0,1,7,0,0,0,6,0,3,3
TLE6,0,0,0,0,0,0,0,2,2,0,0,0,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0,1,1,0
TLN1,68,25,37,60,22,93,27,15,33,56,52,102,37,39,9,55,12,67,91,67,20,24,35,33,34,15,21,101,49,54,38,56,25,116,138,45,17,16,51,25,21,67
TLR2,0,0,1,0,2,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5
TLR5,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
TLR9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TNF,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0
TNFAIP3,3,1,1,5,3,17,3,1,0,1,2,16,3,14,0,4,0,1,3,11,8,0,4,6,0,3,1,1,1,1,2,3,44,2,9,33,1,0,1,2,4,10
TNFRSF10A,6,13,7,1,3,16,3,16,14,4,5,1,5,9,12,7,6,14,6,12,16,3,6,4,2,7,21,0,0,11,0,0,0,3,0,6,14,5,3,0,0,7
TNFRSF10B,36,48,47,15,49,30,16,85,46,23,19,31,25,56,74,64,11,36,9,29,26,15,29,11,15,18,4,25,29,30,7,12,21,18,17,30,60,11,53,26,52,47
TNFRSF11A,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TNFRSF13C,0,0,0,0,0,0,0,1,2,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,1,0,0,0
TNFRSF1B,0,0,0,1,2,1,0,0,2,0,3,0,0,19,6,0,0,2,0,0,1,0,0,0,0,0,24,0,3,2,2,0,3,0,1,0,21,0,0,0,0,1
TNFSF14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TNNI3,0,0,0,0,0,1,2,7,0,0,0,0,2,8,0,0,0,0,0,2,0,0,4,3,0,2,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0
TNXB,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOLLIP,9,4,4,4,9,4,6,4,6,6,8,3,4,5,3,6,3,9,4,3,2,9,6,4,5,5,2,21,7,6,10,11,11,8,8,5,9,5,5,6,5,11
TP53,22,14,16,54,9,36,1,25,26,2,9,13,13,3,15,11,35,19,37,13,11,0,20,15,16,0,11,64,18,5,9,9,6,1,24,24,31,20,29,8,5,33
TP53AIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TP53BP1,9,4,8,7,3,6,13,8,6,7,3,5,7,8,5,7,4,3,3,7,6,10,10,4,5,6,3,5,6,9,6,7,6,14,5,12,6,9,18,4,5,5
TP53BP2,21,9,24,16,13,14,8,9,8,9,11,5,15,15,6,14,5,9,12,14,7,19,16,9,16,6,0,11,8,7,8,7,8,16,9,19,7,6,8,9,8,16
TP53I3,11,92,10,3,9,8,8,4,8,11,7,2,3,3,10,7,6,3,8,6,9,78,8,6,10,10,0,4,4,10,3,9,9,7,21,1,6,195,3,7,18,4
TP73,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,1,0,0,2,0,0,0,2,0,0,1,1,0,3,0,1,0,0
TRADD,7,2,10,5,12,8,6,3,7,8,10,3,2,4,3,4,6,4,7,3,9,5,4,4,4,5,13,2,9,6,6,3,4,4,4,14,8,7,3,6,4,13
TRAF1,0,1,1,0,0,2,0,1,2,1,5,0,0,0,0,0,0,2,0,4,0,2,1,0,0,0,8,0,2,0,10,2,1,0,14,7,0,0,1,0,3,2
TRAF2,11,15,7,9,9,15,4,3,11,6,9,4,11,11,9,11,9,12,13,9,12,5,9,6,14,5,14,8,9,8,6,6,8,8,10,7,5,15,8,7,6,6
TRAF3,5,8,5,6,3,13,8,7,7,9,4,4,7,4,2,11,4,7,3,8,5,9,10,5,7,4,1,14,11,3,8,5,10,11,7,8,6,3,6,4,7,5
TRAF3IP2,4,1,3,5,3,2,3,2,4,1,4,2,2,3,3,4,6,2,5,0,3,1,3,4,0,1,0,2,3,3,15,16,8,2,5,3,2,4,2,8,11,6
TRAF4,15,9,10,7,10,19,15,12,31,12,6,4,17,17,28,13,24,11,20,21,15,16,38,13,11,8,11,6,12,6,18,11,13,13,9,9,13,23,20,28,24,9
TRAF5,1,2,3,0,2,2,3,3,8,3,2,5,1,3,3,0,2,2,1,0,2,4,2,0,0,1,5,1,0,1,2,1,3,3,1,2,24,2,5,3,3,2
TRAF6,1,2,1,1,1,2,2,3,2,1,1,1,2,3,1,3,2,2,7,2,1,3,3,1,2,1,1,3,1,2,3,3,2,5,2,3,7,3,5,1,2,4
TRIM25,24,12,33,12,24,32,16,53,22,15,34,5,23,31,30,33,31,32,17,11,19,28,25,10,13,17,19,19,18,52,23,10,14,33,25,41,41,28,21,13,7,29
TRIP10,21,15,20,15,27,38,23,20,22,18,23,22,20,13,18,29,3,32,29,20,15,9,13,39,29,19,10,13,10,13,4,6,5,20,11,39,5,11,14,8,14,17
TRIP6,99,9,73,65,81,28,40,23,26,24,125,40,50,30,9,52,31,21,27,0,54,0,11,37,37,8,3,64,39,34,4,12,43,18,35,38,0,6,39,56,67,84
TSC1,3,3,4,3,2,5,3,6,6,4,3,2,5,4,6,6,4,5,3,3,2,4,7,1,6,2,4,3,3,4,3,4,4,5,5,4,4,8,5,2,3,6
TSC2,6,3,6,3,2,5,5,4,8,4,6,5,6,6,5,4,8,6,5,4,5,12,10,5,7,4,7,5,7,4,8,5,4,9,4,8,6,10,9,5,5,9
TSHR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSLP,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
TTI1,7,11,8,13,4,9,10,8,8,7,11,5,14,15,10,11,11,13,7,22,13,8,19,10,10,8,18,11,9,10,13,11,15,8,9,12,14,15,7,13,11,7
TXN,622,520,203,263,360,272,121,159,210,186,170,107,205,165,771,256,205,360,138,286,803,167,211,150,387,172,192,212,246,210,168,185,226,237,318,500,167,181,119,144,181,101
TXN2,39,20,29,46,28,23,43,27,38,25,23,18,44,44,50,24,41,29,29,20,38,28,14,27,24,19,46,35,29,29,18,48,54,22,38,28,28,41,18,51,46,21
TXNIP,0,0,36,4,35,3,6,0,166,11,221,29,45,278,41,32,25,114,0,3,15,0,6,89,2,47,115,32,33,88,6,24,16,62,137,79,352,33,735,15,15,120
TYK2,10,4,5,10,4,18,8,8,18,9,10,13,13,18,11,7,15,13,45,9,7,16,8,7,11,12,16,7,15,10,12,12,8,9,14,20,8,9,12,17,13,9
UBC,422,317,316,184,434,360,274,227,176,215,429,279,245,278,365,325,217,339,231,335,399,271,231,310,500,409,269,402,428,350,170,197,443,586,410,184,230,363,175,150,250,219
UCP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ULK1,10,12,4,3,5,4,11,4,9,8,6,4,4,11,9,5,18,3,4,5,7,12,8,2,3,6,6,6,7,5,5,3,5,7,5,4,6,13,9,2,4,9
ULK2,0,3,2,3,1,3,5,2,5,3,0,2,1,0,0,0,2,1,2,2,1,3,2,0,0,1,0,1,2,1,4,0,1,4,3,0,2,4,5,2,0,1
USP25,7,7,9,2,4,17,9,9,9,8,2,7,5,11,3,14,2,3,12,3,4,15,28,10,14,7,3,4,5,6,5,2,3,15,12,8,10,3,5,3,2,8
USP7,13,26,19,16,10,18,14,22,21,15,8,9,23,20,15,29,23,15,13,23,29,25,15,11,21,11,52,13,26,12,14,13,14,23,11,27,30,24,14,13,25,15
VANGL1,6,5,7,6,3,8,7,6,7,5,7,3,8,3,2,4,7,11,13,13,8,3,7,5,10,9,4,3,3,11,18,9,4,10,11,1,3,3,9,4,3,3
VANGL2,5,0,9,0,4,1,3,0,0,2,0,0,1,3,0,0,0,0,1,0,0,7,11,3,4,0,0,1,0,0,1,1,3,0,0,0,1,0,3,7,0,12
VASP,28,24,17,15,23,26,22,22,43,98,13,38,19,36,13,42,13,17,29,27,9,16,10,15,17,13,7,16,26,28,12,12,11,23,35,22,24,16,16,9,19,36
VAV2,12,5,8,10,6,14,6,9,7,10,8,4,14,0,10,9,16,12,6,8,7,6,11,6,18,4,6,8,8,5,6,2,4,22,12,5,13,12,20,2,5,11
VAV3,2,1,7,0,1,0,0,0,0,0,0,0,18,0,0,0,4,0,8,1,0,0,20,0,0,0,0,0,2,0,0,8,0,6,1,0,0,27,1,8,1,0
VDAC1,139,198,121,142,229,126,78,72,101,115,123,87,94,79,55,117,116,120,116,105,233,68,81,148,154,65,122,83,178,92,154,131,145,222,90,164,99,52,93,163,177,62
VDAC2,50,97,60,48,112,121,74,58,68,63,77,40,87,109,95,64,65,53,71,62,108,58,100,123,123,163,34,55,38,47,51,40,42,70,50,48,91,70,40,49,61,34
VDAC3,24,73,30,90,45,45,46,20,33,52,16,29,61,46,63,43,20,30,27,32,55,58,77,29,85,28,23,30,38,42,23,26,52,52,31,64,30,60,25,23,45,19
VEGFA,21,2,2,4,3,17,4,14,17,3,6,59,7,47,54,8,6,23,7,3,2,3,3,13,1,6,6,6,6,16,1,3,1,8,19,4,21,2,109,1,6,2
VEGFB,13,7,18,25,32,36,32,11,24,15,32,29,9,23,4,23,10,27,30,6,8,19,24,23,22,11,31,55,8,24,27,8,19,20,29,21,16,22,28,59,20,26
VEGFC,6,4,3,5,25,6,5,0,0,11,16,23,0,0,0,3,0,22,0,0,1,0,1,0,0,28,0,23,28,28,0,0,1,2,5,0,0,0,3,0,3,6
VHL,4,9,9,29,8,11,8,31,33,16,11,6,12,93,19,10,23,10,8,10,9,20,16,7,10,8,17,11,12,7,13,7,10,19,12,21,29,19,23,5,7,25
VIPR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WDR24,3,1,3,1,2,6,1,2,6,1,1,1,1,4,3,2,2,2,2,1,2,5,2,1,3,2,5,2,3,1,6,2,2,3,2,6,3,4,5,3,2,4
WDR59,5,4,9,2,6,5,5,7,8,6,4,2,7,5,10,8,8,1,6,5,5,6,3,2,2,2,5,2,4,3,4,3,4,5,2,8,13,6,3,3,4,7
WIF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT10A,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,11,0,0,0,12,0,0,1,1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,3
WNT10B,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,5,1,0,0,1,8,2,1,0,0,1,1,0,0,0,0,0,4,0,0,0,0,1,0,0,4,0
WNT11,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
WNT16,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT2B,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6
WNT3,4,2,3,0,1,2,2,1,2,3,1,0,0,1,0,0,0,1,0,1,1,7,1,0,7,1,0,1,2,1,0,0,0,3,1,5,3,0,4,0,0,1
WNT3A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WNT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
WNT5A,1,0,0,3,0,0,0,0,0,24,0,34,2,0,0,11,0,0,2,0,3,0,14,5,0,3,1,4,21,2,0,0,0,1,10,0,0,0,9,0,1,7
WNT6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
WNT7A,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,56,0,9,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0
WNT7B,0,27,0,0,0,28,15,3,3,2,2,4,28,0,0,1,5,10,17,0,0,0,3,8,0,6,0,0,9,0,0,0,0,29,0,15,2,3,3,0,0,6
WNT9A,0,0,0,0,0,1,4,1,0,0,1,0,4,0,0,0,2,6,6,1,0,2,1,1,1,26,1,0,2,0,0,0,0,10,2,0,0,6,1,0,0,0
WNT9B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WTIP,0,0,1,1,0,0,2,1,0,1,0,1,1,0,0,0,0,1,0,1,0,4,0,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,1
WWC1,14,13,27,2,24,29,24,7,17,5,5,0,25,0,3,9,7,8,29,5,5,2,15,41,17,4,4,5,1,1,3,2,3,19,0,0,6,14,5,2,1,21
WWTR1,23,19,34,12,34,10,10,11,1,7,13,8,45,0,1,6,1,11,11,7,9,2,15,8,2,7,0,2,6,10,30,52,29,29,24,0,1,5,43,10,94,19
YAP1,11,15,18,30,15,31,129,42,36,24,14,36,27,0,13,48,7,38,33,39,12,44,17,37,46,21,0,270,22,13,12,14,12,37,27,4,57,34,19,31,17,40
YWHAB,76,112,89,140,112,107,85,54,70,71,97,41,87,63,78,94,101,128,94,183,81,36,106,141,109,87,58,130,67,111,119,56,121,112,107,40,115,94,45,121,80,86
YWHAE,180,230,172,241,160,178,137,138,181,184,115,122,195,108,208,232,221,237,143,169,262,69,120,125,385,100,115,306,310,134,62,143,166,101,151,178,242,155,174,189,188,111
YWHAG,188,134,170,112,93,96,134,81,92,100,121,81,110,118,39,80,106,72,59,70,162,168,106,73,91,65,139,107,229,80,70,42,147,86,97,149,93,98,93,83,134,124
YWHAH,39,47,68,66,53,82,58,45,46,21,40,102,90,34,40,28,29,64,117,40,42,50,54,67,94,34,30,56,61,43,18,65,68,89,87,57,44,26,35,40,34,41
YWHAQ,287,370,192,251,210,218,136,102,119,245,233,132,175,89,114,161,135,220,255,203,178,237,264,106,161,147,158,86,295,179,145,135,130,141,185,178,141,78,176,118,97,123
YWHAZ,132,146,105,192,139,142,139,183,150,143,148,120,108,88,135,124,219,161,157,92,61,43,153,118,200,171,55,90,114,125,94,147,225,128,109,48,97,84,74,117,115,189
ZAP70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
ZFYVE16,3,8,6,7,4,6,5,6,4,6,1,2,5,4,5,4,4,3,5,5,4,7,10,2,4,2,1,1,6,3,17,29,45,9,5,7,5,5,5,18,8,5
ZFYVE9,3,4,2,3,2,4,10,7,7,4,3,5,8,4,4,4,1,5,7,3,2,9,6,5,6,4,0,5,3,4,5,5,3,10,4,0,5,3,8,3,4,3
ZMAT3,4,2,10,4,7,3,2,7,2,2,4,3,3,3,1,5,2,2,1,5,1,4,2,1,1,0,1,1,2,2,5,8,9,2,3,3,2,2,5,12,12,26
ZNF274,1,4,3,5,2,3,2,2,2,3,3,4,3,7,0,4,2,7,8,6,2,4,4,4,4,2,5,0,1,5,4,1,2,6,5,0,4,7,1,2,4,2
ZNRF3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
