symbol,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,EKVX,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62,UO-31
FFAR2,1,1,-1,-1,-1,-1,0,-1,0,1,-1,0,0,0,0,0,-1,0,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,-1
FGF1,1,0,0,1,1,0,0,-1,0,1,0,-1,0,0,0,1,1,0,0,1,1,1,1,2,0,-1,0,1,1,1,1,1,-1,0,0,1,0,1,1,-1,-1,-1
FGF10,1,1,0,1,1,2,2,0,-2,1,1,1,0,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,-1,0,2,1,1,1,1,1,1,0,1,1
FGF17,-1,-1,-1,1,0,0,-1,-1,2,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,0,0,0,0,-1,0,-2,0,-1
FGF18,1,0,0,1,1,-1,0,0,0,1,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,-1,0,0,1,0,1,1,-1,-1,-1
FGF19,-1,0,0,-1,0,0,2,-1,0,1,1,1,0,0,0,1,1,1,1,2,-1,1,-1,0,1,1,1,1,1,-1,2,1,2,2,-1,0,1,1,-1,-1,-1,1
FGF2,0,-1,0,-1,0,-1,1,0,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,0,-1,-1,0
FGF20,-1,1,0,1,0,1,-1,0,2,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,0,0,2,-1,-1,-1,-1,0,0,1,1,-1,-1,1,0,1,0,-1,0,-1,1,1
FGF22,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1
FGF3,-1,0,0,-1,0,0,2,-1,0,1,1,1,0,0,0,1,1,1,1,2,-1,1,-1,0,1,1,1,1,1,-1,2,1,2,2,-1,0,1,1,-1,-1,-1,1
FGF4,-1,0,0,-1,0,0,2,-1,0,1,1,1,0,0,0,1,1,1,1,2,-1,1,-1,0,1,1,1,1,1,-1,2,1,2,2,-1,0,1,1,-1,-1,-1,1
FGF5,-1,-1,0,-1,0,-1,1,0,0,0,-1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0
FGF6,-1,0,1,0,1,-1,0,0,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,0,1,0,0,0,-1,0,-1,-1,0,1,-2,0,-1,0,1
FGF8,0,0,1,0,0,0,0,1,0,1,0,-1,0,-1,0,0,-1,0,-1,0,1,1,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,1,0,-1,-1,-1
FGF9,-1,-1,0,1,1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,0,-1,-1,0,1,-1,0
FGFR1,-1,0,0,1,0,0,-1,0,0,0,-1,1,1,0,0,1,-1,-1,-1,-1,-1,0,-2,-1,1,-1,-1,-1,0,1,0,-1,0,0,0,0,0,1,0,-1,-1,0
FGFR2,-1,0,1,-2,0,0,1,2,0,-1,0,-1,0,-1,0,-1,0,0,-1,-1,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,0,0,-1,0,-1,-1,-1
FGFR3,-1,-1,-1,-1,1,0,-1,-1,0,0,-1,-1,-1,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-2,0,1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1
FGFR4,1,0,0,1,1,-1,0,0,0,1,0,-1,0,0,0,1,-1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,-1,0,0,1,0,0,1,-1,-1,-1
FGR,-1,-1,-1,1,-1,-1,-1,-1,0,-1,0,1,0,1,0,0,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,0,1,0,1,-1,0,0,0,-1,-1,1,1,0,-1
FLCN,0,1,1,1,-1,-2,-1,-1,0,1,-1,1,0,-1,0,1,-1,0,-1,-1,1,0,1,-1,-1,-1,-1,1,0,0,-1,-1,0,-1,-1,0,0,-1,1,-1,0,-1
FLNB,-1,-1,0,0,-1,-1,-1,0,0,0,0,1,-1,-1,0,0,-1,0,-1,-1,0,0,-1,0,1,1,0,-1,0,-1,1,0,1,-1,0,0,0,-1,0,-2,-1,1
FLNC,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,1,1,1,1
FLOT1,-1,-1,-1,1,-1,0,-1,-1,0,0,-1,1,-1,1,-1,1,0,1,1,0,-1,1,1,1,1,0,1,1,0,1,0,-1,-1,0,0,1,0,0,-1,-1,-1,-1
FLOT2,0,1,1,-1,0,0,-1,0,0,1,0,-1,0,1,0,1,-1,0,0,0,1,-1,1,-1,-1,-1,0,1,1,0,-1,0,0,2,-1,0,0,1,1,0,0,-1
FLT1,-1,-1,0,1,1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,0,-1,-1,0,1,-1,-1
FLT3,-1,-1,0,1,1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-1,0,-1,-1,0,1,-1,-1
FLT3LG,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,1,-1,1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,-1
FLT4,1,0,0,1,1,-1,1,0,0,1,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,-1,0,0,1,0,0,1,-1,-1,-1
FN1,-1,0,1,-1,0,-1,1,0,0,1,0,1,0,-1,0,1,0,-1,-1,0,1,1,0,0,-1,0,-1,1,0,1,0,1,0,0,-1,-2,0,-1,0,1,0,-1
FNIP1,1,0,0,1,1,-1,-1,0,0,1,0,-1,0,0,0,1,1,0,0,1,1,1,1,1,0,-1,0,-1,1,1,1,0,0,0,0,1,0,0,1,0,-1,-1
FNIP2,0,-1,0,-1,0,-2,0,0,2,0,0,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0
FOS,-1,0,-1,-1,-1,1,0,0,0,0,0,-1,0,-1,0,0,1,0,-1,0,1,-1,1,0,-1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,-1,0,-1
FOSB,1,1,-1,-1,-1,-1,-1,-1,0,2,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,-1
FOSL1,-1,0,0,-1,0,0,0,-1,0,-1,0,1,0,0,0,1,1,1,1,-1,-1,1,-1,0,1,1,1,1,-1,-1,-1,-1,-1,2,-1,0,1,1,-1,-1,-1,1
FOXO1,-1,-1,0,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,1,-1,-2,0,-1,-1,0,1,-1,-1
FOXO3,-1,-1,0,1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,0,-1,1,0,0,0,0,-1,0,0,0,0,-1,0,-1,-1,-1
FRAT1,1,0,1,0,1,0,0,0,0,1,0,-1,0,-1,0,-1,1,0,-1,0,1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,-2,-1,-1
FRAT2,1,0,1,0,1,0,0,0,0,1,0,-1,0,-1,0,-1,1,0,-1,0,1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,0,-2,-1,-1
FRMD1,-1,-1,0,1,-1,-1,0,0,0,-1,-1,-1,-1,1,0,-1,-1,1,0,0,-1,0,-1,1,-1,0,0,1,0,-2,0,0,-1,0,0,0,-1,-1,0,-1,-1,-1
FRMD6,-1,0,0,-1,-1,2,0,0,0,0,0,-1,0,-1,0,0,1,1,-1,0,1,0,1,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,-1,1,0
FRS2,0,0,2,-1,1,1,-1,0,0,0,0,-1,0,0,0,1,2,-1,-1,1,1,0,0,1,-1,1,0,0,0,0,0,-1,1,1,-1,0,0,1,0,2,1,1
FST,1,1,0,1,1,0,-1,0,0,-1,1,1,0,0,0,1,0,0,-1,-1,1,1,0,-1,1,-1,1,0,1,-1,0,1,1,0,0,1,1,1,1,-1,0,0
FXYD1,1,1,-1,-1,0,-1,0,-1,0,1,-1,0,0,0,0,0,-1,0,1,-1,-1,-1,1,2,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,-1
FXYD2,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,1,0,1,1,-1,-1,1,-1,1,-1,0,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,1
FYN,-1,-1,0,1,-1,-1,0,0,2,-1,-1,-1,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,0,-1,1,0,0,0,0,-1,0,0,0,0,-1,0,-1,-1,-1
FZD1,1,1,1,0,1,1,2,0,0,0,1,1,1,1,0,0,2,0,-1,1,1,1,0,2,-1,1,1,1,1,-2,1,1,1,-1,1,1,1,-1,0,1,1,2
FZD10,-1,0,2,-1,1,0,-1,-1,2,-1,-1,-1,0,0,1,1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,0,0,-1,0,1,0,-1,0,0,1,-1,-2,1,1
FZD2,1,1,1,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,1,-1,1,1,0,1,1,-1,1,0,0,1,-1,0,-1,1,1,0,0,-1
FZD3,-1,0,0,1,0,0,-1,0,0,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,0,0,0,-1,0,-1,0,0
FZD4,-1,0,0,0,-1,0,2,0,0,-1,-1,1,0,0,0,1,-1,0,1,-1,0,1,-1,0,1,1,0,1,0,-1,-1,-1,-1,0,-1,0,1,1,-1,0,0,1
FZD5,1,0,1,-1,0,-1,0,0,0,1,0,1,0,-1,0,1,0,-1,0,0,1,1,0,0,-1,0,0,1,0,1,0,1,-1,0,-1,0,1,-1,0,1,1,-1
FZD6,1,0,0,1,1,1,1,2,0,1,1,2,1,0,1,1,2,1,1,1,0,-1,-1,1,1,1,0,-1,0,1,1,1,1,0,0,-2,0,1,0,1,1,1
FZD7,1,0,1,-1,0,-1,0,0,0,1,0,1,0,-1,0,1,0,0,0,0,1,1,0,0,-1,0,0,1,0,1,0,1,-1,0,-1,0,1,-1,0,1,1,-1
FZD8,1,0,0,0,0,-1,1,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,0,1,-1,1,0,1,-1,-1,-1,-1,0,-1,-1,0,-1,0,0,1,-1,-1,-1,0
FZD9,1,0,1,-1,0,0,1,0,2,-1,1,1,1,1,0,0,0,0,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,0,1,1
G6PC3,1,1,1,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,1,-1,1,1,0,1,1,-1,1,0,0,1,-1,0,-1,1,1,0,0,-1
GAB1,0,-1,0,-1,0,1,1,0,0,0,0,-1,-1,0,0,-1,1,0,-1,0,0,0,0,-1,1,1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0
GAB2,-1,0,0,0,0,0,2,-1,0,-1,-1,1,0,0,0,1,1,0,1,1,-1,1,2,0,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,1
GABARAP,1,1,1,1,-1,0,-1,-1,0,-1,-1,1,0,-1,0,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,1,-1,0,-1,0,0,-1,-1,0,1,-1,1,0,0,-1
GABBR1,-1,-1,-1,1,-1,0,-1,-2,0,0,-1,1,-1,1,-1,1,0,1,1,-1,-1,1,-1,1,1,0,1,1,0,1,0,-1,-1,0,0,0,0,0,-1,-1,-1,-1
GABBR2,1,-1,0,1,-1,0,-1,0,0,-1,-1,-1,0,0,0,1,-1,0,0,0,1,0,-1,-1,-1,0,-1,0,0,1,0,0,0,0,1,0,0,-1,1,-1,-1,-1
GADD45A,0,-1,0,1,0,-1,0,0,0,0,0,1,0,0,0,0,-1,-1,1,0,1,1,0,1,1,1,-1,1,0,1,0,1,-1,2,1,0,0,-1,1,0,1,0
GADD45B,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1
GADD45G,1,-1,0,1,-1,0,-1,0,0,-1,-1,-1,0,-1,0,0,-1,0,0,0,1,0,-1,-1,-1,0,-1,0,0,1,-1,0,0,0,1,0,0,0,1,-1,-1,-2
GAPDH,-1,0,1,0,1,-1,0,0,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,0,1,0,0,0,-1,0,-1,-1,0,1,-2,0,-1,0,1
GAS1,1,-1,0,1,-1,0,-1,0,0,-1,-1,-1,0,-1,0,1,0,0,0,0,1,0,-1,-1,1,0,-1,0,0,1,0,0,0,0,1,0,0,-1,1,-1,-1,-1
GATA4,-1,0,-1,1,0,0,-1,-1,0,-1,-1,1,1,0,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,0,1,0,-1,-1,0,0,0,0,-1,0,-1,0,0
GCGR,0,1,1,-1,1,0,1,1,0,1,1,-1,0,0,-1,1,-1,0,-1,0,1,1,0,1,-1,1,0,1,1,1,1,0,2,2,-1,0,1,1,1,-1,0,-1
GCK,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,-1,0,1,1,1,1,-1,1,-1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,0,1,1
GDF5,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,-1,1,0,1,1,-1,1,1,1,1,0,1,0,1,1,2,1,0,1,0,1,1,-1,1,1,1
GDF6,1,0,0,1,1,1,2,2,0,1,1,2,1,0,1,1,1,1,-1,1,0,-1,-1,0,1,1,0,-1,0,1,0,1,1,0,0,0,0,1,0,1,1,1
GDF7,1,1,1,-1,0,0,-1,0,0,1,0,1,0,0,0,1,-1,-1,1,1,1,1,-1,0,-1,0,0,1,0,1,0,1,1,-1,-1,0,1,-1,0,1,1,-1
GDNF,1,0,0,1,1,2,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,-1,0,1,0,1,1,1,1,1,-1,1,-1
GFAP,1,1,1,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,1,2,1,1,0,1,1,-1,1,0,0,1,-1,0,-1,1,1,0,0,-1
GH1,1,1,1,-1,2,0,1,2,0,1,1,-1,0,0,0,1,1,0,-1,0,1,1,0,-1,1,1,0,1,1,1,1,1,1,0,-1,0,1,1,1,1,1,-1
GHR,1,0,0,1,1,2,2,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,0,2,0,1,1,1,1,1,-1,1,0
GHRL,-1,0,-1,1,1,-1,-1,-1,0,1,0,1,-1,1,0,0,1,0,-1,-1,-1,-1,0,0,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,-1,-1,-1,1
GHSR,0,-1,0,0,1,1,-1,0,0,0,1,1,-1,0,0,0,1,0,0,1,0,1,1,0,-1,0,2,-1,0,1,1,1,1,0,1,0,0,2,1,0,1,1
GLI1,-1,0,1,-1,1,0,-1,-1,0,-1,0,-1,0,0,0,1,-1,-1,-1,1,1,-1,1,0,1,1,0,0,0,-1,-1,-1,0,0,-1,0,0,1,-1,-1,0,1
GLI2,0,0,1,-1,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1,-1,-1,1,0,0,-1,1,-1,0,-1,0,-1,-1,0,2,0,-2
GLI3,1,0,1,1,1,1,2,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,-1,1,-1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,1,1,1
GLP1R,-1,-1,0,1,-1,0,-1,-1,0,1,-1,1,2,1,0,1,1,1,1,0,-1,2,-1,1,-1,0,-1,1,0,1,0,-1,-1,0,0,0,0,0,-1,-1,-1,-1
GNA11,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1
GNA12,1,-1,1,1,1,0,2,0,0,-1,1,1,1,0,0,0,1,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,-1,1,1
GNA13,1,1,1,-1,2,0,1,2,0,1,1,-1,0,0,0,1,1,0,-1,0,1,1,0,-1,1,1,0,1,1,1,1,1,2,0,-1,0,1,1,1,1,1,-1
GNA14,1,0,0,1,0,1,-1,0,0,-1,0,-1,0,-1,0,1,0,0,0,0,1,0,-1,-1,1,0,-1,0,0,1,0,0,1,1,1,0,0,-1,1,-1,-1,0
GNA15,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1
GNAI1,2,1,2,1,1,1,2,1,0,0,2,1,1,1,1,0,2,0,-1,1,1,1,1,1,-1,1,1,1,2,0,1,1,1,-1,1,1,1,1,0,1,2,2
GNAI2,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,1,-1,-1,0,0,-2,0,-1,-1,-1,-1,1,-1,1,0,0,1,0,-1,1,-1,1,-1,0,0,-1,-1,-1,-2,-1,1
GNAI3,-1,-1,-1,1,0,-1,0,0,0,-1,1,1,0,1,0,0,1,1,1,0,-1,1,0,-1,1,1,-1,1,0,1,2,1,-1,2,0,0,0,-1,1,-1,1,-1
GNAL,-1,-1,0,0,1,1,-1,0,0,1,0,1,-1,0,-1,0,1,0,1,-1,0,1,1,-1,1,1,1,0,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,-1
GNAO1,1,0,1,-1,1,-1,0,-1,0,0,0,-1,0,0,-1,-1,-1,-1,1,0,1,0,-1,-1,1,0,1,-1,1,-1,-1,-1,-1,0,-1,0,1,-1,-1,-1,-1,1
GNAQ,1,0,0,1,0,1,-1,0,0,-1,0,-1,0,-1,0,1,0,0,0,0,1,0,-1,-1,1,0,-1,0,0,1,0,0,1,1,1,0,0,-1,1,-1,-1,0
GNAS,1,0,0,1,1,0,1,-1,0,0,1,1,1,0,1,1,1,1,-1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
GNB1,-1,-1,-1,1,-1,-1,-1,-1,2,-1,0,1,0,1,-1,-1,-1,-1,-1,1,-1,1,2,-1,-1,1,1,1,0,1,-1,2,-1,0,0,0,-1,-1,0,0,0,-1
GNB2,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,2,0,0,1,1,1,-1,2,-1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,-1,-1,1,1
GNB3,-1,0,1,0,1,-1,0,0,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,-1,-1,-1,0,1,-1,0,1,0,0,0,-1,0,-1,-1,0,1,-2,-2,-1,0,1
GNB4,0,-1,0,0,1,1,-1,0,0,0,1,1,-1,0,0,0,0,0,-1,1,0,1,1,0,-1,0,2,-1,0,1,1,1,1,0,1,0,0,2,1,1,1,1
GNB5,0,1,0,-1,0,1,1,0,0,-1,-1,-1,0,0,0,0,2,-1,-1,0,1,0,0,-1,-1,-1,2,0,0,1,0,-1,0,0,-1,0,0,0,1,1,0,-2
GNG10,1,-1,0,1,0,1,-1,-1,0,-1,-1,-1,0,0,0,1,-1,0,-1,-1,1,0,-1,-1,1,0,-1,0,0,1,-1,0,0,0,1,0,-1,1,1,-1,-1,-1
GNG11,1,1,2,0,1,1,2,0,0,0,1,1,1,1,0,0,2,0,-1,1,0,1,0,2,-1,1,1,1,1,-2,1,1,1,-1,1,1,1,-1,0,1,1,2
GNG13,-1,-1,1,-1,-1,-1,-1,-2,0,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,0,1,-1,1,-1,-1,1,-1,0,-1,0,-1,-1,-1,-1,-1,1
GNG4,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,-1,0,1,0,1,1,0,1,1,-2,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,-1
GNG5,-1,-1,0,1,-1,-1,1,0,0,-1,1,1,0,0,0,0,-1,1,1,0,0,1,0,1,1,1,-1,1,0,1,0,1,-1,-1,1,0,0,-1,1,1,-1,0
GNG7,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1
GNG8,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,-1
GNGT2,1,1,1,-1,0,0,-1,1,0,1,0,-1,0,0,0,1,-1,0,-1,0,1,1,0,-1,1,1,0,1,1,-1,1,0,0,0,-1,0,0,1,1,0,0,-1
GPR161,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,0,1,-1,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,-1
GRB10,1,0,1,1,1,1,1,0,0,1,2,1,1,0,0,-1,-1,0,1,1,-2,1,-1,1,-1,1,1,1,1,1,1,0,1,-1,1,1,1,1,1,0,1,1
GRB2,1,1,1,-1,1,0,1,1,0,1,1,-1,0,0,-1,1,1,0,1,0,1,1,0,-1,1,1,0,1,1,-1,1,0,1,0,-1,0,1,1,1,-1,0,-1
GREM1,0,1,0,-1,0,1,1,0,0,-1,-1,-1,0,0,0,0,-1,-1,-1,0,1,0,0,-1,-1,1,-1,0,-1,1,0,-1,0,0,-1,0,0,0,1,1,0,-2
GRIA1,1,0,0,1,1,0,0,0,0,1,0,-1,0,0,0,1,1,0,0,1,1,1,1,2,1,1,0,1,1,1,1,1,-1,0,0,1,0,1,1,-1,-1,0
GRIA2,0,-1,0,-1,0,-2,1,0,0,0,0,-1,-1,0,0,-1,1,0,-1,0,0,1,0,-1,-1,-1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,1
GRIA4,-1,-1,0,0,-1,1,2,0,0,-1,-1,1,0,0,0,1,-1,1,1,-1,0,1,-1,0,1,1,1,2,0,-1,-1,-1,-1,0,-1,0,1,1,-1,1,0,1
GRIN1,0,-1,-1,1,-1,0,-1,-1,0,-1,-1,-1,0,0,-1,1,-1,0,0,-1,1,-1,-1,-1,1,0,1,-1,0,0,-1,-1,0,0,1,0,-1,1,1,-1,-1,-1
GRIN2A,1,0,1,-1,0,-1,-1,-1,0,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,1,0,-1,1,-1,0,-1,0,0,0,-1,-1,1,1
GRIN2B,-1,1,2,0,1,-1,0,0,0,1,-1,-1,0,-1,0,1,-1,-1,-1,1,0,0,0,1,0,-1,0,1,0,0,0,-1,1,-1,-1,0,1,-2,0,0,1,1
GRIN2C,1,1,1,-1,1,0,1,1,0,1,1,-1,0,0,-1,1,-1,0,1,0,1,1,0,-1,1,1,0,1,1,-1,1,0,1,0,-1,0,1,1,1,-1,0,-1
GRIN2D,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,-1
GRIN3A,1,-1,0,1,0,1,-1,0,0,-1,-1,-1,0,0,0,1,0,0,-1,0,1,0,-1,-1,-1,0,-1,0,0,1,0,0,1,1,1,0,0,-1,1,-1,-1,0
GRIN3B,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1
GRK1,-1,-1,0,1,1,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,0,1,-1,-1,1,-1,1,0,1,-1,-1,1,-1,-1
GRK4,-1,-1,-1,-1,1,0,-1,-1,0,0,-1,-1,-1,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,0,1,-1,-1,-1,-1,-1,0,-1,0,0,-1,-1,-1
GRK5,-1,0,1,-2,0,0,0,1,0,-1,0,-1,0,-1,0,0,-1,0,-1,-1,1,1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,0,-1,0,-1,-1,-1
GRK6,1,0,0,1,1,-1,0,0,0,1,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,1,0,1,1,1,1,1,-1,0,0,1,0,0,1,-1,-1,-1
GRK7,-1,0,0,0,1,1,-1,0,0,0,1,1,-1,0,0,0,0,-1,0,1,-1,1,1,2,-1,-1,1,-1,0,1,1,1,1,0,1,0,0,1,0,0,2,1
GRM1,-1,-1,0,1,-1,-1,1,0,0,-1,-1,-1,-1,1,0,0,-1,-1,0,0,0,0,-1,-1,-1,0,-1,1,0,0,0,0,-1,1,0,0,1,-1,0,-1,-1,0
GRM2,-1,-1,-1,0,-1,-1,-1,-1,0,-1,0,1,-1,-1,0,0,-2,0,-1,-1,-1,-1,0,0,1,0,0,-1,0,-1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,1
GRM3,1,1,1,0,1,1,2,0,-2,0,1,1,1,1,0,0,2,0,-1,1,1,1,0,2,1,1,1,1,1,-2,1,1,1,-1,1,1,1,1,0,1,1,2
GRM4,-1,-1,0,1,-1,0,-1,-1,0,1,-1,1,-1,1,-1,1,0,1,1,-1,-1,1,-1,1,1,0,0,1,0,1,0,-1,-1,0,0,0,0,0,-1,-1,-1,-1
GRM8,1,1,2,0,1,1,0,1,0,0,1,1,1,1,0,0,2,0,0,1,1,1,0,1,-1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,1,1,2,1
