symbol,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,EKVX,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62,UO-31
GSDMD,1,1,-1,1,1,0,-1,1,0,1,1,2,1,0,1,2,0,0,-1,2,-1,1,-1,2,2,0,-1,1,0,1,-1,0,1,0,0,0,-1,1,-1,0,0,1
GSK3A,1,1,-1,-1,-1,0,-1,-1,0,1,-1,0,0,0,0,0,-1,0,1,-1,-1,-1,-1,1,-1,-1,-1,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,0,0,-1
GSK3B,-1,0,0,0,1,-1,-1,0,0,0,0,1,-1,-1,0,0,0,-1,0,1,-1,-1,1,1,1,1,0,-1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
GTF2I,1,0,1,-1,0,0,1,0,0,-1,1,1,1,1,0,0,1,0,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,2,1
GTF2IRD1,1,0,1,-1,0,0,1,0,0,-1,1,1,1,1,0,0,1,0,-1,1,1,1,-1,-1,-1,1,1,1,1,-1,1,-1,1,-1,1,1,1,1,-1,1,2,1
GTSE1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,0,-1,0,-1,-1,-1,-1,1,-1
GYS1,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,-1
HBEGF,1,0,0,1,1,-1,0,0,0,1,0,-1,0,0,0,1,1,0,0,1,1,1,1,2,0,1,0,1,1,1,1,1,0,2,0,1,0,1,1,-1,-1,-1
HCAR1,-1,0,1,-1,1,0,-1,0,0,-1,-1,-1,0,0,1,1,-1,0,-1,1,1,-1,-1,-1,1,1,0,-1,0,0,-1,0,1,0,-1,0,0,1,0,-1,0,1
HCK,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,-1,1,1,1
HDAC1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,0,1,0,1,0,0,-1,-1,1,-1,-1,1,-1,0,-1,0,1,1,0,1,0,1,-1,0,0,0,-1,-1,1,1,0,-1
HDAC2,-1,-1,0,1,-1,-1,1,0,0,-1,-1,-1,-1,0,0,0,-1,-1,1,-1,0,0,0,-1,-1,0,-1,1,0,0,0,0,-1,0,0,0,1,-1,0,-1,-1,0
HDAC3,1,0,0,1,1,0,0,-1,0,1,0,-1,0,0,0,1,1,0,0,1,1,1,1,2,0,-1,0,1,1,1,1,1,0,0,0,1,0,1,1,-1,-1,-1
HDAC4,-1,0,1,-1,0,-1,0,0,0,0,-1,1,0,-1,0,-1,-2,-1,-1,0,1,1,-1,-1,-1,0,-1,1,0,1,-1,1,-1,0,-1,0,0,-1,0,0,1,-1
HDAC5,1,1,1,-1,0,0,-1,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,1,1,1,-1,1,1,0,1,1,-1,1,0,0,1,-1,0,-1,1,1,0,0,-1
HES1,-1,-1,0,0,1,0,-1,0,0,0,1,1,-1,0,0,0,1,0,-1,1,-1,1,1,1,-1,0,1,-1,0,1,1,1,1,0,1,0,1,2,1,-1,1,1
HES5,-1,-1,-1,1,-1,-1,-1,-1,2,-1,0,1,0,1,-1,-1,-1,-1,-1,1,-1,1,2,-1,-1,1,1,1,0,1,-1,2,-1,0,0,0,-1,-1,0,0,0,-1
HEY1,1,0,0,1,1,1,-1,2,0,1,1,2,1,0,1,1,1,-1,-1,1,0,0,0,1,1,1,-1,-1,0,1,1,1,1,0,0,0,0,1,0,1,1,0
HEY2,-1,-1,0,1,-1,-1,1,0,0,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,0,0,-1,-1,-1,0,-1,1,0,0,0,0,-1,1,0,0,1,-1,0,-1,-1,0
HEYL,-1,-1,-1,1,0,-1,2,-1,0,-1,0,1,-1,1,0,0,-1,-1,1,-1,-1,1,-1,0,-1,0,1,1,0,1,0,1,-1,0,0,0,-1,-1,1,1,0,-1
HHAT,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,-1,0,1,0,1,1,0,-1,-1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,-1
HHATL,-1,-1,0,0,-1,-1,-1,0,0,0,0,1,-1,1,0,0,-1,0,-1,-1,-1,0,0,-1,1,1,0,1,0,0,1,0,1,-1,0,0,1,1,0,-1,-1,1
HHIP,0,-1,0,-1,0,1,1,0,0,0,0,-1,-1,0,0,-1,0,0,-1,0,0,0,0,-1,1,1,-1,-1,0,-1,0,-1,-1,0,-1,0,0,-1,0,-1,-1,0
HIF1A,-2,0,0,-1,-1,1,0,0,0,0,1,-1,0,-1,0,0,2,0,-1,0,1,0,1,0,1,1,-1,0,-1,0,0,-1,-1,2,0,0,0,1,0,0,1,0
HK1,0,0,1,0,1,0,-1,-1,0,1,1,-1,0,1,0,-1,-1,0,0,0,1,1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,-1,-1,-2,-1,-1
HKDC1,0,0,1,0,1,0,-1,-1,0,1,1,-1,0,1,0,-1,-1,0,0,0,1,1,0,1,0,1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,-1,-1,-2,-1,-1
HMGCR,1,1,0,1,1,0,-1,0,0,1,0,-1,0,0,0,1,0,0,-1,-1,1,1,0,-1,1,-1,1,0,1,-1,0,1,0,0,0,1,1,1,1,-1,0,0
HMGCS1,1,0,0,1,1,2,2,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,-1,0,2,0,1,1,1,1,1,-1,1,0
HMOX1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,0,-1,1,1,0,-1,0,-1,-1,-1,-1,1,-1
HNF4A,1,0,0,1,1,0,0,-1,0,-1,1,1,1,0,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,0,1,-2,1,1,-1,1,1,1
HOMER1,1,1,0,1,1,0,-1,0,0,1,0,-1,0,0,0,1,1,0,-1,-1,1,1,0,-1,1,-1,1,0,1,-1,0,1,0,0,0,1,1,1,1,-1,0,0
HOMER2,0,1,0,-1,0,0,1,0,0,-1,-1,-1,0,0,0,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,-1,0,0,0,1,2,0,-1
HOMER3,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,-1
HRAS,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,1,-2,-1,-1,-1,-1,1,-1,-1,-1,0,-1,2,0,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1,1
HRH1,-1,0,-1,1,1,-1,-1,-1,0,1,0,1,-1,1,0,0,1,0,-1,-1,-1,-1,0,0,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,-1,-1,-1,1
HRH2,1,0,0,1,1,-1,0,0,0,1,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,-1,0,1,1,1,1,1,-1,0,0,1,0,1,1,-1,-1,-1
HSP90AA1,-1,0,-1,-1,-1,1,0,-1,0,0,-1,-1,0,-1,0,-1,1,0,-1,0,1,1,1,0,-1,1,-1,2,0,-1,0,-1,0,0,0,0,-1,1,-1,-1,0,-1
HSP90AB1,-1,-1,0,1,-1,1,-1,-1,0,1,-1,1,-1,1,0,1,1,1,1,0,-1,1,-1,1,-1,0,0,1,0,1,0,-1,-1,0,0,0,0,0,-1,-1,-1,-1
HSP90B1,-1,0,1,-1,1,0,-1,0,0,-1,0,-1,0,0,1,1,1,0,-1,1,1,-1,0,-1,1,1,-1,-1,0,0,-1,0,1,0,-1,0,0,1,0,2,0,1
HSPA1A,-1,-1,-1,0,-1,0,-2,-2,0,0,-1,1,-1,1,-1,1,-1,1,1,0,-1,1,-1,1,1,0,0,1,0,1,0,-1,-1,0,0,1,0,0,-1,-1,-1,-2
HSPA1B,-1,-1,-1,0,-1,0,-2,-2,0,0,-1,1,-1,1,-1,1,-1,1,1,0,-1,1,-1,1,1,0,0,1,0,1,0,-1,-1,0,0,0,0,0,-1,-1,-1,-2
HSPA1L,-1,-1,-1,0,-1,0,-2,-2,0,0,-1,1,-1,1,-1,1,-1,1,1,0,-1,1,-1,1,1,0,0,1,0,1,0,-1,-1,0,0,1,0,0,-1,-1,-1,-2
HSPA2,-1,0,0,-1,-1,1,0,0,0,0,1,-1,0,-1,0,0,2,0,-1,0,1,-1,1,0,1,1,-1,0,-1,0,0,-1,-1,0,0,0,0,1,0,0,0,-1
HSPA6,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,0,1,1,1,1,0,1,-1,0,1,1,0,1,0,0,0,-1,0,1,0,1,1,0,0,-1
HSPA8,-1,-1,0,0,-1,0,-1,0,0,1,-1,0,0,0,0,1,-1,1,1,-1,-1,1,-1,1,-1,1,-1,2,0,-1,-1,-1,-1,-1,-1,0,1,2,-1,-1,-1,1
HTR1A,1,1,0,1,1,0,-1,0,0,-1,-1,1,0,0,0,1,0,0,-1,-1,1,1,0,-1,1,1,1,0,1,-1,0,1,0,1,0,1,1,1,1,-1,0,0
HTR1B,-1,-1,0,1,-1,-1,1,0,0,-1,-1,-1,-1,0,0,1,-1,1,1,1,0,0,0,0,2,0,-1,1,0,1,0,0,-1,1,1,0,0,-1,0,2,0,0
HTR1E,-1,-1,0,1,-1,-1,0,0,0,-1,-1,-1,-1,0,0,0,-1,-1,1,0,0,0,0,0,1,0,-1,1,0,1,0,0,-1,0,1,0,0,-1,0,2,-1,-1
HTR1F,-1,1,0,0,-1,-1,-1,1,0,0,0,1,-1,-1,0,0,1,0,-1,1,0,0,1,0,1,1,1,0,0,0,2,0,1,1,1,0,0,-1,0,1,1,2
HTR2A,-1,-1,0,0,1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,2,-1,-2,-1,-1,-1,-1,-1,1,-1,-1,-1,0,0,-1,-1,1,-1,-2,0,-1,-1,0,2,-1,-1
HTR5A,1,0,1,0,1,0,0,0,0,0,2,1,1,1,1,-1,1,1,-1,1,1,1,0,0,1,1,1,1,1,1,1,-1,1,-1,1,1,1,-1,1,0,1,1
HTR6,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,1,0,1,0,-1,-1,-1,-1,-1,-1,1,1,0,-1,0,1,1,0,1,0,2,-1,0,0,0,-1,-1,1,0,0,-1
HTR7,-1,0,1,0,1,0,0,0,0,1,0,-1,0,-1,0,0,0,0,0,0,1,1,1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,0,0,1,0,-1,-1,-1
ICAM1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,0,-1,-1,-1,0,2,-1,-1,-1,-1,1,1,1,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,0,-1
ID1,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,-1,1,1,1,1,0,1,0,1,1,1,1,2,1,0,1,1,-1,1,1,1
ID2,1,1,1,-1,0,0,-1,0,0,1,0,1,0,0,0,1,-1,-1,1,1,1,1,-1,-1,-1,0,0,-1,-1,1,0,1,1,-1,-1,0,0,-1,0,0,1,-1
ID4,-1,-1,0,1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,1,1,1,-1,0,2,0,2,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0
IFIH1,1,0,1,-1,0,-1,1,0,-2,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,-1,0,0,-1,0,1,0,-1,-1,0,-1,0,1,-1,0,1,1,0
IFNAR1,1,-1,-1,0,-1,1,-1,0,0,0,-1,1,-1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1,0,1,0,1,0,0,0,-1,0,1,0,0,0,0,-1,-1,-1
IFNAR2,1,-1,-1,0,-1,1,-1,0,0,0,-1,1,-1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1,0,1,0,1,0,0,0,-1,0,1,0,0,0,0,-1,-1,-1
IFNGR1,-1,-1,0,1,-1,-1,0,0,0,-1,-1,-1,-1,1,0,0,-1,-1,1,0,0,0,0,-1,-1,0,-1,1,0,0,0,0,-1,0,0,0,1,-1,0,-1,-1,-1
IFNGR2,1,-1,-1,0,-1,1,-1,0,0,0,-1,1,-1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1,0,1,0,1,0,0,0,-1,0,1,0,0,0,0,-1,-1,-1
IGF1R,0,1,0,-1,0,1,2,0,0,0,-1,-1,0,0,0,-1,1,-1,-1,0,1,-1,-1,-1,-1,-1,1,0,0,1,0,1,0,0,-1,0,0,-1,1,1,0,-1
IGF2,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,1,-2,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1,1
IGFBP3,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,-1,2,-1,1,1,1,1,1,1,0,1,-1,1,1,2,1,1,1,2,1
IHH,-1,0,1,-1,0,-1,0,-1,0,0,0,1,0,-1,0,1,-1,-1,-1,0,1,1,-1,0,-1,0,-1,1,0,1,-1,1,0,0,-1,0,0,-1,0,0,0,-1
IKBKB,-1,0,0,1,0,0,-1,-1,0,1,-1,1,1,0,0,1,-1,-1,-1,0,-1,0,1,-1,2,-1,-1,0,0,1,-1,-1,-2,0,0,0,0,1,0,-1,0,0
IL10RA,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,1,0,1,1,-1,-1,1,-1,1,-1,0,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1,-1,-1,-1,1
IL10RB,1,-1,-1,0,-1,1,-1,0,0,0,-1,1,-1,1,-1,1,-1,0,1,-1,-1,1,1,1,-1,0,1,0,1,0,0,0,-1,0,1,0,0,0,0,-1,-1,-1
IL11,1,1,-1,-1,-1,-1,0,0,0,-1,1,0,0,0,0,-1,-1,0,1,-1,-1,-1,0,2,-1,1,0,0,1,1,-1,1,-1,0,0,0,0,-1,0,-1,1,-1
IL11RA,0,0,-1,1,-1,1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,0,2,-1,-1,-1,1,-1,-1,-1,-1,1,0,1,0,1,-1,2,1,0,-1,-1,1,-1,-1,-1
IL12A,0,0,0,0,1,1,-1,0,0,0,1,1,-1,0,0,0,0,-1,0,1,0,1,1,2,-1,0,2,-1,0,1,1,1,1,0,1,0,0,1,1,1,1,1
IL12B,1,0,0,1,1,0,0,-1,0,1,0,-1,0,0,0,1,1,0,1,1,1,1,1,2,1,-1,0,1,1,1,1,1,-1,0,0,1,0,1,1,-1,-1,-1
IL12RB1,0,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,-1
IL13,1,0,0,1,1,-1,-1,-1,0,1,0,-1,0,0,0,1,1,0,0,1,1,1,1,2,0,-1,0,-1,1,1,1,0,0,2,0,1,0,0,1,-1,-1,-1
IL15,0,-1,0,-1,0,1,1,0,0,0,0,-1,-1,0,0,-1,1,0,-1,0,0,0,0,-1,1,1,-1,-1,0,-1,0,-1,-1,0,-1,0,-1,-1,0,-1,-1,0
IL15RA,0,0,0,0,-1,0,1,0,0,-1,1,-1,0,0,0,0,1,0,0,0,-1,1,-1,-1,1,-1,0,-1,-1,-1,0,-1,-1,0,-1,0,0,1,-1,-1,-1,-2
IL17B,1,0,0,1,1,-1,0,-1,0,1,0,-1,0,0,0,1,1,0,0,1,1,1,1,2,1,2,0,1,1,1,1,1,-1,0,0,1,0,1,1,-1,-1,-1
IL17C,0,-1,1,-1,1,-1,1,1,0,0,0,1,0,1,0,-1,1,-1,1,0,0,-1,-1,-1,1,0,-1,-1,1,-1,-1,-1,-1,0,-1,-2,-1,1,-1,-1,-1,1
IL17D,-1,-1,-1,1,1,-1,-1,0,0,-1,-1,-1,-1,-1,0,0,1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,1,0,0,-1,-1,1,-1,-1,0,-1,-1,0,1,-1,0
IL17RA,-1,-1,-1,-1,-1,1,0,-1,0,-1,1,1,0,1,0,-1,-1,-1,0,-1,1,-1,1,1,-1,-1,-2,-1,1,-1,1,1,1,0,-1,0,-1,-1,-1,-1,0,-1
IL17RB,-1,-1,0,0,-1,-1,-1,0,0,0,0,1,-1,-1,0,0,-1,0,-1,-1,0,-1,0,0,1,1,0,-1,0,-1,1,0,1,-1,0,0,0,-1,0,-1,-1,1
IL17RC,-1,0,-1,1,1,-1,-1,-1,0,1,0,1,-1,1,0,0,1,0,-1,-1,-1,-1,0,0,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,-1,-1,-1,1
IL1R1,1,0,1,-1,0,-1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,-1,0,-1,0,0,-1,0,1,1,-1
IL1RAP,0,-1,0,0,1,1,-1,0,0,0,1,1,-1,0,0,0,0,0,-1,1,0,1,1,0,-1,0,1,-1,0,1,1,1,1,0,1,0,1,2,1,1,1,1
IL20RA,-1,-1,0,1,-1,-1,0,0,0,-1,-1,-1,-1,1,0,0,-1,-1,1,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,-1,0,0,0,1,-1,0,-1,-1,-1
IL20RB,-1,-1,0,0,1,1,-1,0,0,0,1,1,-1,-1,0,0,0,-1,0,1,-1,1,1,1,1,-1,1,-1,0,1,1,1,0,0,1,0,0,1,0,0,2,1
IL22RA1,-1,-1,-1,1,-1,-1,-1,-1,0,-1,0,1,0,1,0,0,-1,-1,1,-1,-1,1,-1,0,-1,0,1,1,0,1,0,2,-1,0,0,0,-1,-1,1,0,0,-1
IL27RA,0,-1,-1,-1,-1,0,-1,0,0,-1,-1,0,0,0,-1,-1,-1,0,1,-1,-1,-1,-1,1,-1,1,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,0,0,-1
IL2RB,-1,-1,-1,-1,-1,-1,-1,-2,0,-1,-1,1,0,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,1,-1,-1,0,-1,1,-1,-1,1,1,-1,-1,0,-1,-1,-1,-1,1,-1
IL3,1,0,0,1,1,-1,-1,-1,0,1,0,-1,0,0,0,1,1,0,0,1,1,1,1,1,0,-1,0,-1,1,1,1,0,0,-1,0,1,0,0,1,-1,-1,-1
IL4R,1,0,1,-1,0,-1,-1,0,0,-1,-1,-1,0,0,0,0,1,-1,-1,-1,1,0,-1,1,-1,-1,1,-1,1,1,-1,1,-1,0,-1,0,0,0,-1,-1,-1,1
IL6R,1,-1,1,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,-1,1,-1,1,1,1,0,1,0,0,1,-1,0,1,0,1,1,-1,0,-1
IL6ST,1,1,0,1,1,0,-1,0,0,-1,-1,1,0,0,0,1,0,0,-1,-1,1,1,0,-1,1,-1,1,0,1,-1,0,1,1,0,0,1,1,1,1,-1,0,-1
ILK,1,0,0,-1,-1,-1,0,0,0,0,-1,-1,-1,0,0,1,-1,0,-1,-1,-1,1,0,-1,-1,1,-1,1,-1,-1,0,1,0,0,-1,0,1,-1,0,-1,-1,1
INHBB,0,0,1,-1,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,-1,-1,1,-1,0,1,0,0,-1,1,-1,0,-1,0,-1,-1,0,-1,0,-1
INS,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,1,-2,-1,-1,-1,-1,1,-1,-1,-1,0,-1,1,0,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1,1
INSR,0,-1,-1,-1,-1,0,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,0,-1,-1,-1,-1,-1,1,1,1,0,0,1,-1,-1,0,-1,0,0,0,-1,-1,-1,-1,0,-1
INVS,1,-1,0,1,-1,0,-1,0,0,-1,-1,-1,0,0,0,1,0,0,-1,0,1,0,-1,-1,-1,0,-1,0,0,1,0,0,1,0,1,0,0,-1,1,-1,-1,0
IQCE,1,-1,1,1,0,0,2,0,0,-1,1,1,1,0,0,0,0,0,1,1,1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,2,-1,1,1
IRAK2,-1,0,-1,1,1,-1,-1,-1,0,1,0,1,-1,1,0,0,1,0,-1,-1,-1,-1,0,0,1,1,0,1,0,-1,1,0,1,0,0,0,0,0,-1,-1,-1,1
IRAK3,0,0,2,-1,1,1,-1,2,0,0,0,-1,0,0,0,1,2,-1,-1,1,1,0,0,1,-1,1,1,0,0,0,0,-1,1,1,-1,0,0,1,0,2,1,1
IRAK4,-1,1,2,-1,1,1,-1,0,0,-1,0,-1,0,0,0,1,1,-1,-1,1,1,0,2,1,-1,1,1,0,0,1,0,-1,1,1,-1,0,0,1,0,1,1,1
IRF1,1,0,0,1,1,-1,-1,-1,0,1,0,-1,0,0,0,1,1,0,0,1,1,1,1,2,0,-1,0,-1,1,1,1,0,0,-1,0,1,0,0,1,-1,-1,-1
IRF3,1,1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,0,-1,0,-1,0,0,-1,-1,-1,0,1,-1,1,-1,-1,1,1,-1,1,-1,0,0,0,-1,-1,-1,-1,0,-1
IRF5,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,-1,1,1,1,-1,1,1,1,1
IRF7,0,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,0,0,1,-2,-1,-1,-1,-1,1,-1,-1,-1,0,-1,2,0,-1,-1,0,-1,-1,-1,0,1,-1,-1,-1,-1,1
IRS1,-1,0,1,-1,0,-1,0,0,0,1,0,1,0,-1,0,1,-1,-1,-1,0,1,1,0,-1,-1,0,-1,1,0,1,0,1,0,0,-1,0,0,-1,0,1,1,0
IRS2,-1,-1,0,1,1,-1,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,1,-1,-1,-1,-1,1,1,-1,-1,1,0,1,-1,-1,1,-1,1,0,1,-1,-1,1,-1,-1
ITCH,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,-1,1,0,0,1,-1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,-1,1,1,1
ITGA1,1,1,0,1,1,1,-1,0,0,-1,1,1,0,0,0,1,0,0,-1,-1,1,1,1,-1,1,-1,1,0,1,-1,0,1,1,0,0,1,1,1,1,-1,0,0
ITGA11,-1,1,-1,-1,-1,0,1,0,0,-1,-1,-1,0,0,0,0,1,-1,-1,0,1,-1,-1,-1,-1,-1,1,0,0,1,-1,-1,0,0,-1,0,0,0,1,2,-1,-1
ITGA2,1,1,0,1,1,0,-1,0,0,-1,1,1,0,0,0,1,0,0,-1,-1,1,1,0,-1,1,-1,1,0,1,-1,0,1,1,0,0,1,1,1,1,-1,0,0
ITGA3,1,1,1,-1,0,0,-1,1,0,1,0,-1,0,0,0,1,-1,0,-1,0,1,1,0,-1,1,1,0,1,1,-1,1,0,0,0,-1,0,0,1,1,-1,0,-1
ITGA4,1,0,1,-1,0,-1,0,0,-2,1,0,0,0,1,0,1,0,0,1,0,1,1,0,-1,-1,0,0,-1,0,1,0,1,-1,0,-1,0,1,-1,0,1,1,0
ITGA5,-1,0,1,-1,1,0,-1,-1,0,-1,0,-1,0,0,0,1,-1,-1,-1,1,1,-1,0,0,1,1,0,0,0,-1,-1,-1,0,0,-1,0,1,1,-1,-1,0,1
ITGA6,1,0,1,-1,0,-1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,-1,0,0,-1,0,1,0,1,-1,0,-1,0,1,-1,0,1,1,-1
ITGA7,-1,0,1,-1,1,0,-1,-1,0,-1,0,-1,0,0,0,1,-1,-1,-1,1,1,-1,0,0,1,1,0,0,0,-1,-1,-1,0,0,-1,0,1,1,-1,-1,0,1
ITGA9,-1,0,0,0,-1,-1,-1,0,0,0,0,1,-1,1,0,0,-1,0,-1,-1,-1,0,0,0,1,1,0,1,0,0,1,0,1,-1,0,0,0,1,0,-1,-1,1
ITGAV,1,0,1,-1,0,-1,1,0,0,1,1,-2,0,1,0,1,1,0,1,0,1,1,0,-1,1,0,1,1,0,1,0,1,-1,1,-1,0,1,-1,0,1,1,0
ITGB1,1,0,0,0,0,-1,1,0,0,-1,1,-1,0,0,0,0,0,0,-1,0,0,1,-1,1,-1,1,-1,-1,-1,-1,0,-1,-1,0,-1,0,0,-1,-1,-1,-1,0
ITGB2,1,-1,-1,-1,-1,1,-1,-1,0,0,-1,0,-1,1,-1,1,0,0,0,-1,-1,1,1,1,-1,0,1,-1,1,-1,-1,-1,-1,0,1,0,-1,0,-1,-1,-1,1
ITGB3,1,1,1,-1,0,0,-1,1,0,1,0,-1,0,0,0,1,-1,0,-1,0,1,1,1,-1,1,1,0,1,1,-1,1,0,0,0,-1,0,0,1,1,0,0,-1
ITGB4,1,1,1,-1,1,0,1,1,0,1,1,-1,0,0,-1,1,1,0,1,0,1,1,0,-1,1,1,0,1,1,-1,1,0,1,0,-1,0,1,1,1,-1,0,-1
ITGB5,-1,-1,0,0,1,-1,-1,0,0,0,0,1,-1,-1,0,1,-1,-1,0,1,-1,-1,2,1,1,-1,0,-1,0,1,1,1,0,0,0,0,0,0,0,0,1,1
ITGB8,1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,-1,1,1,1,1,1,1,1,2,1,-1,1,1,1,1,1,1,1,1
ITPR1,-1,0,0,1,1,-1,-1,0,0,1,0,1,-1,1,0,-1,1,0,-1,-1,-1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,0,-1,-1,1
ITPR2,0,0,2,0,1,-1,1,0,0,1,-1,-1,0,0,0,1,0,-1,-1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,2,-1,0,2,1,0,0,1,1
ITPR3,-1,-1,0,1,-1,0,-1,-1,0,0,-1,1,-1,1,-1,1,0,1,1,-1,-1,1,-1,1,1,0,0,1,0,1,0,-1,-1,0,0,0,0,0,-1,-1,-1,-1
JAG1,1,1,0,0,-1,-1,1,0,0,1,-1,1,1,-1,0,1,0,0,1,0,1,0,2,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,2,1,1
JAG2,-1,1,1,-1,-1,2,2,2,2,1,-1,1,1,-1,2,2,2,0,1,1,2,2,2,2,1,2,-2,2,1,1,1,-1,1,2,1,2,1,2,1,2,2,2
JAK1,-2,-1,0,1,0,-1,0,0,0,0,0,1,0,0,0,0,-1,-1,1,0,-2,1,0,1,1,1,1,1,0,1,-2,-2,-1,0,1,0,0,-1,1,2,1,0
