SpNotation,Attention_x,cell_line_name,cell_line_num_x,mean_rank_x,Attention_y,cell_line_num_y,mean_rank_y
sp32,0.07493003383389829,HCT-15,9,4,0.21351143735,9.0,7.0
sp33,0.02023854961786295,HCT-15,9,38,,,
sp34,0.017897832270175308,HCT-15,9,40,,,
sp35,0.03153651903750883,HCT-15,9,27,0.012075660349999951,9.0,21.0
sp36,0.03683619213850281,HCT-15,9,21,,,
sp37,0.048238812588021374,HCT-15,9,11,1.0,9.0,3.0
sp38,0.06359083410937036,HCT-15,9,7,0.1187664034,9.0,10.0
sp39,0.03780915813794229,HCT-15,9,19,,,
sp40,0.06226749879838036,HCT-15,9,8,0.03522671117165,9.0,14.0
sp41,0.0129352138161105,HCT-15,9,47,,,
sp42,0.0659123733201724,HCT-15,9,6,0.091745169075,9.0,12.0
sp43,0.04508597656460176,HCT-15,9,12,,,
sp44,0.01559498171619912,HCT-15,9,45,0.008616576685999964,9.0,25.0
sp45,0.017077025221687768,HCT-15,9,44,0.0071718999566666415,9.0,26.0
sp46,0.042318823145398345,HCT-15,9,14,1.0,9.0,1.0
sp47,0.029659412357649007,HCT-15,9,28,0.08385410357654198,9.0,13.0
sp48,0.022894496374315773,HCT-15,9,36,,,
sp1,0.023018656724583808,HOP-62,10,35,,,
sp2,0.022721669520125495,HOP-62,10,36,0.2577812675295,10.0,7.0
sp3,0.03410216581359647,HOP-62,10,24,0.02332051475,10.0,18.0
sp4,0.022637789223760498,HOP-62,10,37,0.009376369739999984,10.0,25.0
sp5,0.14281068032028985,HOP-62,10,1,0.29243249699999996,10.0,6.0
sp6,0.03847752477284781,HOP-62,10,18,0.0236095008,10.0,17.0
sp7,0.03519636423358489,HOP-62,10,21,0.44984120752499995,10.0,3.0
sp8,0.011797674716878408,HOP-62,10,47,,,
sp9,0.05207516544139343,HOP-62,10,9,,,
sp10,0.03924446214775626,HOP-62,10,16,,,
sp11,0.07290922775802466,HOP-62,10,4,,,
sp12,0.03450784372762134,HOP-62,10,23,0.011235169324999975,10.0,23.0
sp13,0.018794291005330657,HOP-62,10,40,0.024899183049999975,10.0,16.0
sp14,0.09155286100635592,HOP-62,10,3,0.026489604666666614,10.0,15.0
sp15,0.025002346337013325,HOP-62,10,32,,,
sp16,0.027113791854551716,HOP-62,10,30,1.0,10.0,1.0
sp17,0.018205217776460805,HOP-62,10,43,,,
sp18,0.05029500068679244,HOP-62,10,10,,,
sp19,0.032068257750135123,HOP-62,10,25,,,
sp20,0.04206482238479386,HOP-62,10,15,0.02021996619999995,10.0,20.0
sp21,0.011386953144884556,HOP-62,10,48,0.008470854564999974,10.0,27.0
sp22,0.01884250605709352,HOP-62,10,39,0.0052021464249,10.0,30.0
sp23,0.0376615579310769,HOP-62,10,19,0.0216813318,10.0,19.0
sp24,0.11461280197701026,HOP-62,10,2,0.526757809,10.0,2.0
sp25,0.02420299594922136,HOP-62,10,33,0.0316350896,10.0,13.0
sp26,0.027737899859183655,HOP-62,10,29,,,
sp27,0.028212058296588186,HOP-62,10,28,,,
sp28,0.02322469108554377,HOP-62,10,34,0.028497858855342974,10.0,14.0
sp29,0.018514023033859444,HOP-62,10,41,0.10446755893537499,10.0,10.0
sp30,0.043103385798911285,HOP-62,10,14,0.01478845565499999,10.0,21.0
sp31,0.03608896319666665,HOP-62,10,20,,,
sp32,0.07285748566101694,HOP-62,10,5,0.19103638499999998,10.0,8.0
sp33,0.025015168842111413,HOP-62,10,31,,,
sp34,0.02092060693008069,HOP-62,10,38,,,
sp35,0.03147056130078622,HOP-62,10,26,0.0119864303,10.0,22.0
sp36,0.0433769025786723,HOP-62,10,13,,,
sp37,0.046536716253796774,HOP-62,10,11,0.40449512763333334,10.0,4.0
sp38,0.062334995201407395,HOP-62,10,6,0.11495094759999999,10.0,9.0
sp39,0.034611146922788445,HOP-62,10,22,,,
sp40,0.0612253774208411,HOP-62,10,7,,,
sp41,0.018214092676663584,HOP-62,10,42,0.00933302863,10.0,26.0
sp42,0.05880223003413792,HOP-62,10,8,0.0659509765,10.0,12.0
sp43,0.03896825567238937,HOP-62,10,17,,,
sp44,0.015091556838894644,HOP-62,10,46,0.007647667245538446,10.0,28.0
sp45,0.01649275793078882,HOP-62,10,45,0.0055691840113333,10.0,29.0
sp46,0.04510956047248769,HOP-62,10,12,0.347871365859,10.0,5.0
sp47,0.03132029183179024,HOP-62,10,27,0.0727774929504222,10.0,11.0
sp48,0.017811237778378935,HOP-62,10,44,0.0095150965187,10.0,24.0
sp1,0.023387177815816156,HOP-92,11,33,,,
sp2,0.02271224325344404,HOP-92,11,35,0.07992743797906392,11.0,13.0
sp3,0.04295660531684209,HOP-92,11,14,0.02505451913,11.0,19.0
sp4,0.02288257561193783,HOP-92,11,34,0.016554977539999984,11.0,25.0
sp5,0.1426687998217391,HOP-92,11,1,0.339125024,11.0,6.0
sp6,0.03757366696246194,HOP-92,11,18,0.02013190889999995,11.0,21.0
sp7,0.03503238835663071,HOP-92,11,24,0.43662387817500004,11.0,3.0
sp8,0.013515974251171216,HOP-92,11,47,,,
sp9,0.05513726583303278,HOP-92,11,9,,,
sp10,0.03795603128446071,HOP-92,11,17,,,
sp11,0.07328835777012344,HOP-92,11,4,,,
sp12,0.034962968343932026,HOP-92,11,25,0.009643667094166654,11.0,28.0
sp13,0.019254517428306733,HOP-92,11,40,0.021179183049999974,11.0,20.0
sp14,0.09265447218203388,HOP-92,11,3,0.018223672925,11.0,24.0
sp15,0.02550991934541055,HOP-92,11,30,,,
sp16,0.027771884048413777,HOP-92,11,28,1.0,11.0,1.0
sp17,0.016246990662743946,HOP-92,11,45,,,
sp18,0.04785315593867923,HOP-92,11,10,,,
sp19,0.03595509503689187,HOP-92,11,20,0.23662495214999998,11.0,8.0
sp20,0.03974314417484896,HOP-92,11,16,0.01945090063,11.0,23.0
sp21,0.0120738044248238,HOP-92,11,48,0.008362463494999984,11.0,30.0
sp22,0.019319365257241834,HOP-92,11,39,0.06544115263499997,11.0,16.0
sp23,0.03616717784906153,HOP-92,11,19,0.01961852374,11.0,22.0
sp24,0.10942365372821924,HOP-92,11,2,0.4091812787,11.0,4.0
sp25,0.025529282970748076,HOP-92,11,29,,,
sp26,0.024702687325918345,HOP-92,11,31,,,
sp27,0.020711224674364283,HOP-92,11,37,,,
sp28,0.01936487052972364,HOP-92,11,38,0.02790029932750969,11.0,17.0
sp29,0.01699786399717669,HOP-92,11,43,0.09781628168547779,11.0,11.0
sp30,0.041300377438629014,HOP-92,11,15,0.016397244037624988,11.0,26.0
sp31,0.0359127267942857,HOP-92,11,21,,,
sp32,0.07068657167118643,HOP-92,11,5,0.319540904,11.0,7.0
sp33,0.024352419074378583,HOP-92,11,32,0.152253991,11.0,9.0
sp34,0.021238604522157686,HOP-92,11,36,,,
sp35,0.02848901861742013,HOP-92,11,26,0.010323290563333334,11.0,27.0
sp36,0.03543949615601693,HOP-92,11,23,,,
sp37,0.044660800821266826,HOP-92,11,12,0.51676341725,11.0,2.0
sp38,0.0623752987445185,HOP-92,11,7,0.1246888682,11.0,10.0
sp39,0.03556341498221152,HOP-92,11,22,,,
sp40,0.06379992352485979,HOP-92,11,6,,,
sp41,0.01841237092598874,HOP-92,11,41,0.008335780479999966,11.0,31.0
sp42,0.056039395384396534,HOP-92,11,8,0.065954045415,11.0,15.0
sp43,0.04488837401265485,HOP-92,11,11,,,
sp44,0.015382166370376607,HOP-92,11,46,0.02526259309642856,11.0,18.0
sp45,0.01683938235039214,HOP-92,11,44,0.08557105621285711,11.0,12.0
sp46,0.044317628041016376,HOP-92,11,13,0.3472772795066666,11.0,5.0
sp47,0.028455240706985612,HOP-92,11,27,0.06846030507704999,11.0,14.0
sp48,0.01758508585617051,HOP-92,11,42,0.008750875335,11.0,29.0
sp1,0.02243901384654001,HS 578T,12,32,,,
sp2,0.022214138831737635,HS 578T,12,33,0.1751074071367,12.0,9.0
sp3,0.040467226963596475,HS 578T,12,15,0.0245522845,12.0,18.0
sp4,0.019563698736045687,HS 578T,12,37,0.05881072579309998,12.0,16.0
sp5,0.1428915261333333,HS 578T,12,1,0.33621157300000004,12.0,6.0
sp6,0.040423720256032594,HS 578T,12,16,0.0178164917,12.0,24.0
sp7,0.034236357548463596,HS 578T,12,22,0.4347257398,12.0,5.0
sp8,0.01484456795728252,HS 578T,12,48,,,
sp9,0.04979665021352458,HS 578T,12,11,,,
sp10,0.030208417485360305,HS 578T,12,26,,,
sp11,0.07223165914802467,HS 578T,12,5,,,
sp12,0.03379861858742717,HS 578T,12,23,0.07651556217,12.0,12.0
sp13,0.01969442266525152,HS 578T,12,36,0.021056197715,12.0,21.0
sp14,0.09386915086271184,HS 578T,12,3,0.0237376528,12.0,19.0
sp15,0.02494522900354745,HS 578T,12,30,0.00747940486399995,12.0,29.0
sp16,0.027778492237999986,HS 578T,12,28,1.0,12.0,1.0
sp17,0.015762668607721117,HS 578T,12,46,,,
sp18,0.062494464416981116,HS 578T,12,8,,,
sp19,0.032897267006171155,HS 578T,12,24,,,
sp20,0.03729304112910203,HS 578T,12,19,0.01974411181,12.0,23.0
sp21,0.015746510275589293,HS 578T,12,47,0.007940907463333308,12.0,28.0
sp22,0.015942428990515255,HS 578T,12,43,0.18269820378999999,12.0,8.0
sp23,0.03657355296815383,HS 578T,12,20,0.0214387349,12.0,20.0
sp24,0.11545226532901454,HS 578T,12,2,0.5246150253499999,12.0,3.0
sp25,0.026674160056251894,HS 578T,12,29,,,
sp26,0.016585822182040803,HS 578T,12,42,,,
sp27,0.020221104373924215,HS 578T,12,35,,,
sp28,0.018184550941838018,HS 578T,12,38,0.028527694338020465,12.0,17.0
sp29,0.01689715960017836,HS 578T,12,41,0.1149294196484,12.0,10.0
sp30,0.03984312691697579,HS 578T,12,18,0.020775355267142828,12.0,22.0
sp31,0.05140782088517005,HS 578T,12,10,,,
sp32,0.07404717625254235,HS 578T,12,4,0.31221778599999994,12.0,7.0
sp33,0.02281351996642167,HS 578T,12,31,,,
sp34,0.017874309088653974,HS 578T,12,40,,,
sp35,0.030291128107523387,HS 578T,12,25,0.01197851685,12.0,25.0
sp36,0.041490906174773995,HS 578T,12,14,,,
sp37,0.04816990527524063,HS 578T,12,12,1.0,12.0,2.0
sp38,0.06415069026637035,HS 578T,12,6,0.1111431364,12.0,11.0
sp39,0.03520021831328845,HS 578T,12,21,,,
sp40,0.06010537671429905,HS 578T,12,9,,,
sp41,0.02088642838636588,HS 578T,12,34,0.0101619875,12.0,26.0
sp42,0.06331023685224137,HS 578T,12,7,0.06179279235,12.0,15.0
sp43,0.04041558758867255,HS 578T,12,17,,,
sp44,0.015870418118764777,HS 578T,12,45,0.009473108518571414,12.0,27.0
sp45,0.01794577031886258,HS 578T,12,39,0.06660228492,12.0,14.0
sp46,0.04595449185113257,HS 578T,12,13,0.5113800718,12.0,4.0
sp47,0.029645308674619435,HS 578T,12,27,0.07354750824842103,12.0,13.0
sp48,0.015900578453002502,HS 578T,12,44,,,
sp1,0.029153837513529398,IGROV1,13,26,,,
sp2,0.021978620316044875,IGROV1,13,36,0.06704924618341279,13.0,15.0
sp3,0.038725893106929817,IGROV1,13,16,0.027429718799999947,13.0,18.0
sp4,0.020733861768499163,IGROV1,13,37,0.00814844656125,13.0,31.0
sp5,0.1457489496057971,IGROV1,13,1,0.364181818,13.0,5.0
sp6,0.03550494746782607,IGROV1,13,22,0.0219755848,13.0,22.0
sp7,0.035063073653787045,IGROV1,13,23,0.44789686492499997,13.0,2.0
sp8,0.011783007518390395,IGROV1,13,47,,,
sp9,0.0510304359422131,IGROV1,13,10,,,
sp10,0.03946917381965262,IGROV1,13,15,,,
sp11,0.07344885698641974,IGROV1,13,4,,,
sp12,0.03457778046592232,IGROV1,13,24,0.009502250720999984,13.0,28.0
sp13,0.018733600056178204,IGROV1,13,40,0.01946097627499995,13.0,24.0
sp14,0.09155594279940676,IGROV1,13,3,0.019706652549999978,13.0,23.0
sp15,0.02500656335669826,IGROV1,13,29,,,
sp16,0.0276397153933793,IGROV1,13,27,1.0,13.0,1.0
sp17,0.017967382817091863,IGROV1,13,41,0.0032544421305309747,13.0,34.0
sp18,0.0637403903943396,IGROV1,13,6,,,
sp19,0.023308817249414398,IGROV1,13,33,,,
sp20,0.04312088584412394,IGROV1,13,13,0.01945149224999995,13.0,25.0
sp21,0.01045284985012149,IGROV1,13,48,0.007540112893333308,13.0,32.0
sp22,0.017739012366778897,IGROV1,13,42,0.005472884046483317,13.0,33.0
sp23,0.036496279745692285,IGROV1,13,18,0.02293000045,13.0,21.0
sp24,0.09988920024732141,IGROV1,13,2,0.4357943058666666,13.0,3.0
sp25,0.024704407597652654,IGROV1,13,30,0.024817061199999997,13.0,20.0
sp26,0.022751173587891138,IGROV1,13,35,,,
sp27,0.022912125207318886,IGROV1,13,34,0.04626995753260995,13.0,16.0
sp28,0.018886791296320794,IGROV1,13,39,0.025154650335509024,13.0,19.0
sp29,0.01755712507669728,IGROV1,13,43,0.08989113327066664,13.0,10.0
sp30,0.04195978153991934,IGROV1,13,14,0.01820611978285713,13.0,26.0
sp31,0.03633183956428569,IGROV1,13,20,,,
sp32,0.07147136211016947,IGROV1,13,5,0.20284939569999996,13.0,7.0
sp33,0.023620989410142748,IGROV1,13,32,0.07756877802562978,13.0,12.0
sp34,0.019615273719845994,IGROV1,13,38,,,
sp35,0.031393232892579837,IGROV1,13,25,0.01204422646666665,13.0,27.0
sp36,0.035947355306016934,IGROV1,13,21,,,
sp37,0.04649873251518715,IGROV1,13,11,0.3993997729,13.0,4.0
sp38,0.062414050238370364,IGROV1,13,7,0.12246471549999996,13.0,8.0
sp39,0.036478573723317295,IGROV1,13,19,,,
sp40,0.05888350142859811,IGROV1,13,8,0.03481053764999997,13.0,17.0
sp41,0.017149673051055383,IGROV1,13,44,0.00889860237333385,13.0,29.0
sp42,0.052771824877499984,IGROV1,13,9,0.09277659709999997,13.0,9.0
sp43,0.0381811321255752,IGROV1,13,17,,,
sp44,0.015968027100070687,IGROV1,13,46,0.008370869941538446,13.0,30.0
sp45,0.016853533796847647,IGROV1,13,45,0.07890203289166667,13.0,11.0
sp46,0.04484264004764752,IGROV1,13,12,0.3501938726666667,13.0,6.0
sp47,0.027623673061684447,IGROV1,13,28,0.06988925621762399,13.0,14.0
sp48,0.02448540547747367,IGROV1,13,31,0.07439661315666667,13.0,13.0
sp1,0.02824736090139214,K-562,14,30,0.0275829358,14.0,15.0
sp2,0.02288342006522571,K-562,14,34,0.17495303331660117,14.0,8.0
sp3,0.037316228756842096,K-562,14,19,0.0237448727,14.0,18.0
sp4,0.021949824752293765,K-562,14,36,0.00909259521199999,14.0,31.0
sp5,0.14473257326811595,K-562,14,1,0.303340587,14.0,6.0
sp6,0.03755651782244564,K-562,14,18,0.0213814757,14.0,21.0
sp7,0.03381198120091643,K-562,14,24,0.44858871557499996,14.0,4.0
sp8,0.012967799356164367,K-562,14,47,,,
sp9,0.04870576265532785,K-562,14,12,,,
sp10,0.03482963862277327,K-562,14,22,,,
sp11,0.07807218456444442,K-562,14,4,0.024337892299999997,14.0,17.0
sp12,0.034785754253155325,K-562,14,23,0.011540401944999975,14.0,27.0
sp13,0.03226461537601225,K-562,14,25,0.018374479602999982,14.0,24.0
sp14,0.09330804982474575,K-562,14,3,0.022918905224999994,14.0,19.0
sp15,0.025632897894614284,K-562,14,33,,,
sp16,0.02960784593924137,K-562,14,28,1.0,14.0,1.0
sp17,0.01871344781000517,K-562,14,40,,,
sp18,0.04885023159433961,K-562,14,11,,,
sp19,0.019499534756036017,K-562,14,37,,,
sp20,0.037075581188082234,K-562,14,20,0.01919586346,14.0,23.0
sp21,0.00921186336893194,K-562,14,48,0.007159259249999983,14.0,33.0
sp22,0.016951821971247234,K-562,14,44,0.007227016642499962,14.0,32.0
sp23,0.038055239671384605,K-562,14,16,0.01993667473,14.0,22.0
sp24,0.10136344221468375,K-562,14,2,0.53444457705,14.0,2.0
sp25,0.028866187410297697,K-562,14,29,0.02853157293,14.0,14.0
sp26,0.02767983483809522,K-562,14,31,,,
sp27,0.031896809248693446,K-562,14,26,,,
sp28,0.01925267604577714,K-562,14,39,0.024631239432300868,14.0,16.0
sp29,0.018085920612178362,K-562,14,42,0.013830948124999966,14.0,25.0
sp30,0.04634344894418144,K-562,14,13,0.021965195402727265,14.0,20.0
sp31,0.0539770728310204,K-562,14,8,,,
sp32,0.07149256360677965,K-562,14,5,0.19630953389999997,14.0,7.0
sp33,0.02202896672070029,K-562,14,35,0.092246154858252,14.0,11.0
sp34,0.01856545480662336,K-562,14,41,,,
sp35,0.02748282997554544,K-562,14,32,0.011386359306666668,14.0,28.0
sp36,0.03552104434545196,K-562,14,21,,,
sp37,0.04957771978823528,K-562,14,10,0.51776017455,14.0,3.0
sp38,0.06190557001014813,K-562,14,6,0.1132543489,14.0,10.0
sp39,0.037564052076634595,K-562,14,17,,,
sp40,0.06031535474505606,K-562,14,7,0.035024798627,14.0,13.0
sp41,0.013582609234600453,K-562,14,46,0.010067785416972,14.0,29.0
sp42,0.052732596249913784,K-562,14,9,0.078572020375,14.0,12.0
sp43,0.04077367081008849,K-562,14,15,,,
sp44,0.015374018208441542,K-562,14,45,0.009527018439999984,14.0,30.0
sp45,0.017156260281523363,K-562,14,43,0.006257059069999975,14.0,34.0
sp46,0.04206022371359219,K-562,14,14,0.34962227304,14.0,5.0
sp47,0.03097094775953912,K-562,14,27,0.1252348499937822,14.0,9.0
sp48,0.0193786287733684,K-562,14,38,0.0135812298733333,14.0,26.0
sp1,0.025151486899166648,KM12,15,32,,,
sp2,0.022636084744762863,KM12,15,36,0.25729692465796394,15.0,8.0
sp3,0.03638774315438595,KM12,15,18,0.027468808799999953,15.0,15.0
sp4,0.02049739029875751,KM12,15,39,0.009886027892499975,15.0,27.0
sp5,0.14328598565652173,KM12,15,1,0.357073654,15.0,7.0
sp6,0.03599490291336955,KM12,15,19,0.0914717161,15.0,12.0
sp7,0.03415807034924526,KM12,15,22,0.500000013,15.0,4.0
sp8,0.012589239949332177,KM12,15,47,,,
sp9,0.04561720957467212,KM12,15,11,,,
sp10,0.03369171783199962,KM12,15,23,,,
sp11,0.06949867162407405,KM12,15,5,,,
sp12,0.034460604531990284,KM12,15,21,0.0106717656125,15.0,24.0
sp13,0.032675800648984066,KM12,15,25,0.01645233112,15.0,21.0
sp14,0.09022321211118643,KM12,15,3,,,
sp15,0.024956454735960986,KM12,15,33,,,
sp16,0.030338370348275853,KM12,15,27,1.0,15.0,1.0
sp17,0.018374536575322058,KM12,15,40,0.00466308994,15.0,29.0
sp18,0.053638661426415074,KM12,15,9,,,
sp19,0.025862028213018005,KM12,15,31,,,
sp20,0.039932429221398856,KM12,15,14,0.01920453256999995,15.0,18.0
sp21,0.010897492669283092,KM12,15,48,0.010464379604999987,15.0,25.0
sp22,0.016852888880503663,KM12,15,43,,,
sp23,0.03784824783661536,KM12,15,16,0.02172207759999995,15.0,17.0
sp24,0.10154184219609419,KM12,15,2,0.43831544446666665,15.0,5.0
sp25,0.0277176350116988,KM12,15,30,,,
sp26,0.028579151511632636,KM12,15,29,,,
sp27,0.023055016948622265,KM12,15,35,,,
sp28,0.02193784157564603,KM12,15,38,0.027196054759847273,15.0,16.0
sp29,0.017773644744828093,KM12,15,42,0.11847213387710001,15.0,10.0
sp30,0.0435823725071774,KM12,15,12,0.017825596388749962,15.0,19.0
sp31,0.033477941663265294,KM12,15,24,,,
sp32,0.07026356299491525,KM12,15,4,0.39956764300000003,15.0,6.0
sp33,0.021978007710292756,KM12,15,37,0.0168861487176,15.0,20.0
sp34,0.017844954662112226,KM12,15,41,,,
sp35,0.030365096241477332,KM12,15,26,0.01535361256,15.0,22.0
sp36,0.03474808255985874,KM12,15,20,,,
sp37,0.04842552978721924,KM12,15,10,1.0,15.0,2.0
sp38,0.06368160008696294,KM12,15,6,0.1225113115,15.0,9.0
sp39,0.03694116730822114,KM12,15,17,,,
sp40,0.05898007007754167,KM12,15,8,0.03277366565215,15.0,14.0
sp41,0.013498490636560416,KM12,15,46,0.01235739132323295,15.0,23.0
sp42,0.059246658201724124,KM12,15,7,0.10967267374999999,15.0,11.0
sp43,0.038633126216637156,KM12,15,15,,,
sp44,0.015933766313621922,KM12,15,45,0.01034858069083332,15.0,26.0
sp45,0.016693667234555034,KM12,15,44,0.005602324099999983,15.0,28.0
sp46,0.043226815911524365,KM12,15,13,1.0,15.0,3.0
sp47,0.029589367301985095,KM12,15,28,0.07955152401025756,15.0,13.0
sp48,0.023143378267789467,KM12,15,34,,,
sp1,0.02461933993823528,LOX IMVI,16,32,,,
sp2,0.02260364095816122,LOX IMVI,16,34,0.2579264315343898,16.0,8.0
sp3,0.02975694586763156,LOX IMVI,16,26,0.024681172,16.0,19.0
sp4,0.01805252577725997,LOX IMVI,16,38,0.008325456935999976,16.0,31.0
sp5,0.14080746193043478,LOX IMVI,16,1,0.36020527999999996,16.0,6.0
sp6,0.04143422795668476,LOX IMVI,16,13,0.0170333874,16.0,25.0
sp7,0.03326143976691373,LOX IMVI,16,25,0.449475286825,16.0,4.0
sp8,0.013795900452258545,LOX IMVI,16,46,,,
sp9,0.04877518852688523,LOX IMVI,16,11,,,
sp10,0.03601327117882185,LOX IMVI,16,19,,,
sp11,0.0719387944765432,LOX IMVI,16,4,,,
sp12,0.03426653088475727,LOX IMVI,16,24,0.013935273234999976,16.0,26.0
sp13,0.018887589800271918,LOX IMVI,16,37,0.017856875135,16.0,23.0
sp14,0.09289410015516947,LOX IMVI,16,3,0.019553407199999998,16.0,20.0
sp15,0.025248442237768638,LOX IMVI,16,31,,,
sp16,0.02765737236131033,LOX IMVI,16,29,1.0,16.0,1.0
sp17,0.01581019364285426,LOX IMVI,16,43,,,
sp18,0.06439228238207546,LOX IMVI,16,8,,,
sp19,0.035088121714509,LOX IMVI,16,21,0.22199436423,16.0,9.0
sp20,0.04105366165869358,LOX IMVI,16,14,0.0187620108,16.0,22.0
sp21,0.010080396840315904,LOX IMVI,16,48,0.00846972944999999,16.0,30.0
sp22,0.015726711575450934,LOX IMVI,16,44,0.1773872719,16.0,10.0
sp23,0.036215504433153835,LOX IMVI,16,18,0.01921273686,16.0,21.0
sp24,0.09915574364452852,LOX IMVI,16,2,0.5176895736,16.0,2.0
sp25,0.027541723426091586,LOX IMVI,16,30,0.0516581865,16.0,16.0
sp26,0.024520924578367326,LOX IMVI,16,33,,,
sp27,0.02922054846924843,LOX IMVI,16,27,,,
sp28,0.02105800649270425,LOX IMVI,16,36,0.028219262965589957,16.0,17.0
sp29,0.017274898851412413,LOX IMVI,16,40,0.1139707691318,16.0,11.0
sp30,0.04070828541826611,LOX IMVI,16,15,0.0172118034392857,16.0,24.0
sp31,0.03573852990496597,LOX IMVI,16,20,,,
sp32,0.07188527296864405,LOX IMVI,16,5,0.37187375999999994,16.0,5.0
sp33,0.02172361458839741,LOX IMVI,16,35,,,
sp34,0.016061658388782915,LOX IMVI,16,42,,,
sp35,0.03460539904772972,LOX IMVI,16,22,0.010926700683333299,16.0,27.0
sp36,0.03672262736415253,LOX IMVI,16,17,,,
sp37,0.052364112041711215,LOX IMVI,16,10,0.516008344,16.0,3.0
sp38,0.06485993805088887,LOX IMVI,16,7,0.11193534299999999,16.0,12.0
sp39,0.034548793435288445,LOX IMVI,16,23,,,
sp40,0.05970148387516821,LOX IMVI,16,9,,,
sp41,0.013357262561714253,LOX IMVI,16,47,0.01023092635000565,16.0,28.0
sp42,0.06493373128999998,LOX IMVI,16,6,0.06688243595,16.0,15.0
sp43,0.03805318625601769,LOX IMVI,16,16,,,
sp44,0.015527936535721485,LOX IMVI,16,45,0.025553935339285704,16.0,18.0
sp45,0.01684143247965006,LOX IMVI,16,41,0.10093062366000001,16.0,13.0
sp46,0.04442686517934425,LOX IMVI,16,12,0.34864562732666665,16.0,7.0
sp47,0.02860365226500128,LOX IMVI,16,28,0.07605656049633444,16.0,14.0
sp48,0.017819276634315775,LOX IMVI,16,39,0.0088830438625,16.0,29.0
sp1,0.029897452324166657,MCF7,17,27,,,
sp2,0.02397933566150325,MCF7,17,34,1.0,17.0,1.0
sp3,0.03789226908035087,MCF7,17,20,0.0270500498,17.0,11.0
sp4,0.02246125381772028,MCF7,17,35,0.26886959850000003,17.0,4.0
sp5,0.14648822636086953,MCF7,17,1,0.352830578,17.0,3.0
sp6,0.03846863744864129,MCF7,17,19,0.0242224013,17.0,14.0
sp7,0.033082733325495946,MCF7,17,25,,,
sp8,0.01380630769386985,MCF7,17,46,,,
sp9,0.05694760594975407,MCF7,17,9,,,
sp10,0.03956329267807992,MCF7,17,15,,,
sp11,0.06679056660925925,MCF7,17,5,,,
sp12,0.033195613310849505,MCF7,17,24,,,
sp13,0.01922335653753158,MCF7,17,39,0.02178869278,17.0,15.0
sp14,0.09874490938152541,MCF7,17,3,,,
sp15,0.02235508926491855,MCF7,17,37,,,
sp16,0.027478338534758607,MCF7,17,32,,,
sp17,0.019223355348057143,MCF7,17,40,,,
sp18,0.051086569350943384,MCF7,17,11,,,
sp19,0.03145332176252251,MCF7,17,26,,,
sp20,0.039062183031691816,MCF7,17,17,,,
sp21,0.010576203793933156,MCF7,17,48,0.00978828924499995,17.0,17.0
sp22,0.01693190899376197,MCF7,17,42,,,
sp23,0.03965260011123076,MCF7,17,14,0.02435873689999995,17.0,12.0
sp24,0.10251268921265644,MCF7,17,2,0.10054515580000001,17.0,7.0
sp25,0.028346755688450367,MCF7,17,29,,,
sp26,0.02627684191721087,MCF7,17,33,,,
sp27,0.02799886564623778,MCF7,17,31,,,
sp28,0.016847625393853358,MCF7,17,43,0.031217503023333325,17.0,10.0
sp29,0.018748380548394582,MCF7,17,41,0.18860607744743332,17.0,5.0
sp30,0.05680875189274191,MCF7,17,10,,,
sp31,0.036297511644625836,MCF7,17,23,,,
sp32,0.06967468022203388,MCF7,17,4,0.366756417,17.0,2.0
sp33,0.022292197070103686,MCF7,17,38,,,
sp34,0.015567974785333937,MCF7,17,44,,,
sp35,0.036907046507965585,MCF7,17,22,0.012086964598333317,17.0,16.0
sp36,0.038694806165593204,MCF7,17,18,,,
sp37,0.048179149999541836,MCF7,17,12,0.0740325678,17.0,9.0
sp38,0.06371558578103702,MCF7,17,7,0.114468689,17.0,6.0
sp39,0.03749634333990383,MCF7,17,21,,,
sp40,0.063209007635514,MCF7,17,8,,,
sp41,0.013494228312947597,MCF7,17,47,,,
sp42,0.06418475132086206,MCF7,17,6,0.09268930429999997,17.0,8.0
sp43,0.0441159451916814,MCF7,17,13,,,
sp44,0.015245248147330432,MCF7,17,45,0.009461334809999975,17.0,18.0
sp45,0.02238449032885519,MCF7,17,36,0.005606738984999975,17.0,20.0
sp46,0.039549640039995886,MCF7,17,16,,,
sp47,0.02935473804581246,MCF7,17,28,0.024281499758749988,17.0,13.0
sp48,0.02822519875357893,MCF7,17,30,0.007735936815,17.0,19.0
sp1,0.024920474208343122,MDA-MB-231/ATCC,18,33,,,
sp2,0.023888412244313345,MDA-MB-231/ATCC,18,35,0.06812677263899998,18.0,14.0
sp3,0.04046009145877191,MDA-MB-231/ATCC,18,15,0.028092881639999998,18.0,16.0
sp4,0.022167109605939653,MDA-MB-231/ATCC,18,36,0.007585954681428564,18.0,33.0
sp5,0.14179545717971012,MDA-MB-231/ATCC,18,1,0.33586954,18.0,6.0
sp6,0.0387005402802989,MDA-MB-231/ATCC,18,18,0.0188526067,18.0,25.0
sp7,0.03504835286554581,MDA-MB-231/ATCC,18,25,0.4407563041625,18.0,4.0
sp8,0.011038860294953753,MDA-MB-231/ATCC,18,47,,,
sp9,0.05156351839360654,MDA-MB-231/ATCC,18,10,,,
sp10,0.0374340500204846,MDA-MB-231/ATCC,18,19,,,
